wl,power
2090,9.7880E-02
2092,9.5670E-02
2094,9.5930E-02
2096,9.5800E-02
2098,9.6200E-02
2100,9.6060E-02
2102,9.5770E-02
2104,9.5590E-02
2106,9.5740E-02
2108,9.5130E-02
2110,9.3960E-02
2112,9.4520E-02
2114,9.4360E-02
2116,9.3310E-02
2118,9.3110E-02
2120,9.2750E-02
2122,9.2750E-02
2124,9.1890E-02
2126,9.2080E-02
2128,9.2250E-02
2130,9.2090E-02
2132,9.2100E-02
2134,9.1550E-02
2136,9.0120E-02
2138,9.1100E-02
2140,9.0830E-02
2142,9.0640E-02
2144,9.0060E-02
2146,8.9390E-02
2148,8.9790E-02
2150,8.9570E-02
2152,8.9130E-02
2154,8.8780E-02
2156,8.8740E-02
2158,8.8420E-02
2160,8.7810E-02
2162,8.6860E-02
2164,8.4560E-02
2166,7.8490E-02
2168,8.3000E-02
2170,8.5570E-02
2172,8.5910E-02
2174,8.5920E-02
2176,8.5320E-02
2178,8.4250E-02
2180,8.4970E-02
2182,8.4250E-02
2184,8.4570E-02
2186,8.4650E-02
2188,8.2770E-02
2190,8.3040E-02
2192,8.3770E-02
2194,8.3490E-02
2196,8.3180E-02
2198,8.2990E-02
2200,8.2650E-02
2202,8.2300E-02
2204,8.2110E-02
2206,7.9660E-02
2208,7.9660E-02
2210,8.0800E-02
2212,8.1050E-02
2214,8.0720E-02
2216,7.9940E-02
2218,7.9700E-02
2220,7.9970E-02
2222,7.9620E-02
2224,7.9260E-02
2226,7.8110E-02
2228,7.8260E-02
2230,7.8310E-02
2232,7.8150E-02
2234,7.8020E-02
2236,7.7580E-02
2238,7.6480E-02
2240,7.6390E-02
2242,7.6420E-02
2244,7.6240E-02
2246,7.6120E-02
2248,7.5200E-02
2250,7.5410E-02
2252,7.5120E-02
2254,7.4020E-02
2256,7.4220E-02
2258,7.4410E-02
2260,7.4210E-02
2262,7.2990E-02
2264,7.3290E-02
2266,7.3150E-02
2268,7.3270E-02
2270,7.2970E-02
2272,7.2770E-02
2274,7.2520E-02
2276,7.2390E-02
2278,7.2420E-02
2280,7.1650E-02
2282,7.0070E-02
2284,7.1250E-02
2286,7.1240E-02
2288,7.1270E-02
2290,7.1100E-02
2292,7.0670E-02
2294,6.9200E-02
2296,6.9080E-02
2298,6.9190E-02
2300,6.9530E-02
2302,6.9550E-02
2304,6.9310E-02
2306,6.9230E-02
2308,6.9010E-02
2310,6.8700E-02
2312,6.8670E-02
2314,6.8260E-02
2316,6.7790E-02
2318,6.7450E-02
2320,6.7680E-02
2322,6.6750E-02
2324,6.5360E-02
2326,6.5590E-02
2328,6.6290E-02
2330,6.6160E-02
2332,6.5840E-02
2334,6.5710E-02
2336,6.5360E-02
2338,6.4960E-02
2340,6.5200E-02
2342,6.5390E-02
2344,6.5090E-02
2346,6.4860E-02
2348,6.4720E-02
2350,6.4530E-02
2352,6.2890E-02
2354,6.2390E-02
2356,6.2820E-02
2358,6.2660E-02
2360,6.3080E-02
2362,6.3050E-02
2364,6.2950E-02
2366,6.2840E-02
2368,6.2630E-02
2370,6.2110E-02
2372,6.2070E-02
2374,6.0660E-02
2376,6.1640E-02
2378,6.1920E-02
2380,6.1720E-02
2382,6.0980E-02
2384,5.8850E-02
2386,5.9080E-02
2388,6.0040E-02
2390,6.0290E-02
2392,6.0080E-02
2394,6.0030E-02
2396,5.9960E-02
2398,5.9890E-02
2400,5.9440E-02
2402,5.9650E-02
2404,5.9450E-02
2406,5.9190E-02
2408,5.9150E-02
2410,5.9020E-02
2412,5.8940E-02
2414,5.7340E-02
2416,5.5990E-02
2418,5.7480E-02
2420,5.7700E-02
2422,5.7670E-02
2424,5.7260E-02
2426,5.7170E-02
2428,5.7120E-02
2430,5.7120E-02
2432,5.7020E-02
2434,5.6410E-02
2436,5.6180E-02
2438,5.5990E-02
2440,5.6390E-02
2442,5.6170E-02
2444,5.6030E-02
2446,5.4980E-02
2448,5.4570E-02
2450,5.4620E-02
2452,5.4320E-02
2454,5.4550E-02
2456,5.3700E-02
2458,5.3920E-02
2460,5.4570E-02
2462,5.4420E-02
2464,5.4350E-02
2466,5.4050E-02
2468,5.3900E-02
2470,5.2850E-02
2472,5.3300E-02
2474,5.3130E-02
2476,5.3430E-02
2478,5.3030E-02
2480,5.1770E-02
2482,5.1400E-02
2484,5.2190E-02
2486,5.1600E-02
2488,5.1690E-02
2490,5.2250E-02
2492,5.1980E-02
2494,5.1750E-02
2496,5.1520E-02
2498,5.1540E-02
2500,5.1550E-02
2520,4.9840E-02
2540,4.8140E-02
2560,4.6720E-02
2580,4.5500E-02
2600,4.4570E-02
2620,4.3050E-02
2640,4.2110E-02
2660,4.0790E-02
2680,3.9680E-02
2700,3.8670E-02
2720,3.7630E-02
2740,3.6630E-02
2760,3.5460E-02
2780,3.4680E-02
2800,3.3850E-02
2820,3.2970E-02
2840,3.2090E-02
2860,3.1190E-02
2880,3.0320E-02
2900,2.9690E-02
2920,2.8900E-02
2940,2.8170E-02
2960,2.7500E-02
2980,2.6820E-02
3000,2.6120E-02
3020,2.5470E-02
3040,2.4650E-02
3060,2.4220E-02
3080,2.3640E-02
3100,2.3060E-02
3120,2.2460E-02
3140,2.1980E-02
3160,2.1440E-02
3180,2.0960E-02
3200,2.0480E-02
3220,2.0000E-02
3240,1.9510E-02
3260,1.9070E-02
3280,1.8580E-02
3300,1.8020E-02
3320,1.7680E-02
3340,1.7370E-02
3360,1.6970E-02
3380,1.6590E-02
3400,1.6150E-02
3420,1.5840E-02
3440,1.5540E-02
3460,1.5200E-02
3480,1.4860E-02
3500,1.4560E-02
3520,1.4250E-02
3540,1.3930E-02
3560,1.3620E-02
3580,1.3340E-02
3600,1.3070E-02
3620,1.2810E-02
3640,1.2510E-02
3660,1.2220E-02
3680,1.1930E-02
3700,1.1620E-02
3720,1.1450E-02
3740,1.1080E-02
3760,1.0960E-02
3780,1.0780E-02
3800,1.0570E-02
3820,1.0380E-02
3840,1.0190E-02
3860,9.9830E-03
3880,9.7820E-03
3900,9.5990E-03
3920,9.4270E-03
3940,9.2330E-03
3960,9.0320E-03
3980,8.8570E-03
4000,8.6690E-03
