4046.277344	202.296600
4043.892578	214.874619
4041.505859	198.025833
4039.119141	206.326477
4036.731445	205.198166
4034.342773	218.721893
4031.952148	218.635544
4029.561523	209.138000
4027.169922	208.010086
4024.777344	223.600830
4022.383789	203.667862
4019.989258	217.159790
4017.593750	235.859116
4015.197266	211.771896
4012.799805	232.544006
4010.401367	235.579041
4008.001953	229.233856
4005.601563	242.683258
4003.201172	240.504715
4000.798828	235.205643
3998.395508	274.644470
3995.991211	246.457932
3993.585938	245.320557
3991.180664	252.496658
3988.773438	274.208344
3986.365234	257.487244
3983.957031	279.179504
3981.546875	261.432129
3979.135742	265.476135
3976.724609	251.894608
3974.311523	278.735229
3971.898438	297.268158
3969.483398	280.583832
3967.068359	288.751556
3964.651367	296.912689
3962.234375	292.657715
3959.815430	315.282593
3957.396484	308.956879
3954.975586	296.438812
3952.554688	300.450256
3950.131836	310.650787
3947.708984	310.526550
3945.284180	321.745941
3942.859375	294.815765
3940.432617	309.123505
3938.005859	328.569702
3935.577148	326.378906
3933.148438	319.043915
3930.718750	335.376190
3928.287109	354.780334
3925.855469	326.883728
3923.421875	342.165436
3920.988281	363.597412
3918.552734	344.970825
3916.117188	357.147675
3913.680664	365.211151
3911.242188	366.089813
3908.803711	373.117950
3906.363281	368.869324
3903.922852	370.769348
3901.480469	369.596283
3899.038086	377.634644
3896.593750	354.976807
3894.149414	398.804535
3891.703125	357.757233
3889.256836	388.265533
3886.808594	411.599731
3884.360352	416.538269
3881.910156	423.513763
3879.459961	419.262360
3877.007813	413.994568
3874.555664	401.595947
3872.101563	418.754395
3869.646484	438.954193
3867.191406	415.361664
3864.734375	422.317047
3862.277344	455.714386
3859.818359	466.714783
3857.358398	436.033875
3854.897461	454.144958
3852.436523	499.661682
3849.973633	481.186249
3847.509766	478.961639
3845.044922	466.595306
3842.579102	485.670563
3840.113281	501.689667
3837.645508	492.368042
3835.176758	545.840698
3832.707031	513.225952
3830.236328	519.088623
3827.764648	523.934875
3825.291992	538.887451
3822.818359	523.508728
3820.343750	526.326355
3817.868164	568.524170
3815.390625	569.302063
3812.913086	566.043213
3810.434570	568.838318
3807.955078	580.704468
3805.473633	616.746948
3802.992188	608.436646
3800.509766	601.139832
3798.025391	602.907532
3795.541016	629.826477
3793.054688	637.614868
3790.568359	664.497253
3788.080078	652.167175
3785.591797	658.931885
3783.101563	662.678711
3780.610352	678.466003
3778.119141	678.188416
3775.625977	702.981567
3773.131836	698.684082
3770.636719	702.406006
3768.140625	718.143738
3765.643555	728.862549
3763.145508	742.574585
3760.646484	774.281799
3758.146484	743.965576
3755.645508	798.635254
3753.143555	743.355164
3750.639648	772.012939
3748.135742	772.694275
3745.630859	774.372681
3743.124023	783.031921
3740.617188	822.593384
3738.108398	815.278442
3735.599609	843.834778
3733.088867	832.533264
3730.577148	824.227112
3728.064453	839.808350
3725.551758	850.403381
3723.037109	858.006836
3720.521484	857.653320
3718.004883	902.996033
3715.487305	868.862244
3712.967773	936.991638
3710.448242	916.761841
3707.927734	945.144470
3705.406250	928.892822
3702.882813	974.092468
3700.359375	946.945862
3697.833984	989.129822
3695.308594	987.731384
3692.781250	980.397949
3690.252930	1009.659363
3687.723633	1028.022949
3685.193359	1020.681152
3682.662109	1019.271057
3680.129883	1075.122803
3677.596680	1072.703857
3675.062500	1091.988281
3672.527344	1098.438110
3669.990234	1132.479614
3667.453125	1104.424194
3664.915039	1134.495117
3662.375000	1168.478394
3659.833984	1149.297852
3657.292969	1163.574463
3654.750000	1175.872681
3652.206055	1193.074097
3649.661133	1182.754883
3647.115234	1219.577393
3644.568359	1203.365845
3642.019531	1216.601440
3639.470703	1240.613525
3636.920898	1210.687988
3634.369141	1263.099121
3631.817383	1288.040405
3629.263672	1307.085938
3626.708984	1293.818726
3624.153320	1312.845215
3621.596680	1340.656372
3619.039063	1352.804565
3616.480469	1375.689697
3613.920898	1405.391968
3611.360352	1413.591919
3608.797852	1455.938477
3606.235352	1508.979126
3603.670898	1492.748779
3601.105469	1506.744507
3598.540039	1529.495972
3595.972656	1573.651367
3593.404297	1592.461304
3590.834961	1602.498291
3588.264648	1584.321899
3585.692383	1643.933472
3583.120117	1691.833496
3580.545898	1642.557739
3577.971680	1744.790405
3575.395508	1733.383789
3572.818359	1768.552612
3570.240234	1761.023438
3567.661133	1766.101318
3565.081055	1797.335083
3562.500000	1886.652588
3559.917969	1878.116333
3557.333984	1883.134521
3554.750000	1913.297363
3552.164063	1916.361694
3549.577148	1929.087769
3546.989258	2011.359497
3544.400391	2042.381470
3541.810547	2023.183228
3539.219727	2057.067383
3536.626953	2127.571533
3534.034180	2121.856445
3531.439453	2145.054688
3528.844727	2121.997803
3526.248047	2198.130615
3523.650391	2244.363770
3521.051758	2224.178223
3518.451172	2277.091309
3515.850586	2290.549805
3513.249023	2304.957275
3510.645508	2333.757813
3508.041016	2364.453125
3505.436523	2388.405029
3502.830078	2435.356201
3500.222656	2441.998535
3497.613281	2446.717773
3495.003906	2524.237793
3492.393555	2561.474121
3489.781250	2618.778320
3487.167969	2597.579834
3484.553711	2652.906494
3481.938477	2671.859619
3479.322266	2733.794922
3476.705078	2719.266602
3474.086914	2804.041748
3471.466797	2751.321289
3468.845703	2851.272217
3466.224609	2800.481689
3463.601563	2914.622314
3460.977539	3004.847656
3458.351563	3018.811035
3455.725586	3066.078369
3453.098633	3080.953857
3450.469727	3075.842773
3447.839844	3181.015381
3445.208984	3199.621582
3442.577148	3230.559570
3439.944336	3274.762939
3437.310547	3369.229248
3434.674805	3373.490234
3432.039063	3383.436035
3429.401367	3492.898682
3426.762695	3574.791016
3424.123047	3564.747314
3421.481445	3620.030762
3418.839844	3658.233643
3416.197266	3729.507813
3413.552734	3726.029541
3410.907227	3807.607422
3408.260742	3929.734863
3405.613281	3884.625732
3402.963867	3987.737061
3400.314453	4032.266113
3397.663086	4011.686523
3395.011719	4124.977539
3392.358398	4172.214355
3389.704102	4248.606934
3387.047852	4321.166992
3384.391602	4311.794434
3381.733398	4472.681641
3379.075195	4487.695801
3376.415039	4529.010742
3373.753906	4615.381836
3371.090820	4638.762695
3368.427734	4801.038086
3365.762695	4901.251465
3363.097656	4920.725098
3360.430664	5035.796875
3357.762695	5126.406738
3355.092773	5085.811523
3352.422852	5223.129883
3349.750977	5181.589355
3347.079102	5323.423340
3344.405273	5371.633301
3341.729492	5508.588379
3339.053711	5453.911621
3336.376953	5566.431641
3333.698242	5731.124512
3331.018555	5711.872070
3328.337891	5774.704102
3325.656250	5832.819336
3322.973633	5934.678223
3320.289063	6017.819336
3317.604492	6166.058105
3314.917969	6172.715332
3312.230469	6278.897461
3309.541016	6376.618164
3306.851563	6517.935059
3304.160156	6506.771484
3301.467773	6579.190430
3298.774414	6599.564941
3296.080078	6695.073242
3293.384766	6834.085449
3290.687500	6944.238770
3287.990234	7039.469238
3285.291016	6987.348145
3282.589844	7175.980957
3279.888672	7131.245117
3277.186523	7189.222656
3274.482422	7247.147949
3271.777344	7428.866211
3269.071289	7567.930176
3266.364258	7593.291016
3263.655273	7654.625977
3260.945313	7851.531250
3258.234375	7940.363770
3255.522461	8087.192871
3252.809570	8022.885254
3250.095703	8158.494629
