Wavelength,Responsivity
475.0,0.26375
475.1,0.263855
475.2,0.26396
475.3,0.264065
475.4,0.26417
475.5,0.264275
475.6,0.26438
475.7,0.264485
475.8,0.26459
475.9,0.264695
476.0,0.2648
476.1,0.264905
476.2,0.26501
476.3,0.265115
476.4,0.26522
476.5,0.265325
476.6,0.26543
476.7,0.265535
476.8,0.26564
476.9,0.265745
477.0,0.26585
477.1,0.265955
477.2,0.26606
477.3,0.266165
477.4,0.26627
477.5,0.266375
477.6,0.26648
477.7,0.266585
477.8,0.26669
477.9,0.266795
478.0,0.2669
478.1,0.267005
478.2,0.26711
478.3,0.267215
478.4,0.26732
478.5,0.267425
478.6,0.26753
478.7,0.267635
478.8,0.26774
478.9,0.267845
479.0,0.26795
479.1,0.268055
479.2,0.26816
479.3,0.268265
479.4,0.26837
479.5,0.268475
479.6,0.26858
479.7,0.268685
479.8,0.26879
479.9,0.268895
480.0,0.269
480.1,0.2691
480.2,0.2692
480.3,0.2693
480.4,0.2694
480.5,0.2695
480.6,0.2696
480.7,0.2697
480.8,0.2698
480.9,0.2699
481.0,0.27
481.1,0.2701
481.2,0.2702
481.3,0.2703
481.4,0.2704
481.5,0.2705
481.6,0.2706
481.7,0.2707
481.8,0.2708
481.9,0.2709
482.0,0.271
482.1,0.2711
482.2,0.2712
482.3,0.2713
482.4,0.2714
482.5,0.2715
482.6,0.2716
482.7,0.2717
482.8,0.2718
482.9,0.2719
483.0,0.272
483.1,0.2721
483.2,0.2722
483.3,0.2723
483.4,0.2724
483.5,0.2725
483.6,0.2726
483.7,0.2727
483.8,0.2728
483.9,0.2729
484.0,0.273
484.1,0.2731
484.2,0.2732
484.3,0.2733
484.4,0.2734
484.5,0.2735
484.6,0.2736
484.7,0.2737
484.8,0.2738
484.9,0.2739
485.0,0.274
485.1,0.2741
485.2,0.2742
485.3,0.2743
485.4,0.2744
485.5,0.2745
485.6,0.2746
485.7,0.2747
485.8,0.2748
485.9,0.2749
486.0,0.275
486.1,0.2751
486.2,0.2752
486.3,0.2753
486.4,0.2754
486.5,0.2755
486.6,0.2756
486.7,0.2757
486.8,0.2758
486.9,0.2759
487.0,0.276
487.1,0.2761
487.2,0.2762
487.3,0.2763
487.4,0.2764
487.5,0.2765
487.6,0.2766
487.7,0.2767
487.8,0.2768
487.9,0.2769
488.0,0.277
488.1,0.2771
488.2,0.2772
488.3,0.2773
488.4,0.2774
488.5,0.2775
488.6,0.2776
488.7,0.2777
488.8,0.2778
488.9,0.2779
489.0,0.278
489.1,0.2781
489.2,0.2782
489.3,0.2783
489.4,0.2784
489.5,0.2785
489.6,0.2786
489.7,0.2787
489.8,0.2788
489.9,0.2789
490.0,0.279
490.1,0.2791
490.2,0.2792
490.3,0.2793
490.4,0.2794
490.5,0.2795
490.6,0.2796
490.7,0.2797
490.8,0.2798
490.9,0.2799
491.0,0.28
491.1,0.2801
491.2,0.2802
491.3,0.2803
491.4,0.2804
491.5,0.2805
491.6,0.2806
491.7,0.2807
491.8,0.2808
491.9,0.2809
492.0,0.281
492.1,0.2811
492.2,0.2812
492.3,0.2813
492.4,0.2814
492.5,0.2815
492.6,0.2816
492.7,0.2817
492.8,0.2818
492.9,0.2819
493.0,0.282
493.1,0.2821
493.2,0.2822
493.3,0.2823
493.4,0.2824
493.5,0.2825
493.6,0.2826
493.7,0.2827
493.8,0.2828
493.9,0.2829
494.0,0.283
494.1,0.2831
494.2,0.2832
494.3,0.2833
494.4,0.2834
494.5,0.2835
494.6,0.2836
494.7,0.2837
494.8,0.2838
494.9,0.2839
495.0,0.284
495.1,0.2841
495.2,0.2842
495.3,0.2843
495.4,0.2844
495.5,0.2845
495.6,0.2846
495.7,0.2847
495.8,0.2848
495.9,0.2849
496.0,0.285
496.1,0.2851
496.2,0.2852
496.3,0.2853
496.4,0.2854
496.5,0.2855
496.6,0.2856
496.7,0.2857
496.8,0.2858
496.9,0.2859
497.0,0.286
497.1,0.2861
497.2,0.2862
497.3,0.2863
497.4,0.2864
497.5,0.2865
497.6,0.2866
497.7,0.2867
497.8,0.2868
497.9,0.2869
498.0,0.287
498.1,0.2871
498.2,0.2872
498.3,0.2873
498.4,0.2874
498.5,0.2875
498.6,0.2876
498.7,0.2877
498.8,0.2878
498.9,0.2879
499.0,0.288
499.1,0.2881
499.2,0.2882
499.3,0.2883
499.4,0.2884
499.5,0.2885
499.6,0.2886
499.7,0.2887
499.8,0.2888
499.9,0.2889
500.0,0.289
500.1,0.2891
500.2,0.2892
500.3,0.2893
500.4,0.2894
500.5,0.2895
500.6,0.2896
500.7,0.2897
500.8,0.2898
500.9,0.2899
501.0,0.29
501.1,0.2901
501.2,0.2902
501.3,0.2903
501.4,0.2904
501.5,0.2905
501.6,0.2906
501.7,0.2907
501.8,0.2908
501.9,0.2909
502.0,0.291
502.1,0.2911
502.2,0.2912
502.3,0.2913
502.4,0.2914
502.5,0.2915
502.6,0.2916
502.7,0.2917
502.8,0.2918
502.9,0.2919
503.0,0.292
503.1,0.2921
503.2,0.2922
503.3,0.2923
503.4,0.2924
503.5,0.2925
503.6,0.2926
503.7,0.2927
503.8,0.2928
503.9,0.2929
504.0,0.293
504.1,0.2931
504.2,0.2932
504.3,0.2933
504.4,0.2934
504.5,0.2935
504.6,0.2936
504.7,0.2937
504.8,0.2938
504.9,0.2939
505.0,0.294
505.1,0.2941
505.2,0.2942
505.3,0.2943
505.4,0.2944
505.5,0.2945
505.6,0.2946
505.7,0.2947
505.8,0.2948
505.9,0.2949
506.0,0.295
506.1,0.2951
506.2,0.2952
506.3,0.2953
506.4,0.2954
506.5,0.2955
506.6,0.2956
506.7,0.2957
506.8,0.2958
506.9,0.2959
507.0,0.296
507.1,0.2961
507.2,0.2962
507.3,0.2963
507.4,0.2964
507.5,0.2965
507.6,0.2966
507.7,0.2967
507.8,0.2968
507.9,0.2969
508.0,0.297
508.1,0.2971
508.2,0.2972
508.3,0.2973
508.4,0.2974
508.5,0.2975
508.6,0.2976
508.7,0.2977
508.8,0.2978
508.9,0.2979
509.0,0.298
509.1,0.2981
509.2,0.2982
509.3,0.2983
509.4,0.2984
509.5,0.2985
509.6,0.2986
509.7,0.2987
509.8,0.2988
509.9,0.2989
510.0,0.299
510.1,0.2991
510.2,0.2992
510.3,0.2993
510.4,0.2994
510.5,0.2995
510.6,0.2996
510.7,0.2997
510.8,0.2998
510.9,0.2999
511.0,0.3
511.1,0.3001
511.2,0.3002
511.3,0.3003
511.4,0.3004
511.5,0.3005
511.6,0.3006
511.7,0.3007
511.8,0.3008
511.9,0.3009
512.0,0.301
512.1,0.3011
512.2,0.3012
512.3,0.3013
512.4,0.3014
512.5,0.3015
512.6,0.3016
512.7,0.3017
512.8,0.3018
512.9,0.3019
513.0,0.302
513.1,0.3021
513.2,0.3022
513.3,0.3023
513.4,0.3024
513.5,0.3025
513.6,0.3026
513.7,0.3027
513.8,0.3028
513.9,0.3029
514.0,0.303
514.1,0.3031
514.2,0.3032
514.3,0.3033
514.4,0.3034
514.5,0.3035
514.6,0.3036
514.7,0.3037
514.8,0.3038
514.9,0.3039
515.0,0.304
515.1,0.3041
515.2,0.3042
515.3,0.3043
515.4,0.3044
515.5,0.3045
515.6,0.3046
515.7,0.3047
515.8,0.3048
515.9,0.3049
516.0,0.305
516.1,0.3051
516.2,0.3052
516.3,0.3053
516.4,0.3054
516.5,0.3055
516.6,0.3056
516.7,0.3057
516.8,0.3058
516.9,0.3059
517.0,0.306
517.1,0.3061
517.2,0.3062
517.3,0.3063
517.4,0.3064
517.5,0.3065
517.6,0.3066
517.7,0.3067
517.8,0.3068
517.9,0.3069
518.0,0.307
518.1,0.3071
518.2,0.3072
518.3,0.3073
518.4,0.3074
518.5,0.3075
518.6,0.3076
518.7,0.3077
518.8,0.3078
518.9,0.3079
519.0,0.308
519.1,0.3081
519.2,0.3082
519.3,0.3083
519.4,0.3084
519.5,0.3085
519.6,0.3086
519.7,0.3087
519.8,0.3088
519.9,0.3089
520.0,0.309
520.1,0.309115
520.2,0.30923
520.3,0.309345
520.4,0.30946
520.5,0.309575
520.6,0.30969
520.7,0.309805
520.8,0.30992
520.9,0.310035
521.0,0.31015
521.1,0.310265
521.2,0.31038
521.3,0.310495
521.4,0.31061
521.5,0.310725
521.6,0.31084
521.7,0.310955
521.8,0.31107
521.9,0.311185
522.0,0.3113
522.1,0.311415
522.2,0.31153
522.3,0.311645
522.4,0.31176
522.5,0.311875
522.6,0.31199
522.7,0.312105
522.8,0.31222
522.9,0.312335
523.0,0.31245
523.1,0.312565
523.2,0.31268
523.3,0.312795
523.4,0.31291
523.5,0.313025
523.6,0.31314
523.7,0.313255
523.8,0.31337
523.9,0.313485
524.0,0.3136
524.1,0.313715
524.2,0.31383
524.3,0.313945
524.4,0.31406
524.5,0.314175
524.6,0.31429
524.7,0.314405
524.8,0.31452
524.9,0.314635
525.0,0.31475
525.1,0.314865
525.2,0.31498
525.3,0.315095
525.4,0.31521
525.5,0.315325
525.6,0.31544
525.7,0.315555
525.8,0.31567
525.9,0.315785
526.0,0.3159
526.1,0.316015
526.2,0.31613
526.3,0.316245
526.4,0.31636
526.5,0.316475
526.6,0.31659
526.7,0.316705
526.8,0.31682
526.9,0.316935
527.0,0.31705
527.1,0.317165
527.2,0.31728
527.3,0.317395
527.4,0.31751
527.5,0.317625
527.6,0.31774
527.7,0.317855
527.8,0.31797
527.9,0.318085
528.0,0.3182
528.1,0.318315
528.2,0.31843
528.3,0.318545
528.4,0.31866
528.5,0.318775
528.6,0.31889
528.7,0.319005
528.8,0.31912
528.9,0.319235
529.0,0.31935
529.1,0.319465
529.2,0.31958
529.3,0.319695
529.4,0.31981
529.5,0.319925
529.6,0.32004
529.7,0.320155
529.8,0.32027
529.9,0.320385
530.0,0.3205
530.1,0.320615
530.2,0.32073
530.3,0.320845
530.4,0.32096
530.5,0.321075
530.6,0.32119
530.7,0.321305
530.8,0.32142
530.9,0.321535
531.0,0.32165
531.1,0.321765
531.2,0.32188
531.3,0.321995
531.4,0.32211
531.5,0.322225
531.6,0.32234
531.7,0.322455
531.8,0.32257
531.9,0.322685
532.0,0.3228
532.1,0.322915
532.2,0.32303
532.3,0.323145
532.4,0.32326
532.5,0.323375
532.6,0.32349
532.7,0.323605
532.8,0.32372
532.9,0.323835
533.0,0.32395
533.1,0.324065
533.2,0.32418
533.3,0.324295
533.4,0.32441
533.5,0.324525
533.6,0.32464
533.7,0.324755
533.8,0.32487
533.9,0.324985
534.0,0.3251
534.1,0.325215
534.2,0.32533
534.3,0.325445
534.4,0.32556
534.5,0.325675
534.6,0.32579
534.7,0.325905
534.8,0.32602
534.9,0.326135
535.0,0.32625
535.1,0.326365
535.2,0.32648
535.3,0.326595
535.4,0.32671
535.5,0.326825
535.6,0.32694
535.7,0.327055
535.8,0.32717
535.9,0.327285
536.0,0.3274
536.1,0.327515
536.2,0.32763
536.3,0.327745
536.4,0.32786
536.5,0.327975
536.6,0.32809
536.7,0.328205
536.8,0.32832
536.9,0.328435
537.0,0.32855
537.1,0.328665
537.2,0.32878
537.3,0.328895
537.4,0.32901
537.5,0.329125
537.6,0.32924
537.7,0.329355
537.8,0.32947
537.9,0.329585
538.0,0.3297
538.1,0.329815
538.2,0.32993
538.3,0.330045
538.4,0.33016
538.5,0.330275
538.6,0.33039
538.7,0.330505
538.8,0.33062
538.9,0.330735
539.0,0.33085
539.1,0.330965
539.2,0.33108
539.3,0.331195
539.4,0.33131
539.5,0.331425
539.6,0.33154
539.7,0.331655
539.8,0.33177
539.9,0.331885
540.0,0.332
540.1,0.332115
540.2,0.33223
540.3,0.332345
540.4,0.33246
540.5,0.332575
540.6,0.33269
540.7,0.332805
540.8,0.33292
540.9,0.333035
541.0,0.33315
541.1,0.333265
541.2,0.33338
541.3,0.333495
541.4,0.33361
541.5,0.333725
541.6,0.33384
541.7,0.333955
541.8,0.33407
541.9,0.334185
542.0,0.3343
542.1,0.334415
542.2,0.33453
542.3,0.334645
542.4,0.33476
542.5,0.334875
542.6,0.33499
542.7,0.335105
542.8,0.33522
542.9,0.335335
543.0,0.33545
543.1,0.335565
543.2,0.33568
543.3,0.335795
543.4,0.33591
543.5,0.336025
543.6,0.33614
543.7,0.336255
543.8,0.33637
543.9,0.336485
544.0,0.3366
544.1,0.336715
544.2,0.33683
544.3,0.336945
544.4,0.33706
544.5,0.337175
544.6,0.33729
544.7,0.337405
544.8,0.33752
544.9,0.337635
545.0,0.33775
545.1,0.337865
545.2,0.33798
545.3,0.338095
545.4,0.33821
545.5,0.338325
545.6,0.33844
545.7,0.338555
545.8,0.33867
545.9,0.338785
546.0,0.3389
546.1,0.339015
546.2,0.33913
546.3,0.339245
546.4,0.33936
546.5,0.339475
546.6,0.33959
546.7,0.339705
546.8,0.33982
546.9,0.339935
547.0,0.34005
547.1,0.340165
547.2,0.34028
547.3,0.340395
547.4,0.34051
547.5,0.340625
547.6,0.34074
547.7,0.340855
547.8,0.34097
547.9,0.341085
548.0,0.3412
548.1,0.341315
548.2,0.34143
548.3,0.341545
548.4,0.34166
548.5,0.341775
548.6,0.34189
548.7,0.342005
548.8,0.34212
548.9,0.342235
549.0,0.34235
549.1,0.342465
549.2,0.34258
549.3,0.342695
549.4,0.34281
549.5,0.342925
549.6,0.34304
549.7,0.343155
549.8,0.34327
549.9,0.343385
550.0,0.3435
550.1,0.343615
550.2,0.34373
550.3,0.343845
550.4,0.34396
550.5,0.344075
550.6,0.34419
550.7,0.344305
550.8,0.34442
550.9,0.344535
551.0,0.34465
551.1,0.344765
551.2,0.34488
551.3,0.344995
551.4,0.34511
551.5,0.345225
551.6,0.34534
551.7,0.345455
551.8,0.34557
551.9,0.345685
552.0,0.3458
552.1,0.345915
552.2,0.34603
552.3,0.346145
552.4,0.34626
552.5,0.346375
552.6,0.34649
552.7,0.346605
552.8,0.34672
552.9,0.346835
553.0,0.34695
553.1,0.347065
553.2,0.34718
553.3,0.347295
553.4,0.34741
553.5,0.347525
553.6,0.34764
553.7,0.347755
553.8,0.34787
553.9,0.347985
554.0,0.3481
554.1,0.348215
554.2,0.34833
554.3,0.348445
554.4,0.34856
554.5,0.348675
554.6,0.34879
554.7,0.348905
554.8,0.34902
554.9,0.349135
555.0,0.34925
555.1,0.349365
555.2,0.34948
555.3,0.349595
555.4,0.34971
555.5,0.349825
555.6,0.34994
555.7,0.350055
555.8,0.35017
555.9,0.350285
556.0,0.3504
556.1,0.350515
556.2,0.35063
556.3,0.350745
556.4,0.35086
556.5,0.350975
556.6,0.35109
556.7,0.351205
556.8,0.35132
556.9,0.351435
557.0,0.35155
557.1,0.351665
557.2,0.35178
557.3,0.351895
557.4,0.35201
557.5,0.352125
557.6,0.35224
557.7,0.352355
557.8,0.35247
557.9,0.352585
558.0,0.3527
558.1,0.352815
558.2,0.35293
558.3,0.353045
558.4,0.35316
558.5,0.353275
558.6,0.35339
558.7,0.353505
558.8,0.35362
558.9,0.353735
559.0,0.35385
559.1,0.353965
559.2,0.35408
559.3,0.354195
559.4,0.35431
559.5,0.354425
559.6,0.35454
559.7,0.354655
559.8,0.35477
559.9,0.354885
560.0,0.355
560.1,0.35511
560.2,0.35522
560.3,0.35533
560.4,0.35544
560.5,0.35555
560.6,0.35566
560.7,0.35577
560.8,0.35588
560.9,0.35599
561.0,0.3561
561.1,0.35621
561.2,0.35632
561.3,0.35643
561.4,0.35654
561.5,0.35665
561.6,0.35676
561.7,0.35687
561.8,0.35698
561.9,0.35709
562.0,0.3572
562.1,0.35731
562.2,0.35742
562.3,0.35753
562.4,0.35764
562.5,0.35775
562.6,0.35786
562.7,0.35797
562.8,0.35808
562.9,0.35819
563.0,0.3583
563.1,0.35841
563.2,0.35852
563.3,0.35863
563.4,0.35874
563.5,0.35885
563.6,0.35896
563.7,0.35907
563.8,0.35918
563.9,0.35929
564.0,0.3594
564.1,0.35951
564.2,0.35962
564.3,0.35973
564.4,0.35984
564.5,0.35995
564.6,0.36006
564.7,0.36017
564.8,0.36028
564.9,0.36039
565.0,0.3605
565.1,0.36061
565.2,0.36072
565.3,0.36083
565.4,0.36094
565.5,0.36105
565.6,0.36116
565.7,0.36127
565.8,0.36138
565.9,0.36149
566.0,0.3616
566.1,0.36171
566.2,0.36182
566.3,0.36193
566.4,0.36204
566.5,0.36215
566.6,0.36226
566.7,0.36237
566.8,0.36248
566.9,0.36259
567.0,0.3627
567.1,0.36281
567.2,0.36292
567.3,0.36303
567.4,0.36314
567.5,0.36325
567.6,0.36336
567.7,0.36347
567.8,0.36358
567.9,0.36369
568.0,0.3638
568.1,0.36391
568.2,0.36402
568.3,0.36413
568.4,0.36424
568.5,0.36435
568.6,0.36446
568.7,0.36457
568.8,0.36468
568.9,0.36479
569.0,0.3649
569.1,0.36501
569.2,0.36512
569.3,0.36523
569.4,0.36534
569.5,0.36545
569.6,0.36556
569.7,0.36567
569.8,0.36578
569.9,0.36589
570.0,0.366
570.1,0.36611
570.2,0.36622
570.3,0.36633
570.4,0.36644
570.5,0.36655
570.6,0.36666
570.7,0.36677
570.8,0.36688
570.9,0.36699
571.0,0.3671
571.1,0.36721
571.2,0.36732
571.3,0.36743
571.4,0.36754
571.5,0.36765
571.6,0.36776
571.7,0.36787
571.8,0.36798
571.9,0.36809
572.0,0.3682
572.1,0.36831
572.2,0.36842
572.3,0.36853
572.4,0.36864
572.5,0.36875
572.6,0.36886
572.7,0.36897
572.8,0.36908
572.9,0.36919
573.0,0.3693
573.1,0.36941
573.2,0.36952
573.3,0.36963
573.4,0.36974
573.5,0.36985
573.6,0.36996
573.7,0.37007
573.8,0.37018
573.9,0.37029
574.0,0.3704
574.1,0.37051
574.2,0.37062
574.3,0.37073
574.4,0.37084
574.5,0.37095
574.6,0.37106
574.7,0.37117
574.8,0.37128
574.9,0.37139
575.0,0.3715
575.1,0.37161
575.2,0.37172
575.3,0.37183
575.4,0.37194
575.5,0.37205
575.6,0.37216
575.7,0.37227
575.8,0.37238
575.9,0.37249
576.0,0.3726
576.1,0.37271
576.2,0.37282
576.3,0.37293
576.4,0.37304
576.5,0.37315
576.6,0.37326
576.7,0.37337
576.8,0.37348
576.9,0.37359
577.0,0.3737
577.1,0.37381
577.2,0.37392
577.3,0.37403
577.4,0.37414
577.5,0.37425
577.6,0.37436
577.7,0.37447
577.8,0.37458
577.9,0.37469
578.0,0.3748
578.1,0.37491
578.2,0.37502
578.3,0.37513
578.4,0.37524
578.5,0.37535
578.6,0.37546
578.7,0.37557
578.8,0.37568
578.9,0.37579
579.0,0.3759
579.1,0.37601
579.2,0.37612
579.3,0.37623
579.4,0.37634
579.5,0.37645
579.6,0.37656
579.7,0.37667
579.8,0.37678
579.9,0.37689
580.0,0.377
580.1,0.37711
580.2,0.37722
580.3,0.37733
580.4,0.37744
580.5,0.37755
580.6,0.37766
580.7,0.37777
580.8,0.37788
580.9,0.37799
581.0,0.3781
581.1,0.37821
581.2,0.37832
581.3,0.37843
581.4,0.37854
581.5,0.37865
581.6,0.37876
581.7,0.37887
581.8,0.37898
581.9,0.37909
582.0,0.3792
582.1,0.37931
582.2,0.37942
582.3,0.37953
582.4,0.37964
582.5,0.37975
582.6,0.37986
582.7,0.37997
582.8,0.38008
582.9,0.38019
583.0,0.3803
583.1,0.38041
583.2,0.38052
583.3,0.38063
583.4,0.38074
583.5,0.38085
583.6,0.38096
583.7,0.38107
583.8,0.38118
583.9,0.38129
584.0,0.3814
584.1,0.38151
584.2,0.38162
584.3,0.38173
584.4,0.38184
584.5,0.38195
584.6,0.38206
584.7,0.38217
584.8,0.38228
584.9,0.38239
585.0,0.3825
585.1,0.38261
585.2,0.38272
585.3,0.38283
585.4,0.38294
585.5,0.38305
585.6,0.38316
585.7,0.38327
585.8,0.38338
585.9,0.38349
586.0,0.3836
586.1,0.38371
586.2,0.38382
586.3,0.38393
586.4,0.38404
586.5,0.38415
586.6,0.38426
586.7,0.38437
586.8,0.38448
586.9,0.38459
587.0,0.3847
587.1,0.38481
587.2,0.38492
587.3,0.38503
587.4,0.38514
587.5,0.38525
587.6,0.38536
587.7,0.38547
587.8,0.38558
587.9,0.38569
588.0,0.3858
588.1,0.38591
588.2,0.38602
588.3,0.38613
588.4,0.38624
588.5,0.38635
588.6,0.38646
588.7,0.38657
588.8,0.38668
588.9,0.38679
589.0,0.3869
589.1,0.38701
589.2,0.38712
589.3,0.38723
589.4,0.38734
589.5,0.38745
589.6,0.38756
589.7,0.38767
589.8,0.38778
589.9,0.38789
590.0,0.388
590.1,0.38811
590.2,0.38822
590.3,0.38833
590.4,0.38844
590.5,0.38855
590.6,0.38866
590.7,0.38877
590.8,0.38888
590.9,0.38899
591.0,0.3891
591.1,0.38921
591.2,0.38932
591.3,0.38943
591.4,0.38954
591.5,0.38965
591.6,0.38976
591.7,0.38987
591.8,0.38998
591.9,0.39009
592.0,0.3902
592.1,0.39031
592.2,0.39042
592.3,0.39053
592.4,0.39064
592.5,0.39075
592.6,0.39086
592.7,0.39097
592.8,0.39108
592.9,0.39119
593.0,0.3913
593.1,0.39141
593.2,0.39152
593.3,0.39163
593.4,0.39174
593.5,0.39185
593.6,0.39196
593.7,0.39207
593.8,0.39218
593.9,0.39229
594.0,0.3924
594.1,0.39251
594.2,0.39262
594.3,0.39273
594.4,0.39284
594.5,0.39295
594.6,0.39306
594.7,0.39317
594.8,0.39328
594.9,0.39339
595.0,0.3935
595.1,0.39361
595.2,0.39372
595.3,0.39383
595.4,0.39394
595.5,0.39405
595.6,0.39416
595.7,0.39427
595.8,0.39438
595.9,0.39449
596.0,0.3946
596.1,0.39471
596.2,0.39482
596.3,0.39493
596.4,0.39504
596.5,0.39515
596.6,0.39526
596.7,0.39537
596.8,0.39548
596.9,0.39559
597.0,0.3957
597.1,0.39581
597.2,0.39592
597.3,0.39603
597.4,0.39614
597.5,0.39625
597.6,0.39636
597.7,0.39647
597.8,0.39658
597.9,0.39669
598.0,0.3968
598.1,0.39691
598.2,0.39702
598.3,0.39713
598.4,0.39724
598.5,0.39735
598.6,0.39746
598.7,0.39757
598.8,0.39768
598.9,0.39779
599.0,0.3979
599.1,0.39801
599.2,0.39812
599.3,0.39823
599.4,0.39834
599.5,0.39845
599.6,0.39856
599.7,0.39867
599.8,0.39878
599.9,0.39889
600.0,0.399
600.1,0.399125
600.2,0.39925
600.3,0.399375
600.4,0.3995
600.5,0.399625
600.6,0.39975
600.7,0.399875
600.8,0.4
600.9,0.400125
601.0,0.40025
601.1,0.400375
601.2,0.4005
601.3,0.400625
601.4,0.40075
601.5,0.400875
601.6,0.401
601.7,0.401125
601.8,0.40125
601.9,0.401375
602.0,0.4015
602.1,0.401625
602.2,0.40175
602.3,0.401875
602.4,0.402
602.5,0.402125
602.6,0.40225
602.7,0.402375
602.8,0.4025
602.9,0.402625
603.0,0.40275
603.1,0.402875
603.2,0.403
603.3,0.403125
603.4,0.40325
603.5,0.403375
603.6,0.4035
603.7,0.403625
603.8,0.40375
603.9,0.403875
604.0,0.404
604.1,0.404125
604.2,0.40425
604.3,0.404375
604.4,0.4045
604.5,0.404625
604.6,0.40475
604.7,0.404875
604.8,0.405
604.9,0.405125
605.0,0.40525
605.1,0.405375
605.2,0.4055
605.3,0.405625
605.4,0.40575
605.5,0.405875
605.6,0.406
605.7,0.406125
605.8,0.40625
605.9,0.406375
606.0,0.4065
606.1,0.406625
606.2,0.40675
606.3,0.406875
606.4,0.407
606.5,0.407125
606.6,0.40725
606.7,0.407375
606.8,0.4075
606.9,0.407625
607.0,0.40775
607.1,0.407875
607.2,0.408
607.3,0.408125
607.4,0.40825
607.5,0.408375
607.6,0.4085
607.7,0.408625
607.8,0.40875
607.9,0.408875
608.0,0.409
608.1,0.409125
608.2,0.40925
608.3,0.409375
608.4,0.4095
608.5,0.409625
608.6,0.40975
608.7,0.409875
608.8,0.41
608.9,0.410125
609.0,0.41025
609.1,0.410375
609.2,0.4105
609.3,0.410625
609.4,0.41075
609.5,0.410875
609.6,0.411
609.7,0.411125
609.8,0.41125
609.9,0.411375
610.0,0.4115
610.1,0.411625
610.2,0.41175
610.3,0.411875
610.4,0.412
610.5,0.412125
610.6,0.41225
610.7,0.412375
610.8,0.4125
610.9,0.412625
611.0,0.41275
611.1,0.412875
611.2,0.413
611.3,0.413125
611.4,0.41325
611.5,0.413375
611.6,0.4135
611.7,0.413625
611.8,0.41375
611.9,0.413875
612.0,0.414
612.1,0.414125
612.2,0.41425
612.3,0.414375
612.4,0.4145
612.5,0.414625
612.6,0.41475
612.7,0.414875
612.8,0.415
612.9,0.415125
613.0,0.41525
613.1,0.415375
613.2,0.4155
613.3,0.415625
613.4,0.41575
613.5,0.415875
613.6,0.416
613.7,0.416125
613.8,0.41625
613.9,0.416375
614.0,0.4165
614.1,0.416625
614.2,0.41675
614.3,0.416875
614.4,0.417
614.5,0.417125
614.6,0.41725
614.7,0.417375
614.8,0.4175
614.9,0.417625
615.0,0.41775
615.1,0.417875
615.2,0.418
615.3,0.418125
615.4,0.41825
615.5,0.418375
615.6,0.4185
615.7,0.418625
615.8,0.41875
615.9,0.418875
616.0,0.419
616.1,0.419125
616.2,0.41925
616.3,0.419375
616.4,0.4195
616.5,0.419625
616.6,0.41975
616.7,0.419875
616.8,0.42
616.9,0.420125
617.0,0.42025
617.1,0.420375
617.2,0.4205
617.3,0.420625
617.4,0.42075
617.5,0.420875
617.6,0.421
617.7,0.421125
617.8,0.42125
617.9,0.421375
618.0,0.4215
618.1,0.421625
618.2,0.42175
618.3,0.421875
618.4,0.422
618.5,0.422125
618.6,0.42225
618.7,0.422375
618.8,0.4225
618.9,0.422625
619.0,0.42275
619.1,0.422875
619.2,0.423
619.3,0.423125
619.4,0.42325
619.5,0.423375
619.6,0.4235
619.7,0.423625
619.8,0.42375
619.9,0.423875
620.0,0.424
620.1,0.42412
620.2,0.42424
620.3,0.42436
620.4,0.42448
620.5,0.4246
620.6,0.42472
620.7,0.42484
620.8,0.42496
620.9,0.42508
621.0,0.4252
621.1,0.42532
621.2,0.42544
621.3,0.42556
621.4,0.42568
621.5,0.4258
621.6,0.42592
621.7,0.42604
621.8,0.42616
621.9,0.42628
622.0,0.4264
622.1,0.42652
622.2,0.42664
622.3,0.42676
622.4,0.42688
622.5,0.427
622.6,0.42712
622.7,0.42724
622.8,0.42736
622.9,0.42748
623.0,0.4276
623.1,0.42772
623.2,0.42784
623.3,0.42796
623.4,0.42808
623.5,0.4282
623.6,0.42832
623.7,0.42844
623.8,0.42856
623.9,0.42868
624.0,0.4288
624.1,0.42892
624.2,0.42904
624.3,0.42916
624.4,0.42928
624.5,0.4294
624.6,0.42952
624.7,0.42964
624.8,0.42976
624.9,0.42988
625.0,0.43
625.1,0.43012
625.2,0.43024
625.3,0.43036
625.4,0.43048
625.5,0.4306
625.6,0.43072
625.7,0.43084
625.8,0.43096
625.9,0.43108
626.0,0.4312
626.1,0.43132
626.2,0.43144
626.3,0.43156
626.4,0.43168
626.5,0.4318
626.6,0.43192
626.7,0.43204
626.8,0.43216
626.9,0.43228
627.0,0.4324
627.1,0.43252
627.2,0.43264
627.3,0.43276
627.4,0.43288
627.5,0.433
627.6,0.43312
627.7,0.43324
627.8,0.43336
627.9,0.43348
628.0,0.4336
628.1,0.43372
628.2,0.43384
628.3,0.43396
628.4,0.43408
628.5,0.4342
628.6,0.43432
628.7,0.43444
628.8,0.43456
628.9,0.43468
629.0,0.4348
629.1,0.43492
629.2,0.43504
629.3,0.43516
629.4,0.43528
629.5,0.4354
629.6,0.43552
629.7,0.43564
629.8,0.43576
629.9,0.43588
630.0,0.436
630.1,0.43612
630.2,0.43624
630.3,0.43636
630.4,0.43648
630.5,0.4366
630.6,0.43672
630.7,0.43684
630.8,0.43696
630.9,0.43708
631.0,0.4372
631.1,0.43732
