V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	
0.1545015558	0.001205652444	0.000186275178352072	0.1500567108	0.001078266308	0.00016180109554494	0.154114052	0.001332834716	0.000205408558729029	0.1495318994	0.001284850286	0.000192126103710213	0.1537101238	0.001343478684	0.000206506274840301	0.1486743656	0.001299129668	0.000193147279222039	0.1533401222	0.001359520826	0.000208469089592285	0.1497923288	0.00130366528	0.000195279058266904	0.1539196248	0.001199525158	0.000184630462257521	0.1494754692	0.001101644156	0.000164668777109538	0.1538162624	0.00133670863	0.000205607525384425	0.1501661986	0.001278608252	0.000192003740701431	0.1502431734	9.39676091E-07	1.41179917879947E-07	0.1460431404	1.7579100146E-06	2.56730699072794E-07	0.1538598468	0.001355814764	0.000208605451878218	0.1487651104	0.00129798128	0.000193094328416333	0.1522868528	0.000377436717	5.74786497630943E-05	0.1472879106	0.0004035029164	5.94311014775625E-05	
0.1587159742	0.001202971482	0.000190930790700448	0.1535731566	0.00107892108	0.000165693315977881	0.1592574132	0.00133044189	0.000211882733814319	0.15423178	0.001282395584	0.00019778615358446	0.158246197	0.001342885788	0.000212506568956348	0.1532943408	0.001297667744	0.000198925121393903	0.158350622	0.001356596978	0.00021481797526962	0.1542811552	0.001302643872	0.000200973401386361	0.1582209246	0.001197832356	0.000189522142882116	0.1542082646	0.001097529898	0.000169248180917195	0.1579871766	0.00133609911	0.000211086526046673	0.1543017254	0.001279613034	0.000197446498990529	0.1543591052	1.351563597E-06	2.08626147453813E-07	0.1497771072	1.7579100146E-06	2.63294676704698E-07	0.1579774268	0.001354398092	0.00021396432543699	0.152865632	0.001297997902	0.000198419269623904	0.1559854954	0.0003563011622	5.55778132973628E-05	0.1518930432	0.0003768364326	5.72388325362457E-05	
0.1622555658	0.00120384051	0.000195329823083011	0.1577221286	0.0010772449	0.000169905358651494	0.163526753	0.001330091878	0.000217505606001012	0.158258292	0.00128187657	0.000202867596523018	0.1621462558	0.001343981076	0.000217921499339455	0.1574075442	0.00129696772	0.000204152503711873	0.1629773814	0.001354937422	0.000220824152998427	0.1584544788	0.001303558152	0.000206554627560651	0.1626727176	0.001196901452	0.000194703211896226	0.1579521888	0.001099617964	0.0001736870642576	0.1631295846	0.001332030104	0.000217293517540215	0.1578938898	0.001282705884	0.000202531421494108	0.1586081512	1.00155156922E-06	1.58854242725443E-07	0.1546855052	1.8317911806E-06	2.83351544192015E-07	0.161599016	0.001353574316	0.000218736277548473	0.1572999204	0.00129627647	0.000203904185547393	0.1600153054	0.0003336131794	5.3383214787156E-05	0.1552146672	0.0003593579954	5.57776316616701E-05	
0.1664947174	0.001201690568	0.000200075131521405	0.1619674966	0.001073373528	0.00017385162324687	0.1671638818	0.001331858562	0.000222638647232486	0.1626172398	0.001279516992	0.000208071521516239	0.167231969	0.001341847758	0.000224399842668576	0.1622953958	0.001293553486	0.00020993777499884	0.1673813562	0.001354966052	0.00022679605538872	0.1623882118	0.001305020076	0.00021191987650474	0.1661798386	0.0012005872	0.000199513387121226	0.1615721946	0.001102360802	0.000178110854020156	0.1675328606	0.001331680092	0.000223100175216831	0.1626748812	0.00127909402	0.00020807646774713	0.162328863	1.04680378402E-06	1.69926468044064E-07	0.1594609808	1.5722835826E-06	2.50717882177134E-07	0.1654824586	0.00135130524	0.000223617313434263	0.1610549428	0.001296305098	0.000208776343409738	0.164019621	0.0003101014216	5.08627176423932E-05	0.1588745618	0.0003395938598	5.39528256656956E-05	
0.1718698672	0.001194223954	0.000205251112381039	0.1662296686	0.00107078307	0.000177995914868591	0.1722712844	0.001330058632	0.000229130908861947	0.1661367918	0.001281147918	0.000212845804917769	0.1718744558	0.001341757254	0.000230613797846952	0.1663194984	0.001292898714	0.000215034265594485	0.171324792	0.001356308842	0.000232369330243411	0.1662812318	0.001306193862	0.000217195524342959	0.1706947938	0.001198989518	0.000204661268543371	0.1661633792	0.001097456016	0.000182357000141929	0.171830547	0.001330765814	0.00022866621774852	0.1661607588	0.001279460656	0.000212596153455706	0.1666777284	1.03018052202E-06	1.7170814925222E-07	0.162770937	1.1603960772E-06	1.88878756776968E-07	0.1698979114	0.001349081416	0.000229206114886955	0.1653932796	0.001294888426	0.000214165843492222	0.168869357	0.0002812111148	4.74879401375292E-05	0.1631350212	0.000313203507	5.10944607543593E-05	
0.1758881368	0.001193947824	0.000210001258199774	0.1706045318	0.001066302176	0.000181915983493801	0.1759687234	0.001330380016	0.000234105273052392	0.1701315946	0.001281819314	0.000218077963879898	0.1757551056	0.001342823914	0.000236008158807275	0.1712413416	0.001289439228	0.000220805303314388	0.176641092	0.001353277868	0.000239044480382952	0.171369102	0.001302339112	0.000223180684122917	0.1744017454	0.001202053738	0.000209640269971794	0.1694621746	0.001102286922	0.000186795938835261	0.1761458008	0.001330201546	0.000234309416545568	0.171219075	0.001274082106	0.000218147159663372	0.1713397498	9.2305282982E-07	1.58155640913541E-07	0.167523899	5.9612866498E-07	9.98657982631144E-08	0.1746804886	0.001347252858	0.000235338787503186	0.1705428556	0.00129112418	0.000220192004591408	0.17304116	0.0002565994512	4.44022666910114E-05	0.1668774226	0.00029187032	4.87065667350372E-05	
0.179881356	0.001193124048	0.000214620771630449	0.175027086	0.001062859314	0.000186029168557379	0.1801459794	0.001330730028	0.000239725664211049	0.175210459	0.001280036006	0.000224275696147787	0.1800957894	0.001344133458	0.000242072776177462	0.1757765908	0.00128798931	0.000226398369898644	0.180345824	0.001353825512	0.000244156777513862	0.1756337482	0.001301593836	0.000228603804050696	0.178437962	0.001203960796	0.000214832310766138	0.174694954	0.001093098876	0.000190958857860272	0.1801471372	0.001329423024	0.000239491751901367	0.176471197	0.00126813929	0.00022379005846903	0.1759691108	2.2302877322E-07	3.92461749063382E-08	0.172133285	6.1275192738E-07	1.05475002150001E-07	0.1789810934	0.001346626716	0.000241020722031331	0.175520188	0.001288302844	0.000226123157379815	0.1773593302	0.0002299782198	4.07887830243164E-05	0.1719633922	0.0002593681478	4.4601826524319E-05	
0.1841851946	0.001190640718	0.000219298392343514	0.179957299	0.0010538689	0.000189651400744101	0.184518625	0.001330334764	0.000245471541442979	0.179828976	0.00127860271	0.000229929816050125	0.1842393064	0.001344133458	0.000247642216010954	0.1803145684	0.001287120282	0.000232086538127716	0.185179643	0.00135198033	0.000250359234852422	0.1796884188	0.001301350952	0.000233837694868755	0.183312811	0.001197194206	0.000219461035214773	0.1795417736	0.00108727981	0.000195212145486871	0.1838291032	0.001330992076	0.000244675079697386	0.1806968408	0.001266141728	0.000228787810254653	0.180112945	2.68280988E-07	4.83208788361896E-08	0.1761977208	3.6986759198E-07	6.51698267046604E-08	0.1834938292	0.001347298112	0.00024722088964481	0.1797663784	0.001288928986	0.000231706095828004	0.1817627964	0.0002026569644	3.68354965592792E-05	0.1762755396	0.000233327807	4.11299850826097E-05	
0.188348436	0.001189726438	0.000224083113865151	0.1845040262	0.001047971334	0.000193354930465185	0.1892796418	0.00132963474	0.000251672787312036	0.184166487	0.0012813908	0.00023598924211012	0.1878597546	0.001345793012	0.000252820344976715	0.1848681444	0.00128661789	0.000237854661876143	0.190015936	0.001349496998	0.00025642593520416	0.1847886558	0.001297010434	0.000239672814657435	0.1878135618	0.001196403676	0.000224700835740173	0.183731966	0.001085541756	0.000199448721004972	0.1878618946	0.001329727786	0.000249805181180223	0.1848213344	0.001263765524	0.000233570830514395	0.1845025882	-1.98555622E-08	-3.66340261606609E-09	0.1805198216	3.2461537718E-07	5.85995099771503E-08	0.1886842476	0.001347145732	0.000254185178849971	0.1845055786	0.001287636066	0.000237576037383558	0.1867821122	0.0001697429044	3.17049382147947E-05	0.1806637854	0.0002056112872	3.71465134665186E-05	
0.1923242172	0.001189985946	0.000228863115543451	0.1885341536	0.001045030862	0.000197024009053048	0.1929135998	0.001331525176	0.000256869314926489	0.1884854188	0.0012813908	0.000241523481584467	0.192420434	0.001344162086	0.000258644251954465	0.18951501	0.001286572638	0.000243824826356296	0.1942752546	0.001349513622	0.000262177102500218	0.1897455046	0.00129344382	0.000245425150297652	0.1921468254	0.001194117978	0.000229445978625767	0.188152238	0.001083239434	0.000203813923796953	0.1922843218	0.001328706378	0.000255489404765064	0.1896018192	0.001260063154	0.00023891026630529	0.1886718526	1.325243438E-07	2.50036134593453E-08	0.1847842136	3.2461537718E-07	5.99837971946737E-08	0.1925828464	0.001349340926	0.000259859916293092	0.1885053924	0.001288702726	0.00024292741305158	0.19047676	0.0001462763988	2.78622545078919E-05	0.1856388376	0.0001738257622	3.2268812439742E-05	
0.1972450448	0.001186481208	0.000234027539026318	0.192721177	0.00104174038	0.000200765432162027	0.1977088606	0.001330808528	0.000263112637747643	0.1925116784	0.001282366954	0.000246870614639236	0.1965565974	0.001343919202	0.000264156185525643	0.1934285766	0.001287791678	0.000249095711232866	0.1979066132	0.001352742228	0.000267716632876102	0.193259729	0.001296812802	0.000250621690678251	0.196674909	0.00119155615	0.00023434919736964	0.1926373242	0.001080315586	0.000208109103778595	0.1965738914	0.001327425464	0.000260937189001931	0.192803839	0.001261236942	0.00024317132430622	0.1920368558	3.135332028E-07	6.02099304546158E-08	0.189014295	7.651318354E-07	1.44620854450187E-07	0.1972806348	0.001349995698	0.000266328008278709	0.1928798154	0.00128750031	0.000248332822120243	0.1944111882	0.00012188360802	2.36955370572713E-05	0.1900221392	0.0001467187622	2.78798130540201E-05	
0.2014058124	0.001187243108	0.000239117662683041	0.1972811594	0.00103570706	0.000204325489595565	0.2012804788	0.00133237758	0.000268181597244785	0.1961761418	0.00128425739	0.000251940659848338	0.2013093054	0.001340216832	0.000269798119535309	0.1973124618	0.001288524948	0.000254242029580597	0.2020335164	0.001355332686	0.000273822628444437	0.197297275	0.001297389076	0.000255971329309568	0.201161516	0.001189575212	0.000239296753041941	0.196011523	0.001085739388	0.000212817431022968	0.2011770612	0.001328187364	0.000267200830612495	0.1970453378	0.001258584608	0.000247998229233241	0.1969278786	3.5878541762E-07	7.06548511645217E-08	0.1927610714	8.103840502E-07	1.56210497762023E-07	0.2020247188	0.001351062356	0.000272947992552166	0.1970757174	0.00128628127	0.000253494804063433	0.199150641	9.174563302E-05	1.82712016248838E-05	0.1936367546	0.00012681886986	2.45567943817302E-05	
0.2062570714	0.00118637408	0.000244698043325669	0.2013926522	0.001033116602	0.000208062092508632	0.2055659262	0.001332332328	0.000273882129011522	0.1994727804	0.001286497836	0.000256621300325503	0.2055314616	0.001340262084	0.000275466025051582	0.2015913756	0.001286651138	0.000259377772826725	0.2055821786	0.001358396906	0.000279262195338979	0.201792379	0.001296017656	0.000261526486030244	0.2047397932	0.001194710876	0.000244604857686031	0.1996472562	0.00108860136	0.000217336274619588	0.2060552732	0.001326634936	0.000273360124174145	0.2013197496	0.001256451288	0.000252948458684758	0.202063123	5.1116532462E-07	1.03287661862026E-07	0.1968369228	1.1770193416E-06	2.31680865276626E-07	0.206510629	0.00135191476	0.000279184767441984	0.20137258	0.001285062232	0.000258776297118399	0.2029584908	6.80981185E-05	1.38210913570796E-05	0.1974790382	0.00010463327906	2.0662879312481E-05	
0.2115325314	0.001181864558	0.000250002801725682	0.2051654948	0.001033330858	0.000212003836773679	0.2092196694	0.001332698964	0.000278826836657803	0.2042872588	0.00128212407	0.000261921611701799	0.2106121038	0.001337033478	0.000281595433652611	0.2052281876	0.001286910646	0.000264110339481725	0.2091398448	0.001361308748	0.000284703900281602	0.2054047102	0.001298608114	0.000266740223319538	0.2090892286	0.001192577558	0.000249355121647892	0.2040112778	0.001087489448	0.000221860111880497	0.2113803248	0.001325185018	0.000280118039524934	0.2058584226	0.001254972742	0.000258346709074117	0.2064807958	9.9693399622E-07	2.0584772489958E-07	0.2013676076	1.0698916496E-06	2.1544152187117E-07	0.2108596182	0.001351960012	0.000285073771951987	0.20577275	0.001282776534	0.000263960455036649	0.2067615196	4.5212503624E-05	9.34820595421875E-06	0.2022260404	7.4828692916E-05	1.51323102767102E-05	
0.215589103	0.001184652648	0.000255398201748895	0.2098846558	0.001027404666	0.000215636474690724	0.2141250242	0.001330260884	0.000284842143978813	0.209550542	0.001277355042	0.000267670441377533	0.214630816	0.001337688248	0.00028710912022185	0.2091523418	0.0012846702	0.000268691780770674	0.2142338674	0.00135871829	0.000291083473973815	0.2090818554	0.001301672336	0.000272156067133732	0.2135901068	0.001191753784	0.000254546818003864	0.2080859882	0.001087489448	0.000226291316444153	0.2157045846	0.001325596906	0.000285937329955775	0.2094179914	0.001257501324	0.000263343401454921	0.2115472332	3.5878541702E-07	7.59000622830892E-08	0.20655885	1.1317671268E-06	2.33776516179612E-07	0.2157685256	0.001352231526	0.000291769002634858	0.210442509	0.001280766966	0.000269527813769358	0.2109102396	2.1062597184E-05	4.44231741867572E-06	0.2057393762	5.4866925156E-05	1.12882869556075E-05	
0.219030271	0.001187366858	0.000260069284684159	0.2136942812	0.001027235664	0.000219514386841485	0.217907317	0.00133039664	0.000289903162368215	0.2141930938	0.001274488452	0.000272986624546253	0.2189260286	0.00133795976	0.000292914216683409	0.213789693	0.001280922578	0.000273848044707389	0.218572459	0.001358001644	0.000296821758655123	0.213582859	0.001300893812	0.000277848619622369	0.2183768064	0.00118750377	0.00025932328088056	0.2125996754	0.00108436335	0.000230535296225657	0.220055541	0.001327227832	0.000292063838601017	0.2146659934	0.001253494194	0.000269082576376142	0.2164125696	7.0879744462E-07	1.53392676316128E-07	0.2105140206	9.960104828E-07	2.09674171293975E-07	0.2195491056	0.00135247441	0.000296934547062388	0.2138695978	0.001282640776	0.000274317866885	0.214786644	-1.382501336E-06	-2.96942822284957E-07	0.2099662886	3.0136127976E-05	6.32757094389535E-06	
0.2233384218	0.001185859682	0.00026484802985413	0.2179064824	0.00102394518	0.000223124292344235	0.222726869	0.00132872046	0.00029594174783204	0.2184435966	0.00127233851	0.000277934200217085	0.222557957	0.001340578848	0.000298356489608293	0.2187900482	0.001276594066	0.000279306077231974	0.2232152008	0.001355382558	0.000302541989844788	0.2176546528	0.001302372358	0.000283467403396807	0.2224912806	0.001187289514	0.000264161564412812	0.2170834288	0.001080401472	0.000234537256022327	0.2241282862	0.001327792098	0.000297595767354643	0.2191610994	0.001254272718	0.000274887787824306	0.2199651624	9.064295664E-07	1.99382926777338E-07	0.2157461034	7.983783614E-07	1.72247020510927E-07	0.2242359858	0.001350798232	0.000302897573169417	0.2179411372	0.001282155008	0.000279434320510195	0.2184534524	-2.1953788756E-05	-4.7958809470085E-06	0.2148763352	-2.868436304E-06	-6.16359080758154E-07	
0.2274012726	0.001184228756	0.000269295126163915	0.2219047756	0.001021507102	0.000226677304243116	0.2275210538	0.00132615863	0.000301729009003564	0.2230510786	0.001269533798	0.000283170882963055	0.2271625852	0.001340200208	0.000304443343934858	0.2239084224	0.00127252506	0.000284929078649065	0.2279700014	0.001353492124	0.000308555601403169	0.2226936932	0.001299522392	0.000289395440870578	0.2267554202	0.001186877626	0.000269130934809608	0.2211979656	0.001078849044	0.000238639213722305	0.2281950694	0.001330411186	0.000303593272919806	0.2236706644	0.00125332981	0.000280333111315026	0.2242972206	7.0879744462E-07	1.58981296796648E-07	0.220354284	4.3174307E-07	9.51364350618119E-08	0.2283966908	0.001349748196	0.00030827802137967	0.2230008512	0.001277871748	0.000284966487528432	0.2224906206	-4.4703647076E-05	-9.94614218102262E-06	0.2197227108	-3.4242073844E-05	-7.52376128841746E-06	
0.2315553188	0.001183314476	0.000274002760730835	0.2264763634	0.001014954766	0.000229863264419178	0.2327986064	0.001324680082	0.000308383677015438	0.2268014076	0.001268726646	0.000287748989172427	0.2304805962	0.001342971676	0.000309528912564193	0.2282290026	0.00127004173	0.000289860357298279	0.2325101972	0.001351618314	0.000314265040727271	0.227301365	0.001297998592	0.000295036851729678	0.231821856	0.00118139195	0.000273872474512459	0.2258226978	0.001072815724	0.00024226614103594	0.2318635908	0.001333323028	0.000309149064968409	0.2280020884	0.00125134887	0.00028531015567698	0.2287032866	6.6354523002E-07	1.51754974913327E-07	0.2244074948	3.4123864058E-07	7.65765084615154E-08	0.2323177408	0.001350007704	0.000313630739855875	0.2274634242	0.001275981314	0.000290239078897655	0.2264143346	-6.79725206E-05	-1.53899530227338E-05	0.223271941	-5.481336126E-05	-1.22382855612544E-05	
0.2362094134	0.001178833582	0.000278451588900441	0.2304291206	0.0010115405322	0.000233088395286102	0.2370553904	0.001325441982	0.00031420316649556	0.2312832586	0.0012657243	0.000292740840593204	0.235277443	0.001342316906	0.000315816889339351	0.2327998938	0.001268715564	0.000295356848561607	0.2365523744	0.001350732664	0.000319519018848837	0.2322029776	0.001293777208	0.000300418920048614	0.2359227578	0.001182244354	0.000278918348389159	0.230806944	0.001064360948	0.000245661897720823	0.2362515218	0.001333384902	0.000315014212242644	0.2324791202	0.001247296488	0.00028997039015879	0.2326951734	7.5404965944E-07	1.75463716255602E-07	0.2281261148	2.9598642578E-07	6.752223334673E-08	0.236462971	0.001349550564	0.000319118735878166	0.2318795746	0.001273678992	0.000295340142841917	0.2311367938	-9.797473896E-05	-2.26455670366064E-05	0.2277714864	-8.25917565E-05	-1.88120471423919E-05	
0.2404216774	0.001178116934	0.000283244849445625	0.2343823866	0.0010127143182	0.000237362398843708	0.241779813	0.001325334854	0.000320439213162502	0.2355314792	0.001264521884	0.000297834709819291	0.239977706	0.001341007364	0.000321811870941827	0.237124154	0.001267022762	0.000300441700537993	0.2406617734	0.00135048978	0.000325011265413376	0.2364137832	0.001291446258	0.000305315695653263	0.2403600906	0.00118207535	0.000284123738222027	0.2350932156	0.001060810958	0.000249389459259937	0.2406650726	0.001332058734	0.000320580011925574	0.2364496994	0.001246822726	0.000294810858767789	0.2370505086	1.1590108084E-07	2.74744101604117E-08	0.2323701486	3.5786190178E-07	8.31564232948972E-08	0.2412460556	0.001349505312	0.000325562833531247	0.2369411268	0.001269869496	0.000300884309271188	0.236047095	-0.00012966975966	-3.06081700770912E-05	0.2318418204	-0.00010776307012	-2.49839863485136E-05	
0.2452673566	0.001173636042	0.000287854609631827	0.238880979	0.0010103667442	0.000241357397003539	0.2463114476	0.00132539673	0.000326460387210606	0.2396958622	0.001263883734	0.000302947701341685	0.244942737	0.001339804948	0.000328175491009263	0.2414127726	0.001263534648	0.000305033402649845	0.2447536696	0.001351523192	0.000330790260791505	0.2409005198	0.001288110524	0.00031030649479145	0.2450377754	0.001179653894	0.000289059765927707	0.2398797902	0.001054168118	0.000252873626981369	0.2453418062	0.001332363494	0.000326884466132903	0.240667035	0.00124336324	0.000299236544398793	0.2411368888	-5.310208876E-08	-1.28048724723678E-08	0.236271727	5.1024180838E-07	1.20555713253546E-07	0.2452087702	0.001350695722	0.000331202436906021	0.241585517	0.001268040936	0.000306340325100724	0.240305907	-0.00015668625544	-3.76526327279429E-05	0.2358125266	-0.0001315629645	-3.10241950657311E-05	
0.2500510756	0.001168319368	0.000292139514612712	0.242720599	0.0010128048222	0.000245828593114473	0.2498741874	0.001328658584	0.000331997484009035	0.2447553222	0.001260547998	0.000308525831399055	0.2491109252	0.001339528818	0.000333691263184042	0.2451707766	0.001264403676	0.000309994831180815	0.2487180342	0.001352211212	0.000336319314471839	0.2444170268	0.001289070056	0.00031507067042443	0.2493755414	0.001178039592	0.000293774261045635	0.2451922858	0.00104516108	0.000256265434234397	0.2497960076	0.001329134886	0.000332012588084681	0.2451441944	0.00123984188	0.000303940038855981	0.2455775198	9.927781802E-08	2.43804003205074E-08	0.2409103468	3.2923294938E-07	7.93156240131227E-08	0.2494068924	0.001351090986	0.000336971404167912	0.2452478218	0.001270343256	0.00031154891647232	0.2447689244	-0.000185881322	-4.54979712519901E-05	0.2396049018	-0.00015333666796	-3.6740217268895E-05	
0.253703488	0.00117019318	0.000296882091399812	0.2476440264	0.0010072572706	0.000249441246112058	0.253907676	0.001329358608	0.000337534354727875	0.2498712246	0.001258398056	0.000314437463286979	0.2541287836	0.001337700258	0.000339948139386946	0.2493532984	0.001263382268	0.000315028535665873	0.2537963926	0.001350885044	0.000342849750984492	0.249198211	0.001285046304	0.000320231240008962	0.2534237436	0.001178237224	0.000298593288154952	0.2498394044	0.001040375428	0.000259926777283915	0.2538341272	0.00132778009	0.000337035900258687	0.249440615	0.001238318082	0.0003088868239397	0.2503858466	2.0640551002E-07	5.16810183692625E-08	0.2445221714	2.221052574E-07	5.43096598188039E-08	0.2539692222	0.001351090986	0.000343135526835851	0.2497828798	0.001268271812	0.000316792585570524	0.249417374	-0.000215443024	-5.3735233292699E-05	0.2438472268	-0.0001791175012	-4.36773059389657E-05	
0.2579246934	0.001168274118	0.000301326743692305	0.2517103028	0.0010076405284	0.000253633502517116	0.2582130988	0.001328489582	0.000343033411691737	0.2535317562	0.001260181362	0.000319495993838368	0.2577154328	0.001338840798	0.000345039935706867	0.2538874696	0.001260108408	0.000319925735128804	0.2579503118	0.00135266835	0.000348921222644492	0.2534065426	0.00128312724	0.00032515283760428	0.2574259048	0.001178084844	0.000303269556897867	0.2536523906	0.001041273084	0.000264121407024035	0.258004725	0.001326651556	0.000342282369876602	0.2537065304	0.001238408586	0.00031419234557163	0.2540619764	5.564175378E-07	1.4136453935709E-07	0.2498110768	4.483663304E-07	1.12006875798089E-07	0.258855679	0.001348319518	0.000349020164340843	0.254270186	0.001267448038	0.000322274248367595	0.2531756932	-0.0002386047698	-6.04089279949414E-05	0.247782546	-0.000202629259	-5.02079936891134E-05	
0.2628659426	0.001162681314	0.000305629319548017	0.256075973	0.0010018667164	0.000256553994218445	0.262310323	0.001328551458	0.000348492762070101	0.257695887	0.001260683754	0.00032487301821352	0.2624734066	0.001337469378	0.000351050143866843	0.2573744872	0.001260672674	0.000324464982997803	0.2625650246	0.00135251597	0.000355123388934943	0.2576148116	0.001283539126	0.000330658690125719	0.261117764	0.001179213378	0.000307913560542247	0.2578926842	0.001038044478	0.000267704076750408	0.2617717976	0.001326911064	0.000347347894478609	0.2578174522	0.001237663308	0.000319091200749984	0.2583176802	8.611773514E-07	2.22457335654428E-07	0.2546577718	2.34110947E-07	5.96181721170079E-08	0.2624560258	0.001348624278	0.000353954568301274	0.258097504	0.001268774204	0.000327467455191987	0.2575870874	-0.0002665355448	-6.86561146736042E-05	0.252517689	-0.0002339576442	-5.90784436372683E-05	
0.2667366378	0.001161812286	0.000309897902922372	0.2606056424	0.0009952072534	0.000259356625593447	0.2661176644	0.001329189606	0.000353720833493476	0.2627822352	0.001257529028	0.000330456288806723	0.26635539	0.001337316998	0.000356201590555919	0.2616494064	0.001259041746	0.00032942752547372	0.2674062666	0.001351556438	0.000361414661184774	0.2623093024	0.001280401024	0.000335861099397686	0.2648511622	0.001181222946	0.000312848270065408	0.2621199144	0.001035256386	0.000271361315280373	0.26649045	0.001321899152	0.000352273499871098	0.2619978818	0.001235896624	0.000323802297611771	0.2628571776	1.120684951E-06	2.94580083198654E-07	0.2585227612	9.1751174E-07	2.37197668458217E-07	0.2667572636	0.00134790763	0.000359564150964361	0.26248981	0.00126718853	0.000332624076473879	0.2622545002	-0.0002997377412	-7.8607571509483E-05	0.2564928328	-0.0002574407732	-6.60317131962903E-05	
0.270951566	0.00116114089	0.000314612942492134	0.2651804662	0.0009873740022	0.000261832298217156	0.271189491	0.00132618726	0.000359648048010085	0.2666277528	0.00125864094	0.00033558860541428	0.2707216318	0.001336707478	0.000361875629683423	0.2656143406	0.00125573464	0.000333541128372178	0.2714037968	0.001352758852	0.000367143888587609	0.267438333	0.001276743906	0.000341450261888549	0.269426493	0.001178299098	0.000317464993679203	0.2663114404	0.001032423044	0.000274946067949793	0.2707025244	0.001321334884	0.000357688688676581	0.2665522198	0.001233001406	0.000328659261785821	0.266390618	1.515949194E-06	4.03834642646262E-07	0.263236405	1.098520599E-06	2.89170613299207E-07	0.2717493728	0.001345074286	0.000365523093589908	0.2671020488	0.001265298096	0.000337963713784339	0.2662544398	-0.000323401879	-8.61071861234124E-05	0.2609765886	-0.0002869405996	-7.48847788144465E-05	
0.2752160858	0.001158488556	0.000318834685826414	0.2687226598	0.000986476346	0.000265088547526905	0.275301746	0.001324984844	0.000364770640976738	0.2705433478	0.001257698032	0.000340261836098752	0.274484643	0.001337243116	0.000367052699299468	0.2705460146	0.001251010864	0.000338456003476503	0.2754856734	0.001353961268	0.000372996931672498	0.2712445978	0.0012781772	0.00034669866053113	0.2738183546	0.001176775298	0.000322222675832285	0.2709037006	0.00102817303	0.000278535878684115	0.2750275444	0.00132055636	0.000363189372932602	0.2702002556	0.001232284758	0.000332963656583584	0.2708639078	1.849337959E-06	5.00918906417616E-07	0.2684275854	9.913929072E-07	2.66117204262382E-07	0.2757633938	0.001344769526	0.000370838208368577	0.2705603402	0.001267736174	0.000342999130521286	0.2705656994	-0.000351711295	-9.51610125185547E-05	0.2651499756	-0.0003123261686	-8.28132759835315E-05	
0.2795755416	0.001156721872	0.000323391143844966	0.2732128826	0.0009791002358	0.000267502797777258	0.2796185214	0.001324527704	0.000370362478145817	0.2746750706	0.001257026636	0.00034527387998938	0.278957553	0.001335628812	0.000372583745111817	0.2744196284	0.001249165682	0.000342795582264473	0.2792424074	0.001355789826	0.000378594014940667	0.2755547144	0.001278741468	0.000352363240006177	0.2782107234	0.001175313374	0.000326984784002235	0.2760565112	0.001020096894	0.000281604389643596	0.2796635652	0.001319230194	0.000368940619373528	0.2751905896	0.001225641918	0.000337285122052895	0.2760309874	1.651705838E-06	4.55921993357484E-07	0.2716336634	1.0080161712E-06	2.73811125349498E-07	0.2794577252	0.001345226666	0.00037593398395874	0.2748458508	0.00126655038	0.000348106116772163	0.2746607668	-0.0003778421404	-0.000103778412011617	0.2695630824	-0.0003410474724	-9.19338079048729E-05	
0.2836220958	0.001156874252	0.000328115099929297	0.2779572842	0.000970047945	0.000269631892335991	0.2840942854	0.001324268196	0.000376217026820567	0.2790336376	0.001254040914	0.000349919597932649	0.2825837724	0.001336131204	0.000377568996047674	0.2794128808	0.001243329994	0.000347402415408587	0.2838259808	0.00135473979	0.000384510349625536	0.2800722074	0.001278481962	0.000358067265218423	0.2830424508	0.001171932388	0.000331706615271416	0.280485727	0.001018375462	0.000285639781818031	0.2838720244	0.001319839714	0.000374665571496697	0.2794620208	0.001222837204	0.000341736556139262	0.2799175392	1.651705838E-06	4.62341433655234E-07	0.2758680594	1.0532683858E-06	2.90563105618017E-07	0.2838546624	0.001343764742	0.000381433887185433	0.2799450748	0.001262983766	0.000353566084844056	0.2779749104	-0.0003983063002	-0.000110719158109851	0.273577863	-0.0003652140022	-9.99144662595533E-05	
