V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	
0.9466208336	0.0001218064947	0.000115304565550808	0.9411937734	-0.0003861655464	-0.000363456607773289	0.9464263816	0.0006503435886	0.000615502329355457	0.9432692754	0.0004510218976	0.000425435098538685	0.9476267832	0.0006554113748	0.000621085372774414	0.9427910458	0.0002851808426	0.000268865944836979	0.9484852544	0.0008773353924	0.000832139682854638	0.9429663666	0.000277514055	0.000261686420123783	0.9467170336	0.0001897192176	0.000179610414903185	0.9426407576	0.000110778576	0.000104424400806489	0.9471834806	0.0005475109322	0.000518593310427747	0.9429934026	0.0002057050242	0.000193978480702273	0.9462606126	7.706729214E-07	7.29257430718196E-07	0.9434135896	4.151198068E-07	3.91629667047246E-07	0.9487540358	0.0006755686966	0.000640948527359396	0.9427212164	0.0005191906646	0.000489452054875236	0.9280394046	-0.00582525763	-0.00540606862258681	0.9232413038	-0.006157884504	-0.00568521331812278	
0.9502357716	0.00010510658052	9.98760326406597E-05	0.9453069204	-0.000396008365	-0.000374349447970789	0.9510906924	0.0006118080956	0.000581884985260129	0.9476673596	0.0004330863208	0.000410421770111415	0.9524999288	0.0006178972888	0.000588547123587713	0.9469092036	0.0002711618912	0.000256765690442862	0.9526489464	0.0008581807764	0.000817545012458194	0.9466085724	0.0002716617432	0.000257157334906247	0.9511600156	0.000172652668	0.000164220314388262	0.9473440062	8.940013676E-05	8.46926837130463E-05	0.9520352538	0.0005104207394	0.000485938538179463	0.9471574742	0.0001891122376	0.000179119069305526	0.950190165	8.611773508E-07	8.18282249050915E-07	0.9474359854	3.6986759198E-07	3.50425866475096E-07	0.9525080482	0.0006502283798	0.000619347764927546	0.9467017582	0.0005007693192	0.000474079194939257	0.9319272926	-0.005873026424	-0.00547323361468658	0.9270924716	-0.006188632	-0.00573743413670285	
0.9536960974	8.749238674E-05	8.34411477861495E-05	0.9496729762	-0.0004050440318	-0.000384659371171554	0.955110996	0.0005814844942	0.000555382234413918	0.9514063432	0.0004195863846	0.000399197147828795	0.9568706158	0.0005852141076	0.00055997418351406	0.9518892722	0.000250104835	0.000238072109361851	0.9572097598	0.0008336928638	0.000798018945904972	0.9509587756	0.0002610404018	0.00024823866087786	0.9556460598	0.0001527075236	0.000145934343230155	0.9516470898	7.809539476E-05	7.43192551501362E-05	0.9570011138	0.0004732566654	0.000452907155901074	0.9515204238	0.0001698671172	0.000161632031347828	0.9549305134	7.25420707E-07	6.92726368166501E-07	0.9514858412	2.1748768558E-07	2.06936453464727E-07	0.9570304308	0.0006149214938	0.000588498582119594	0.9512281356	0.0004779289564	0.000454619470145626	0.9360047354	-0.005959849726	-0.00557844756580839	0.9323519592	-0.006253162582	-0.00583014838452383	
0.9578227542	6.117591502E-05	5.85956834151615E-05	0.9534943394	-0.0004119916322	-0.000392831689182867	0.9595393294	0.0005436822716	0.000521684522297733	0.9561013474	0.0003924627612	0.000375234174787644	0.9606017994	0.0005571309526	0.000535180995568996	0.955852182	0.0002365882754	0.000226143419276707	0.9613990072	0.0008115977774	0.000780269297438087	0.9555587166	0.0002493690246	0.00023828674510657	0.9594033702	0.0001402123714	0.000134520221664894	0.9564454662	6.785731204E-05	6.49018184491767E-05	0.9606976716	0.0004451735104	0.000427677154899278	0.9557666206	0.0001494195808	0.000142810247792685	0.9587845372	1.1659371656E-06	1.11788252572408E-06	0.9555674062	2.7936316358E-07	2.66950333609967E-07	0.9617143368	0.0005760359888	0.000553982068941724	0.9561731966	0.0004500766802	0.00043035125802195	0.9402858768	-0.00604301591	-0.0056821625134507	0.9365940338	-0.006312450374	-0.00591220335894698	
0.9625283498	2.730232346E-05	2.62792603456596E-05	0.9571498632	-0.0004211344266	-0.000403088758809001	0.9636885606	0.0005074943526	0.000489066502169723	0.959530471	0.0003757175946	0.000360512480509525	0.9651568424	0.0005196002434	0.000501495730230216	0.9595260972	0.0002248836516	0.000215781732543833	0.966579729	0.0007760193782	0.000750084600279305	0.9591763186	0.0002437309682	0.00023378097280689	0.9635425836	0.00012421248116	0.000119684015012273	0.9609258652	5.383836072E-05	5.17346733558157E-05	0.9641021892	0.0004205950932	0.000405496650120898	0.9595846856	0.00013203164822	0.000126695547646438	0.9625372812	1.149313903E-06	1.10625747943898E-06	0.9590806218	3.8649085558E-07	3.7067589008968E-07	0.965333902	0.000548348098	0.000529339009096618	0.96036961	0.000429476764	0.000412456432346742	0.9441579748	-0.00611391782	-0.00577250426702483	0.9405341774	-0.00636997148	-0.00599117588600326	
0.9666102966	1.55011922E-06	1.49836119900956E-06	0.9608148392	-0.0004313891326	-0.000414485080071696	0.9679031754	0.0004686088474	0.000453567991418994	0.964086528	0.0003462343914	0.000333799912279019	0.9693478026	0.0004852076366	0.000470334956342949	0.9643478758	0.0002025743098	0.000195352105347281	0.9705382642	0.0007531337634	0.00073094513544065	0.9629825222	0.000240711999	0.000231801447920824	0.9670549754	0.0001110459336	0.000107387522585818	0.9652047226	4.1845600298E-05	4.03895710276616E-05	0.9682369614	0.0003860833532	0.000373820172749491	0.963182436	0.0001180413257	0.000113695331636395	0.9673277304	6.016697538E-07	5.82011837393681E-07	0.963612388	3.8649085558E-07	3.72427376285607E-07	0.9688767328	0.0005212863502	0.000505062215835013	0.9645015284	0.0004089673522	0.000394449636262601	0.9488853224	-0.006176619844	-0.00586090391201618	0.944949637	-0.006455513868	-0.00610013548621507	
0.970885159	-2.618302382E-05	-2.54207092445815E-05	0.9653109658	-0.0004434437684	-0.000428061132352196	0.9716223722	0.000435237648	0.000422886636020509	0.968490952	0.000317208328	0.000307213395567048	0.972861081	0.000458388773	0.000445948597219044	0.9683136396	0.0001860433986	0.00018014836042192	0.9745129712	0.0007289219816	0.000710343926062008	0.9682858314	0.0002268906796	0.000219695030333397	0.9713738492	8.855558292E-05	8.60205774491502E-05	0.9693455196	1.3276676558E-05	1.28696869366757E-05	0.9723491574	0.000350673957	0.000340977526611074	0.9681657402	9.113195768E-05	8.82308392631323E-05	0.9713078906	7.087974454E-07	6.88460551554143E-07	0.9682848808	1.269832578E-07	1.22955968642469E-07	0.9729985688	0.000485934212	0.000472813292806956	0.969042365	0.0003831985248	0.000371335604736703	0.952545033	-0.006222164812	-0.00592689218617798	0.9486664242	-0.00653077292	-0.00619552499327859	
0.9754263754	-5.633762204E-05	-5.49532024651324E-05	0.9694052794	-0.0004538222252	-0.000439937661017936	0.9761764622	0.0003900879434	0.000380794668535086	0.9728004402	0.0002883798966	0.00028053609035731	0.9764572478	0.000428781819	0.000418687114887418	0.97256656	0.00016401018766	0.000159510824017441	0.9792423488	0.0006959626696	0.000681516119256222	0.9730405764	0.0002156145666	0.0002098017221647	0.9759396716	6.894382708E-05	6.72850159593024E-05	0.9728356522	-1.1499372762E-05	-1.11869998008112E-05	0.9756914644	0.0003206717388	0.000312876678421466	0.971829066	7.560583038E-05	7.34759435223498E-05	0.9760550254	5.397942762E-07	5.26868915967166E-07	0.9717434316	5.056242378E-07	4.91337031939906E-07	0.9768165694	0.0004529749	0.000442473387842308	0.9732908462	0.0003589701198	0.000349382331660657	0.9573365624	-0.006273150208	-0.00600551605554557	0.9522145808	-0.006590077334	-0.00627516772603439	
0.9794609482	-8.161606332E-05	-7.99397467677585E-05	0.9735187438	-0.0004645054418	-0.0004522047541894	0.9807656868	0.0003405358448	0.00033398587170529	0.9769596932	0.0002599014774	0.000253913267622931	0.980591703	0.00039109873	0.000383508169691837	0.9767137008	0.00014404841986	0.000140694065255853	0.9828732042	0.0006743865984	0.000662836516838947	0.9771558162	0.0002074931792	0.000202753166877109	0.9808417356	4.3924893372E-05	4.30833686510374E-05	0.9764096226	-2.9830213782E-05	-2.91265077809599E-05	0.9799327152	0.0002897718642	0.000283956929674072	0.9758976304	5.658697098E-05	5.52230908908956E-05	0.9804767626	8.26545552E-08	8.1040870696639E-08	0.9759960978	3.366210678E-07	3.28540848610069E-07	0.9806251866	0.0004194226916	0.000411296455214524	0.9772518556	0.0003345893346	0.000326978048101819	0.9613002984	-0.006335609348	-0.00609042315677823	0.956284161	-0.006669343516	-0.00637778756861885	
0.9838890292	-0.00011161828176	-0.000109820002881818	0.9777091344	-0.0004741838748	-0.000463613905777146	0.985103778	0.0002950195048	0.000290624828762169	0.9812441958	0.0002296850038	0.000225377076841051	0.985229126	0.0003434370658	0.000338364200174138	0.98116068	0.00011832946212	0.000116100215517693	0.9869751906	0.000646258191	0.000637840801239036	0.9814555392	0.0001984575124	0.000194777224840833	0.9852030998	2.589881216E-05	2.55155900211699E-05	0.9810609974	-5.0492005622E-05	-4.95357373962457E-05	0.9845241576	0.0002535054464	0.000249582236063972	0.979991118	3.49656475E-05	3.42660239851189E-05	0.9854739524	-3.578619032E-07	-3.5266358415989E-07	0.9808315098	6.247576192E-07	6.12781958898989E-07	0.9847500036	0.0003802943022	0.000374494815460509	0.9817627584	0.0003021490376	0.000296638672602081	0.9660807278	-0.006410761272	-0.00619331291540581	0.9604410022	-0.006742605006	-0.00647587430940138	
0.9884066556	-0.00014625377282	-0.000144558202461898	0.9825660458	-0.0004867529084	-0.000478266880488238	0.9897838186	0.0002427698202	0.000240289639678391	0.9856646646	0.0001963590566	0.000193544183664811	0.9899551432	0.0002889016826	0.000285999706569004	0.985073744	9.581048236E-05	9.43803905728111E-05	0.9912255726	0.0006161322218	0.000610726014351015	0.9862838498	0.0001812718296	0.000178785477958178	0.9898782548	6.06079534E-06	5.99944951385917E-06	0.984254398	-6.216338296E-05	-6.11845830729383E-05	0.9890280844	0.0002155794728	0.000213214153019346	0.9843255312	9.99196606E-06	9.83534729974187E-06	0.9899495328	1.89782246E-07	1.87874845761435E-07	0.9844675678	2.74745591E-07	2.70478123735544E-07	0.9893637072	0.0003333779142	0.000329832009091516	0.9859530844	0.0002720396916	0.000268218373012245	0.9703272438	-0.006490332214	-0.00629774616855697	0.9648611556	-0.006801987918	-0.00656297392293872	
0.9934561026	-0.0001887511436	-0.000187515975482149	0.9865623132	-0.0005031933152	-0.000496431561030489	0.993792897	0.000200029565	0.000198787960887	0.9900350976	0.0001626830972	0.000161061976014272	0.9941970926	0.0002475162236	0.000246079909874452	0.9892681942	7.075830226E-05	6.9998937901408E-05	0.9953627572	0.000586389511	0.00058367028046212	0.989932208	0.0001721004062	0.000170367735107263	0.9949034132	-1.444861658E-05	-1.43749779514601E-05	0.9879853274	-5.506340282E-05	-5.44018340628758E-05	0.992844754	0.0001782011435	0.000176926070480776	0.98798873	-1.007692942E-05	-9.95589269996543E-06	0.994621326	1.44530032E-07	1.43752652074662E-07	0.9890165844	5.96128666E-07	5.89581137110248E-07	0.9937600172	0.0002884258418	0.000286626069508092	0.989783896	0.0002448255638	0.000242324400378361	0.974565895	-0.006583464968	-0.00641602042874006	0.9697013864	-0.006887942194	-0.00667924709496486	
0.9977364836	-0.0002235390146	-0.000223033030374413	0.9916469554	-0.0005219194206	-0.000517559804402122	0.998431146	0.0001457084371	0.000145479841835622	0.994171455	0.00013044043254	0.000129680154609121	0.9988040094	0.000196090314	0.000195855791827705	0.9927676478	5.1191798714E-05	5.08215615959488E-05	0.9991431508	0.0005591753832	0.000558696254220245	0.9937921912	0.000161676697	0.000160673038977608	0.9986363082	-3.154379508E-05	-3.15007790653085E-05	0.9921270132	-5.40872479E-05	-5.3661419711235E-05	0.9974644806	0.00013052285592	0.000130191912686671	0.9930049476	-4.386001652E-05	-4.35532134061777E-05	0.9983646198	5.40256024E-08	5.39372499995419E-08	0.9934106066	5.056242366E-07	5.02292479592468E-07	0.998453373	0.0002344547258	0.0002340921117908	0.9939033864	0.0002128257834	0.000211528266834493	0.9785417414	-0.006663171666	-0.00652019160529478	0.9735982178	-0.006955367996	-0.00677173388504876	
1.0018741718	-0.0002559959348	-0.000256475715161917	0.996524603	-0.0005427788446	-0.000540892472631814	1.0020056242	0.00010650154894	0.000106715151023892	0.99832893	9.568119056E-05	9.55213005928909E-05	1.003436677	0.0001414644262	0.00014195059373984	0.9975395766	1.6482426574E-05	1.64418728259685E-05	1.003471983	0.00052434226	0.000526162767412902	0.9982602878	0.000148024381	0.000147766861178477	1.0022986192	-4.8548469152E-05	-4.86600635953234E-05	0.9961945002	-6.028957188E-05	-6.00601399262686E-05	1.001422001	8.461125185E-05	8.47315691347419E-05	0.9976155444	-7.486701872E-05	-7.46885016379578E-05	1.0027153298	1.611532944E-07	1.61590878742652E-07	0.9977686126	4.317430696E-07	4.30779683554457E-07	1.0022541226	0.0001956431018	0.000196084105337301	0.9977786528	0.0001829306928	0.000182524340217755	0.9823566982	-0.006726697466	-0.00660801631249007	0.977174723	-0.006988586816	-0.00682907038608625	
1.0056351598	-0.0002805909752	-0.00028217215018369	1.0005604452	-0.000558700236	-0.000559013356865505	1.006326845	5.344471256E-05	5.37828489724367E-05	1.0024311066	5.9995663394E-05	6.01415192472485E-05	1.007647488	9.22457164E-05	9.29511644092204E-05	1.0019859854	-1.4755454306E-05	-1.47847584228221E-05	1.0074831542	0.000492861495	0.000496549653566328	1.0019713046	0.0001386387022	0.000138912001311385	1.0066750148	-6.873649802E-05	-6.91953151615837E-05	0.9996867246	-7.247996452E-05	-7.2457258330123E-05	1.005624188	3.359722967E-05	3.37861868059433E-05	1.0012009934	-9.679310206E-05	-9.69093499367396E-05	1.0063140332	5.111653234E-07	5.14392838222636E-07	1.0014385982	2.793631616E-07	2.79765052941424E-07	1.0070464754	0.00013912677974	0.000140107133170919	1.001279821	0.00015595944942	0.000156159049598516	0.9863377452	-0.006785070978	-0.00669237160946248	0.9813276342	-0.007033279382	-0.0069019514166057	
1.009741714	-0.0003108813302	-0.000313909847206748	1.0044478868	-0.0005739834788	-0.000576536492338773	1.0107480118	-3.17873724E-06	-3.21290234536462E-06	1.006657836	2.0026875554E-05	2.01602112070309E-05	1.01132318	5.366497102E-05	5.42726291465542E-05	1.0064251648	-4.7286255546E-05	-4.7590077530658E-05	1.011656104	0.0004577402352	0.000463075702986476	1.005668812	0.0001296935398	0.000130428748094741	1.010536838	-8.505777124E-05	-8.59540111961969E-05	1.0044374756	-8.07084795E-05	-8.10666214084943E-05	1.010428338	-2.750711293E-05	-2.77939664010382E-05	1.0056338934	-0.0001270834569	-0.000127799431549078	1.009908868	7.540496594E-07	7.61521437940439E-07	1.0057967926	8.888827886E-07	8.94035457771224E-07	1.011225832	8.911754142E-05	9.0117959968234E-05	1.0052074082	0.0001221477333	0.000122783806407998	0.9900353154	-0.00685974914	-0.00679139390338478	0.9852730416	-0.00706972681	-0.00696561123736977	
1.013030748	-0.0003397550138	-0.000344182275766564	1.009318688	-0.0005917666756	-0.000597281164618714	1.015836272	-7.284498344E-05	-7.39985764115913E-05	1.011289804	-2.6646628046E-05	-2.69474632539002E-05	1.015704396	-4.26802258E-06	-4.33504929673326E-06	1.011406628	-8.7024164646E-05	-8.80168169191277E-05	1.015747624	0.0004229523642	0.000429612859001333	1.010220684	0.0001148221845	0.000115995745763964	1.014629312	-0.00010356962104	-0.000105084773339916	1.00885579	-8.61036517E-05	-8.68661675576883E-05	1.014383768	-7.137590283E-05	-7.24025572570973E-05	1.00983405	-0.000156492779	-0.000158031736813325	1.014722276	4.945420604E-07	5.01822845106818E-07	1.010084848	9.793872182E-07	9.8926418942869E-07	1.0151928	4.13940016E-05	4.20228923875085E-05	1.010000966	7.518609308E-05	7.59380266405659E-05	0.9941642538	-0.006937017762	-0.00689653508695608	0.9891425384	-0.007108064672	-0.00703088913277344	
1.017250882	-0.0003701691198	-0.000376554863605714	1.013034208	-0.0006079475746	-0.000615871689740432	1.019357286	-0.00011837332894	-0.000120664715323064	1.015569044	-7.0972557586E-05	-7.2077532457849E-05	1.020175856	-6.531048978E-05	-6.66281848170907E-05	1.015612112	-0.00011985972576	-0.000121730989222854	1.019954694	0.0003854835304	0.000393175736291172	1.014126014	0.00010331981038	0.000104779307467905	1.019356598	-0.0001280122817	-0.00013049016397593	1.01401901	-0.0001014035179	-0.000102825094831475	1.018544162	-0.00011995184665	-0.000122176253126477	1.01376005	-0.0001853378336	-0.000187888091457228	1.019333002	4.945420604E-07	5.04103043042797E-07	1.01451832	1.3007702936E-06	1.31965529296898E-06	1.019484852	-1.14938316E-05	-1.17177872076389E-05	1.014773278	2.689828584E-05	2.72956616944378E-05	0.9979786402	-0.00699172215	-0.00697758936391322	0.9935258446	-0.007177228528	-0.00713076203516842	
1.0212833	-0.0004018308938	-0.000410383181262014	1.01687225	-0.0006256236438	-0.000636179322324105	1.02407379	-0.00018540386478	-0.000189867238485902	1.019807698	-0.000116986671806	-0.000119303908471158	1.023744436	-0.00010628406138	-0.000108807716473257	1.019210564	-0.00014769999642	-0.000150537396654026	1.024588628	0.0003417671206	0.000350170705191065	1.018978612	8.544610902E-05	8.70677575700003E-05	1.02337944	-0.00014367878312	-0.000147037912609227	1.018575002	-0.00011587960898	-0.000118032072948563	1.02338858	-0.00017439672558	-0.000178475617347966	1.01782056	-0.0002161185748	-0.000219969928829338	1.023296294	4.945420604E-07	5.06063057634444E-07	1.019031126	1.2841470312E-06	1.30858579515329E-06	1.02442072	-8.40839252E-05	-8.61373151938101E-05	1.019194066	-1.870855856E-05	-1.90676518677655E-05	1.0029795726	-0.007078697832	-0.00709978932610391	0.9979486618	-0.007230268742	-0.00721543701553327	
1.02590062	-0.0004440235048	-0.000455523988868893	1.022061278	-0.00065203062	-0.000666415248772332	1.027754556	-0.0002354583554	-0.000241993397510617	1.023953444	-0.00016277452504	-0.000166673535510172	1.0272515	-0.00015140051958	-0.000155526410839334	1.023891934	-0.0001899831118	-0.00019452217576824	1.028948978	0.0002960531486	0.000304623584685652	1.023433962	6.964385104E-05	7.1275882398805E-05	1.02801071	-0.0001713832972	-0.000176183865036713	1.023051154	-0.00012598193498	-0.000128885963964442	1.027848942	-0.0002294963764	-0.000235887607675574	1.022326772	-0.0002522159894	-0.000257847158290088	1.027755704	5.850464898E-07	6.01284866997128E-07	1.02352237	1.1483903878E-06	1.17540325140628E-06	1.02802811	-0.00012743369994	-0.000131005425699625	1.023488652	-6.416302298E-05	-6.56701258980452E-05	1.007408857	-0.007141004592	-0.00719391127385847	1.0025323072	-0.007300651638	-0.0073191391307076	
1.030266106	-0.0004827732534	-0.000497384919861369	1.026804356	-0.0006780875842	-0.000696263285206077	1.03152842	-0.0002892770916	-0.000298397541240343	1.028090374	-0.0002116552286	-0.00021760070313043	1.031517612	-0.0002095930208	-0.000216198892307482	1.027832586	-0.0002260685208	-0.000232360592347059	1.033231516	0.000258081923	0.000266658376553485	1.027628284	5.440586044E-05	5.59090010035007E-05	1.032980886	-0.000200775996	-0.000207397766235612	1.026971956	-0.00014807702144	-0.000152070948346891	1.03148081	-0.0002710794676	-0.000279613268814417	1.026313212	-0.0002858466966	-0.000293368241327136	1.032694614	-1.602297808E-07	-1.65468431634561E-07	1.027719862	7.81755097E-07	8.03425240406637E-07	1.03235079	-0.00018725712782	-0.000193315043838108	1.028430798	-0.00012092222946	-0.000124360144939487	1.01143506	-0.00716715206	-0.00724910887383522	1.006953413	-0.007377767878	-0.00742906854507387	
1.03500804	-0.000516618216	-0.000534704007170457	1.030601428	-0.0006930041918	-0.000714211109679066	1.034706536	-0.000333388766	-0.000344959535209175	1.031561354	-0.0002522787884	-0.000260241048547384	1.03586921	-0.0002706807402	-0.000280389844513189	1.03149585	-0.00026020162	-0.000268396891193277	1.037171408	0.0002199869464	0.000228164170939309	1.031619036	4.0279781332E-05	4.15533891880086E-05	1.037295258	-0.0002334924238	-0.000242200583986666	1.030936516	-0.0001755340336	-0.000180964445039011	1.035448538	-0.0003169744486	-0.000328210729386226	1.030652318	-0.0003237274178	-0.000333650413555725	1.036400494	9.92778182E-08	1.02891579825722E-07	1.032109384	1.888587324E-07	1.94922869960385E-07	1.037197174	-0.0002566472434	-0.00026619379556937	1.031814196	-0.00015726252844	-0.000162265709343246	1.015681766	-0.0071947162	-0.00730754205588481	1.010914296	-0.007456057906	-0.00753743552897922	
1.038927636	-0.0005479466012	-0.000569276867038951	1.035190464	-0.0007186945206	-0.000743985714254172	1.039906538	-0.0004141787458	-0.00043070718565806	1.03564717	-0.0003035689416	-0.000314390315267935	1.039504822	-0.0003186637876	-0.000331252543806984	1.035308716	-0.0002975799494	-0.000308087115320659	1.041127344	0.0001812538212	0.000188708309455807	1.036208516	2.1734684932E-05	2.25216656191153E-05	1.041552682	-0.0002635565176	-0.00027450799776486	1.035087142	-0.0002073648108	-0.000214640649362343	1.03930472	-0.000362050272	-0.000376280556566884	1.03467757	-0.0003596272004	-0.000372098197815775	1.04081849	3.135332024E-07	3.26331154286832E-07	1.036362878	-2.5396651E-08	-2.63201463219216E-08	1.04128546	-0.0003150992522	-0.000328108269772733	1.035960066	-0.0002065098674	-0.000213935975861355	1.01960872	-0.007256808704	-0.0073991054339703	1.015169816	-0.007521959908	-0.00763606665576374	
1.043363582	-0.0005836034996	-0.000608910637810392	1.039268352	-0.0007384420332	-0.000767439434891293	1.04408805	-0.0004834164814	-0.000504729371402787	1.04015522	-0.0003640018892	-0.000378618465141242	1.043690012	-0.0003828729864	-0.000399600711770292	1.040015452	-0.0003475891878	-0.00036149812626013	1.045007496	0.00014206355618	0.000148457481116517	1.039824406	8.127621012E-06	8.45129869099601E-06	1.045780298	-0.0002948682798	-0.000308367437519991	1.039515478	-0.0002366670052	-0.000246019015037307	1.043949436	-0.0004256665744	-0.000444374380268932	1.039420076	-0.0004083555242	-0.000424452929998984	1.045205668	5.277885854E-07	5.51647620965782E-07	1.040039394	3.698675924E-07	3.84676866659935E-07	1.044856958	-0.0003611798596	-0.000377381289392523	1.04001823	-0.0002559714616	-0.000266214986423745	1.023409662	-0.007311648848	-0.00748281207619437	1.019145666	-0.007623016418	-0.00776896414425154	
1.046733284	-0.0006121437944	-0.000640751284192533	1.04282355	-0.0007610681406	-0.000793659780172391	1.048461846	-0.0005489684704	-0.00057557249587138	1.044899056	-0.0004299371366	-0.000449240908172683	1.047808932	-0.000445027365	-0.000466303648031424	1.04347952	-0.0003836579736	-0.000400339238136301	1.049057798	0.00010415420588	0.000109263781872911	1.044848042	-1.4560361848E-05	-1.52133655676943E-05	1.049660702	-0.0003291823878	-0.000345529816264184	1.043826172	-0.000267904886	-0.000279646131613476	1.048336612	-0.0004817876324	-0.000505075614253717	1.043712126	-0.0004463433732	-0.000465853990968583	1.050081288	-3.23230099999999E-09	-3.39417879728368E-09	1.044249318	6.51077788000001E-08	6.79887536083949E-08	1.048796596	-0.0004231984816	-0.000443849126934449	1.04390453	-0.0003048521652	-0.000318236556232588	1.026855658	-0.00738338654	-0.00758167224380004	1.02297857	-0.007684956544	-0.00786154585589326	
1.051501472	-0.000653619758	-0.000687282137665284	1.04646081	-0.0007842298864	-0.000820665842148352	1.05290077	-0.0006219251992	-0.000654825521120083	1.048674316	-0.0004825082046	-0.000505993961423293	1.05198943	-0.0005100150864	-0.000536530480033337	1.047497986	-0.0004282267876	-0.00044856669756225	1.054003368	4.565694494E-05	4.81225737393506E-05	1.049748078	-3.9138779048E-05	-4.10858580809047E-05	1.053351108	-0.0003755345084	-0.000395569690515375	1.048138958	-0.0002914000206	-0.000305427713952863	1.052453948	-0.0005369611644	-0.000565126897395457	1.04872739	-0.0004978764108	-0.000522136628840852	1.053881344	3.467797276E-07	3.65464685395042E-07	1.048648164	-7.06488654E-08	-7.40858029903931E-08	1.052437344	-0.0004777172418	-0.000502767465142998	1.048402242	-0.0003657588758	-0.00038346242542012	1.03103387	-0.007470638354	-0.00770248117349505	1.027058676	-0.007750599038	-0.00796031998617515	
1.05595638	-0.000693662427	-0.000732477265356934	1.051187844	-0.000822658252	-0.000864768354268689	1.057874688	-0.0007055937738	-0.000746429793313418	1.052986024	-0.0005453626074	-0.000574259203604399	1.056051146	-0.0005746814248	-0.000606892977244953	1.051548032	-0.0004741670208	-0.000498609397561543	1.058532348	-3.8665247E-06	-4.09284146929099E-06	1.05394608	-5.61600764E-05	-5.91896923742805E-05	1.05690117	-0.0004116319232	-0.00043505426123943	1.052683346	-0.000316999845	-0.000333700457516081	1.056856474	-0.0005976369962	-0.000631616528535883	1.053558426	-0.0005494999528	-0.000578930305359042	1.058201804	2.396520352E-07	2.53600215980911E-07	1.053206696	2.79363163E-07	2.94227153887339E-07	1.0565881	-0.0005426310822	-0.000573337544142642	1.053330182	-0.0004351656146	-0.00045837307602676	1.035156212	-0.007564075868	-0.00783000012279949	1.031197444	-0.007797820186	-0.0080410922445748	
1.06038313	-0.0007403193076	-0.000785022104592321	1.055037808	-0.000853072358	-0.000900023590649711	1.06106904	-0.0007583005984	-0.000804609287975714	1.056893634	-0.000603447981	-0.000637780329569053	1.06017964	-0.0006409334378	-0.000679504581350766	1.056588156	-0.000535238117	-0.000565526255061942	1.063082508	-5.49590457E-05	-5.84260001400426E-05	1.058275164	-7.717188028E-05	-8.16690842595054E-05	1.0606867	-0.000455455461	-0.000483095549925069	1.05660567	-0.0003351783062	-0.000354151298791916	1.060896818	-0.0006546557104	-0.000694522160048889	1.057489058	-0.0005909306642	-0.000624902711428172	1.062411094	4.825363716E-07	5.12651994446347E-07	1.05774804	1.72235471E-07	1.82181731868727E-07	1.06031047	-0.000601585483	-0.000637867386224907	1.056827672	-0.0004834534218	-0.000510926954281328	1.039801436	-0.007665922906	-0.00797103764592409	1.034968772	-0.00783800323	-0.00811208857788513	
1.064433812	-0.0007796167002	-0.000829850376092747	1.059399746	-0.0008863816822	-0.000939032528981733	1.06444388	-0.000809957387	-0.000862154183652942	1.060437226	-0.0006580286168	-0.000697798041028009	1.064970532	-0.0007212210256	-0.000768079139322818	1.060225544	-0.0005796711744	-0.000614582186219359	1.067130272	-9.951585388E-05	-0.000106196380219277	1.062533856	-9.82621828E-05	-0.000104406895989461	1.064955286	-0.0005137837188	-0.000547156687196798	1.061135854	-0.00036374723	-0.000385985227546184	1.064690658	-0.0007090839662	-0.000754955074550728	1.061616476	-0.0006382136876	-0.000677538165964877	1.06727479	3.135332032E-07	3.34626083603307E-07	1.062269218	-2.230287724E-07	-2.36916599648848E-07	1.064197216	-0.0006637684906	-0.000706380579765042	1.060960228	-0.0005434578586	-0.000576587173568648	1.043605678	-0.007760715216	-0.0080991264647586	1.039238054	-0.00788106487	-0.00819030251894656	
1.069075928	-0.0008244736508	-0.000881424933340558	1.063513594	-0.0009185504658	-0.000976890907153332	1.0684593	-0.0008832188758	-0.000943683421784055	1.06408381	-0.0007160973672	-0.000761987614821145	1.068968196	-0.0007877491696	-0.00084207880872781	1.064605744	-0.0006356232292	-0.000676688140826149	1.070917136	-0.00014172508798	-0.00015177582531889	1.065894806	-0.00011532873236	-0.000122928296805088	1.069485598	-0.0005749619426	-0.000614913517008803	1.065020698	-0.0003796852448	-0.000404372644437197	1.068726246	-0.0007700313114	-0.000822952672734979	1.065808452	-0.0006845205562	-0.000729567794365701	1.0709241	9.064295672E-07	9.7071726846705E-07	1.066230416	2.627399006E-07	2.80141273516537E-07	1.069044552	-0.000744846607	-0.000796274207289035	1.065153348	-0.000605719365	-0.000645184009578184	1.048035914	-0.0079012215	-0.00828076389646895	1.04286187	-0.007945183566	-0.00828572899113203	
