V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	
0.896120853	-0.0007118785282	-0.000637929193922969	0.899049331	0.0009414624506	0.000846421186373551	0.8976326908	-0.0001702392936	-0.000152812355194059	0.887344305	-0.0005253812148	-0.000466194028906762	0.9006654446	0.0008567846532	0.000771676330600835	0.8900383046	0.000400097687	0.000356102267011861	0.9009786182	0.001062805518	0.000957565047022975	0.8906720146	0.0003893535184	0.000346786282624926	0.898519073	0.00016397601768	0.000147335579400065	0.8894993058	-4.637913342E-05	-4.12542069806956E-05	0.900251357	0.0007877907258	0.000709209669933465	0.8889881582	0.0001513271002	0.000134528000092545	0.8995548696	0.0009083488592	0.000817109639588965	0.8889880372	0.0002402405446	0.000213570970199813	0.901525992	0.001202993186	0.00108452962537789	0.891510807	0.000781879309	0.000697053853743192	0.8835299258	-0.004634564946	-0.00409477682285466	0.8759851212	-0.004356767594	-0.00381646358887032	
0.9042312196	-0.0007417198776	-0.000670686269523811	0.9073606678	0.0009124517534	0.000827922832300305	0.9065443406	-0.000214841354	-0.000194763213595541	0.8965491342	-0.0005504952706	-0.000493546058237625	0.9089513516	0.000821572889	0.000746769787894467	0.8993354078	0.000372014532	0.000334565840843746	0.9094702536	0.0010347389866	0.000941064328552909	0.898807179	0.0003733536282	0.000335572921331857	0.9071570112	0.00014172855128	0.000128570048980871	0.896995789	-4.790293248E-05	-4.29687287153113E-05	0.9086832498	0.0007533694902	0.000684574236655105	0.8972170508	0.00013162483998	0.000118096050738878	0.907380491	0.0008818347556	0.000800159653517193	0.8969184242	0.000233078689	0.000209052570452482	0.9101672912	0.001178888532	0.00107298578179718	0.9003416626	0.0007550770688	0.000679827343514527	0.8912216068	-0.004749714288	-0.00423304799959228	0.883950641	-0.004487583438	-0.00396680225656108	
0.9133321092	-0.0007830292638	-0.000715165769071777	0.9166178176	0.0008705717796	0.0007979816046811	0.9147883912	-0.0002543982544	-0.000232720569866664	0.904859457	-0.0005698022666	-0.000515590969553045	0.9176017838	0.0007821517456	0.000717703836964844	0.9080472912	0.0003462623278	0.000314422568803397	0.917762882	0.0010064914464	0.000923720490556413	0.9079747188	0.0003503895144	0.000318144820807809	0.9150483962	0.0001079168353	9.87491270642446E-05	0.9060347182	-5.145292256E-05	-4.6618134192216E-05	0.9171682888	0.0007170291914	0.000657636436495985	0.9054067532	0.00011297261578	0.000102286169253881	0.9164581682	0.0008412564484	0.000770976343687102	0.9050690618	0.0002237216392	0.000202483534095102	0.9187830958	0.001154157736	0.0010604206177236	0.9087514234	0.0007302890138	0.000663651180784132	0.9003936482	-0.004894211076	-0.00440671656578049	0.8913625856	-0.004628439732	-0.00412561800680929	
0.9218595116	-0.0008091928454	-0.000745962121250658	0.924676753	0.0008344209722	0.000771569675208999	0.9227316524	-0.0002918670882	-0.000269315000575963	0.9129376076	-0.0005898259098	-0.000538474254993305	0.9259424852	0.0007414210584	0.00068651325739451	0.9166090648	0.000319871975	0.000293197551860479	0.9255122098	0.0009805416108	0.00090750323301236	0.9160014378	0.000335044396	0.000306901148462833	0.9233740024	7.267182466E-05	6.71032735980152E-05	0.9142449672	-6.03195861E-05	-5.51468780155121E-05	0.9251244216	0.0006810841566	0.000630087586435499	0.9136203004	9.662271352E-05	8.82764725516055E-05	0.924554266	0.00080605669	0.00074524315137734	0.9140967658	0.0002142907082	0.000195882443306612	0.9267395478	0.001129822202	0.00104705091657588	0.9172466096	0.0007046891896	0.000646373769982371	0.9093351028	-0.005031957896	-0.00457573595064443	0.9001577998	-0.004789681688	-0.00431146933001243	
0.9314291838	-0.0008543100312	-0.000795729295072769	0.9334721578	0.0007866468662	0.000734312947618322	0.9305807392	-0.0003297930618	-0.000306899071232875	0.9212130506	-0.0006118138688	-0.000563610920476636	0.9345252498	0.0006923713518	0.000647038510495259	0.9256039184	0.0002883007054	0.000266852262595724	0.9340165272	0.0009458941132	0.000883480734709988	0.9241363482	0.0003177349622	0.000293630427662973	0.9318702674	4.558144772E-05	4.24759958753155E-05	0.92322866	-7.584571328E-05	-7.00229362382386E-05	0.9343707886	0.0006305559032	0.000589173016529369	0.9228570938	7.297519906E-05	6.73456801239881E-05	0.9331802178	0.0007658616412	0.000714686933139681	0.9226123066	0.0002042170112	0.00018841312775019	0.934928552	0.001099589104	0.0010280372487977	0.92652678	0.000670617966	0.00062134550464813	0.917859207	-0.005179852294	-0.00475437511894797	0.9080678932	-0.004963373544	-0.0045070801572647	
0.940321429	-0.0008888596996	-0.000835813822908383	0.9421175796	0.000736085808	0.00069347937981087	0.9397357876	-0.00038025944	-0.000357343404340735	0.9299750332	-0.000634044712	-0.000589645752092485	0.942849778	0.0006435192774	0.00060674200783531	0.9336903138	0.000261650845	0.000244300859574085	0.9430909068	0.0009031824878	0.000851783191425182	0.9328249592	0.00029618752	0.000276291111259549	0.9397026736	3.153386736E-05	2.96324594671398E-05	0.9312300764	-9.583610996E-05	-8.92454679999296E-05	0.9425124208	0.0005867323656	0.000553002542263367	0.9312126968	5.56777709E-05	5.18478471916016E-05	0.9422526322	0.0007177880894	0.000676337716598959	0.931768179	0.000189040896	0.000176142291422448	0.9433896824	0.0010637964492	0.00100357459434904	0.9352145668	0.000638482429	0.000597118068246647	0.9257405726	-0.005304403936	-0.00491050193701433	0.9162548046	-0.005110687052	-0.00468269156620201	
0.9487245942	-0.0009200518282	-0.000872875797352013	0.950715882	0.0006822875378	0.000648661598277135	0.947742912	-0.0004225878076	-0.00040050459935052	0.9382599266	-0.0006547351328	-0.000614311737643369	0.951363354	0.000587414843	0.000558844955225863	0.9414348228	0.0002332795534	0.000219617495017992	0.9511941064	0.0008654375232	0.000823199071525253	0.9419133536	0.0002734995372	0.0002576128662921	0.9488107278	-8.9373124E-06	-8.47981788281996E-06	0.9402076174	-0.00010633370026	-9.99757549707804E-05	0.9507003486	0.0005402278652	0.000513594819769074	0.9402615212	3.32326724E-05	3.12474031043653E-05	0.9514190316	0.0006649907606	0.000632684865472999	0.940354749	0.000174886188	0.000164455057420307	0.9513469606	0.0010268752594	0.000976914656945527	0.9436437982	0.0006078540678	0.000573597721290112	0.9346138548	-0.005469336256	-0.00511171744141756	0.924951595	-0.005275388492	-0.00487947899992004	
0.9576676998	-0.0009567130598	-0.000916213195347286	0.958626356	0.0006330073908	0.000606817568363672	0.9561586358	-0.0004702660952	-0.000449648988049425	0.9471902838	-0.000679889823	-0.000643985034400102	0.9605563266	0.000519470028	0.000498980221874479	0.9498867578	0.0001978987862	0.000187981436396073	0.9605583698	0.0008131712154	0.000781098417032909	0.9505112762	0.0002527306178	0.000240223302059892	0.9572208712	-3.17490462E-05	-3.0390849663333E-05	0.9481430142	-0.00011375506342	-0.000107856068711551	0.9591879878	0.0004861782506	0.000466336337905138	0.949264747	1.17184766E-05	1.11239367249244E-05	0.9597125496	0.0006193839164	0.000594430517589477	0.9500082592	0.000155731572	0.000147946279618199	0.9607566934	0.0009732541552	0.000935060443987762	0.952340969	0.0005728066894	0.000545507277632878	0.942192084	-0.005601247388	-0.00527745094949928	0.9330625964	-0.00540381151	-0.0050420943979768	
0.9660305338	-0.001001510017	-0.000967489256328557	0.968005965	0.0005582390516	0.000540378731844743	0.964580447	-0.0005183230238	-0.000499964253987396	0.9556209736	-0.0007017706542	-0.000670626755810513	0.9691748588	0.0004529585076	0.000438995997645489	0.9594831288	0.00015265857728	0.000146473329366771	0.9697244524	0.0007586977076	0.000735727719039545	0.9598392638	0.0002268879092	0.000217775923731649	0.966749639	-5.670610436E-05	-5.48206059191263E-05	0.9571409122	-0.00012087166686	-0.000115691217477515	0.9681404164	0.0004250905314	0.000411547324077293	0.9588900988	-1.467187622E-05	-1.40687168381772E-05	0.9683359672	0.000568505651	0.000550504469419751	0.9579664242	0.0001394887974	0.000133625584461236	0.9695028866	0.000920061563	0.000892002341178208	0.9599859132	0.0005471616128	0.000525267440531793	0.9505020926	-0.005768189276	-0.00548267597735088	0.9405146246	-0.005542336852	-0.00521264886376553	
0.9745037142	-0.0010335677304	-0.00100721559215206	0.9765649502	0.0004904458562	0.000478952233135749	0.9730385968	-0.000567463235	-0.000552163629919989	0.9652622468	-0.0007290466574	-0.000703721214543954	0.9770437958	0.0003908207524	0.000381848991402308	0.967875388	0.0001122040209	0.000108599510263748	0.9787402978	0.0007008838476	0.000685983265723234	0.9682698912	0.000207535661	0.00020095053189659	0.9750562206	-7.503694542E-05	-7.31652404065937E-05	0.9656959022	-0.00012631209126	-0.000121979068928094	0.9760940798	0.0003714241752	0.000362544938507318	0.9677531074	-3.530503912E-05	-3.41665613152586E-05	0.9772042412	0.000510815542	0.000499171114113277	0.967117668	0.00011930076848	0.000115377881002986	0.9779945856	0.0008640476338	0.000845033907556892	0.9689465218	0.0005049237498	0.000489244111142923	0.9585227876	-0.005904367046	-0.0056594703599455	0.9484821124	-0.005677205078	-0.00538472746490945	
0.9828409912	-0.0010735962056	-0.00105517435886046	0.9848803482	0.0004199006424	0.000413551890896316	0.980823567	-0.000611682037	-0.000599952157400166	0.9739256182	-0.0007578012076	-0.000738042009584537	0.9857631642	0.0003124235992	0.000307975675718145	0.976255535	7.0011409992E-05	6.83490265178443E-05	0.986593253	0.0006518960164	0.000643156211437817	0.9766055806	0.000188200036	0.000183797205426721	0.984431709	-9.954148154E-05	-9.79917907888142E-05	0.9752658924	-0.00012545968726	-0.000122356553855849	0.9842672956	0.0003118316262	0.000306925671402424	0.976826094	-5.951682104E-05	-5.81375838238002E-05	0.9853125176	0.0004582777208	0.000451546774841438	0.9749946594	0.00010523656486	0.000102605088712102	0.986059419	0.0008069670444	0.000795717454953211	0.9774291506	0.0004668453966	0.000456308299460258	0.9667081144	-0.006089549272	-0.00588681669428101	0.9566352874	-0.005854920688	-0.00560102373506909	
0.991406381	-0.001120954986	-0.00111132192593417	0.9937673302	0.0003387277472	0.000336616568999605	0.9889811168	-0.0006594674524	-0.000652200857567803	0.982153373	-0.0007850605878	-0.000771049904317133	0.9936154236	0.00023989076364	0.000238359162731886	0.9847911182	2.3004517492E-05	2.26546445045981E-05	0.9953137	0.000590610665	0.000587842886240611	0.9848009274	0.0001698525716	0.000167270970032955	0.9932554636	-0.00011781044718	-0.000117015870330694	0.9833994082	-0.000134116713	-0.000131890296193929	0.993419047	0.00023849163894	0.000236922136673243	0.9851071164	-7.982860092E-05	-7.86397228585476E-05	0.993359846	0.0004035447054	0.000400865106410259	0.9837858176	8.719386038E-05	8.57800832236385E-05	0.9945012698	0.0007393888646	0.00073532316472068	0.9851422702	0.0004326051698	0.000426177639077028	0.9743015018	-0.006245169794	-0.0060846783092902	0.9648533374	-0.006042755248	-0.00583037256812417	
1.000167478	-0.001167102722	-0.00116729818602968	1.0029375976	0.00024394031864	0.00024465691713458	0.9979597374	-0.000712676669	-0.000711222621446347	0.9899802636	-0.000811941327	-0.000803805888931194	1.0011604838	0.0001664316429	0.000166624784125393	0.9924072094	-2.0254752708E-05	-2.01009626120334E-05	1.0029701224	0.000537644333	0.000539241202476676	0.993639838	0.00014856463682	0.000147619741662354	1.0028259618	-0.000141000822	-0.000141399284936741	0.9920965808	-0.0001577808508	-0.000156533842594395	1.0021281422	0.00016675394944	0.00016710882555682	0.9925785514	-9.805231432E-05	-9.73246241091631E-05	1.0024573744	0.000335707018	0.000336531975831934	0.9915211314	7.349629212E-05	7.28731267165273E-05	1.002729215	0.0006645130728	0.000666326671845982	0.9936567984	0.0003866935658	0.000384240690554708	0.982600029	-0.006409187834	-0.00629766815155485	0.973237544	-0.006253199292	-0.00608584832108862	
1.0094344578	-0.001220580766	-0.00123209628372832	1.0107861134	0.000168556754018	0.000170374826281174	1.0065305806	-0.0007632049226	-0.000768189093861356	0.9985753342	-0.0008429197004	-0.000841718821530694	1.009182385	8.33107126E-05	8.40757036377175E-05	0.999826134	-6.6561621188E-05	-6.65500483851705E-05	1.0118706764	0.0004672614396	0.00047280814894369	1.0017760802	0.00013053855564	0.000130770402584009	1.0113431562	-0.0001830576764	-0.000185134128217014	0.9999229002	-0.0001764164516	-0.000176402849926865	1.0099721566	0.00010272575972	0.000103750157082782	1.0010890874	-0.00012493305344	-0.000125069116454345	1.0104867576	0.000275459697	0.000278348376071008	1.0008370708	5.0334546366E-05	5.03766799449942E-05	1.011105875	0.000581985039	0.000588448492095004	1.0023981092	0.0003344438812	0.000335245914148389	0.990627889	-0.006562448778	-0.00650094477962077	0.9816266324	-0.006428414948	-0.00631030331707506	
1.01749777	-0.00127133202	-0.0012935774952796	1.018894834	8.6613371338E-05	8.82499166116119E-05	1.0158969378	-0.0008192354762	-0.000832258811608705	1.006933854	-0.0008789099876	-0.00088500422113316	1.017164712	-5.3411466E-06	-5.43282584313878E-06	1.008681153	-0.000130589811008	-0.000131723481137602	1.019765424	0.0004046665446	0.000412664950432634	1.0103093806	0.0001103339036	0.000111471377805296	1.019911274	-0.0002066313098	-0.000210745602426407	1.0093277514	-0.0001987544226	-0.000200608354443663	1.018831996	2.361195932E-05	2.40566196434664E-05	1.0093545128	-0.00015321384068	-0.000154647081513778	1.019222614	0.000206510098	0.000210479761900956	1.0091925474	2.9870386646E-05	3.01449715910997E-05	1.019173118	0.0004975093128	0.000507048117560413	1.0106004352	0.0002846156516	0.000287632701371692	0.998302892	-0.00671000979	-0.00669862217870531	0.9900040504	-0.006616125756	-0.00654999129639576	
1.026836412	-0.0013495627	-0.00138578012063703	1.02756296	-1.3548061862E-05	-1.39214865491798E-05	1.025195312	-0.0008786470168	-0.000900784802526145	1.0155889162	-0.0009164693254	-0.000930756088913531	1.025734288	-0.000108497726	-0.000111289837728229	1.01709155	-0.0001952893959	-0.000198627194374495	1.028246026	0.0003334931226	0.000342912978011781	1.019563044	8.543410338E-05	8.71054545035235E-05	1.027897154	-0.0002408835422	-0.000247603507472819	1.0171564814	-0.0002082924814	-0.000211866047482899	1.027928004	-6.129227768E-05	-6.30040486562162E-05	1.0178447524	-0.0001817993876	-0.000185043552658194	1.027537502	0.00014013433422	0.000143993283728852	1.017688684	6.753893046E-06	6.87336052586049E-06	1.027599054	0.0004018646014	0.000412955684234727	1.019168362	0.000226208895	0.00023054494898698	1.0071078112	-0.006886399234	-0.0069353464596031	0.9987816998	-0.006810405524	-0.00680210840558803	
1.035538026	-0.001430000042	-0.0014808194206726	1.036664168	-0.000130396274662	-0.000135177145582782	1.03392559	-0.0009339729288	-0.000965658511453568	1.024757536	-0.0009601571072	-0.00098392823134716	1.0342433	-0.00021404713164	-0.000221376811782888	1.026028634	-0.0002728627742	-0.000279965019481876	1.036717368	0.00025892209044	0.000268429028118015	1.02853786	6.0522297512E-05	6.22494743652758E-05	1.036488166	-0.0002885452064	-0.000299073691789627	1.02677321	-0.000235139974	-0.000241435425903297	1.035941214	-0.00013612281762	-0.000141015236938363	1.027127526	-0.0002191158414	-0.00022505991208459	1.035915114	7.112285974E-05	7.36772453555681E-05	1.026736238	-2.2226918194E-05	-2.28211823688413E-05	1.036019092	0.0002958866852	0.000306544254935794	1.028514424	0.000154866469707	0.000159282397887609	1.0146986604	-0.00707409342	-0.00717807311681846	1.0063701388	-0.006976676018	-0.00702111841259729	
1.043922866	-0.001526033448	-0.00159306121064802	1.044671168	-0.000226014354702	-0.000236110679911305	1.042573678	-0.000993429721	-0.00103572367805748	1.033307772	-0.0010021068348	-0.00103548478077316	1.043410652	-0.0003354440477	-0.000350005892520176	1.03477115	-0.000353150362	-0.000365429806209656	1.04547073	0.00017932252128	0.000187476447228042	1.036370586	3.986050568E-05	4.13102556298379E-05	1.044092144	-0.0003391187122	-0.000354071183291417	1.035170862	-0.0002795277792	-0.00028935901214741	1.044495888	-0.00021787232892	-0.000227566751665923	1.035734454	-0.0002545584842	-0.000263654992643955	1.044382716	-2.48194660000008E-07	-2.59210213107505E-07	1.03516953	-5.0248197734E-05	-5.20154032316518E-05	1.044152608	0.0001877468212	0.00019603633299969	1.036225834	9.7785880087E-05	0.000101328255146576	1.023477706	-0.007281901754	-0.0074528641025013	1.0151027598	-0.007174229646	-0.00728258031309358	
1.052651116	-0.001634745934	-0.00172081713180156	1.053176694	-0.00033866467228	-0.000356673739926444	1.051092078	-0.0010553864676	-0.00110930835532276	1.04187868	-0.0010502875138	-0.00109427216849843	1.05190026	-0.0004522695666	-0.000475742474696627	1.044165728	-0.0004478807942	-0.000467661775533061	1.05379894	0.00010240391488	0.000107913136952394	1.044914604	1.477969654E-05	1.54435207573343E-05	1.051980994	-0.0003681161466	-0.000387251189807718	1.044008506	-0.0003039085644	-0.000317283126279849	1.053902706	-0.0003134265362	-0.000330321074633387	1.043663636	-0.0002918583148	-0.000304601910021001	1.05351931	-7.881435106E-05	-8.3032440746829E-05	1.043719954	-8.214085038E-05	-8.57320445801345E-05	1.052995198	5.92951774E-05	6.24375370667581E-05	1.044846588	2.5241038687E-05	2.6373013149688E-05	1.03112354	-0.007451569858	-0.00768348909053826	1.0229313	-0.007379418892	-0.00754863856043812	
1.061243966	-0.00177131824	-0.00187980079406574	1.061698578	-0.0004603764662	-0.000488781039509205	1.059449586	-0.00111839325	-0.00118488126569769	1.05003528	-0.001099551476	-0.00115456784197607	1.061392184	-0.0005910996676	-0.000627388567155638	1.052590902	-0.0005400540146	-0.000568455942356535	1.061697684	2.847103108E-05	3.0227627758728E-05	1.053585524	-1.313445534E-05	-1.38382720118485E-05	1.060011138	-0.000425851508	-0.000451407341614096	1.05150759	-0.0003251180004	-0.000341864045066223	1.061470852	-0.000389064228	-0.000412980337577882	1.05156428	-0.0003325557556	-0.00034970375369737	1.06210379	-0.00015318775126	-0.000162701291194823	1.052138468	-0.00011542154554	-0.000121439448098648	1.062085246	-8.19563786E-05	-8.70446605266501E-05	1.052791816	-4.6056134313E-05	-4.84875212813232E-05	1.040230392	-0.00767059243	-0.00797918337033113	1.031292614	-0.007586267694	-0.00782366184064901	
1.06945035	-0.001916311566	-0.00204940007496775	1.070770044	-0.0005979443882	-0.000640260938862467	1.067982126	-0.001187297596	-0.00126801261077077	1.058267856	-0.001154498748	-0.00122176891480064	1.068974346	-0.000702806145	-0.000751281739216156	1.060977962	-0.00063510583	-0.000673833289167718	1.070372154	-5.689034572E-05	-6.08938418901211E-05	1.062191124	-4.298429372E-05	-4.56575352607929E-05	1.068736594	-0.0004915725002	-0.000525361519567813	1.059801364	-0.0003703748326	-0.000392523752780752	1.069375364	-0.0004684661654	-0.000500966176146309	1.059736734	-0.0003813745838	-0.000404156655866821	1.070551034	-0.00022664687208	-0.00024263704325811	1.06108741	-0.00015487131812	-0.000164332005827237	1.070400392	-0.0002135174962	-0.000228549211631339	1.061850154	-0.000137236576313	-0.000145724679692392	1.047352966	-0.007798694064	-0.00816798535885699	1.038352214	-0.007814647316	-0.00811435634219776	
1.078393202	-0.002097075308	-0.00226147175622926	1.07937025	-0.0007271514528	-0.000784865645396599	1.076794084	-0.001266016132	-0.00136323868118616	1.066573868	-0.001219226962	-0.00130039561683023	1.077528954	-0.0008352815424	-0.000900040046677778	1.069143376	-0.0007346551616	-0.000785451699668849	1.078906786	-0.00013985889616	-0.000150894712149493	1.070180936	-7.2484120252E-05	-7.75711236564219E-05	1.07642181	-0.0005585411606	-0.000601225887052553	1.067381308	-0.0004083008062	-0.000435812648579211	1.077669708	-0.0005542514354	-0.000597299982546099	1.068522628	-0.000441395644	-0.000471641233514632	1.079766204	-0.0003069178364	-0.000331399507149521	1.069182432	-0.0001938186988	-0.00020722754775006	1.07923702	-0.0003647023752	-0.00039360030459777	1.069641342	-0.00021887895982	-0.000234121984317429	1.055925714	-0.007906714796	-0.00834890346636066	1.046760392	-0.008093143306	-0.00847158185950074	
1.086963286	-0.002283343086	-0.00248191010382394	1.088446852	-0.0008781340076	-0.000955802196206364	1.085101364	-0.00134397277	-0.00145834668590586	1.074935878	-0.001290795648	-0.00138752255320146	1.085955906	-0.0009708950424	-0.0010543492054004	1.078064604	-0.0008502163894	-0.000916588195152821	1.088098682	-0.0002310725848	-0.000251429774967213	1.079202112	-0.00011095773784	-0.00011974582501967	1.08577485	-0.0006533787208	-0.000709422182569812	1.07620982	-0.0004343863992	-0.00046749090849348	1.08585142	-0.0006403414652	-0.000695315689272301	1.077193738	-0.0005050571986	-0.000544044451663742	1.08740709	-0.0003713126614	-0.000403768020613129	1.078826118	-0.000246982663	-0.000266451347537592	1.087489826	-0.0005088823962	-0.000553404428498001	1.078368956	-0.0003188355612	-0.000343822371266918	1.063820526	-0.008161760904	-0.00868264877797952	1.053993568	-0.008363336898	-0.00881490329750907	
1.095011124	-0.002486297644	-0.00272252357775499	1.097384506	-0.0010251787324	-0.00112501525681648	1.093007528	-0.001426377054	-0.00155904085778846	1.084067652	-0.00137361182	-0.00148908814046685	1.09435178	-0.0011086871134	-0.00121329371601235	1.086432704	-0.0009650942168	-0.00104850991957279	1.09593629	-0.0003066982708	-0.000336121765049967	1.087544338	-0.00014914321892	-0.00016219986328754	1.094728738	-0.0007744708764	-0.000847835525139126	1.084597832	-0.0004947574712	-0.000536612880629322	1.093102224	-0.0007150648776	-0.000781639008008848	1.085692922	-0.0005737186612	-0.000622882289684156	1.095453344	-0.0004390884734	-0.000481000936497885	1.086921014	-0.0002944919476	-0.000320089486300227	1.095010346	-0.000644512519	-0.000705747876431522	1.086559548	-0.0004189159134	-0.000455177085513911	1.071566052	-0.008442863976	-0.00904708641833534	1.06219361	-0.0086793636	-0.0092191645547866	
1.104082146	-0.002709106326	-0.00299107592615226	1.105741002	-0.0011598646042	-0.00128250984963244	1.10135121	-0.001525526504	-0.00168014046106747	1.093008986	-0.001457737534	-0.00159332022389148	1.101675898	-0.0012308006762	-0.00135594344021164	1.09371249	-0.0010687531886	-0.00116890871109915	1.104664984	-0.0003910382404	-0.000431966251574854	1.095724528	-0.0001904381736	-0.000208667777881042	1.103356976	-0.0009069915264	-0.00100073542782633	1.093136716	-0.0005688427348	-0.000621822879039731	1.1023635	-0.0008149475982	-0.000898368486668346	1.09427195	-0.0006515967994	-0.000713024100293197	1.103190502	-0.0005015023598	-0.000553252640061947	1.09560538	-0.0003501226194	-0.000383596225474332	1.103061292	-0.0007959569056	-0.000877989252667458	1.09458443	-0.0005240534316	-0.00057362072671743	1.078932978	-0.008823680768	-0.00952016016793957	1.069339014	-0.0089613357	-0.009582705881561	
1.112322902	-0.00294299295	-0.00327355845870954	1.114324152	-0.001305213092	-0.0014544304719222	1.1090526	-0.001627283036	-0.00180474248201169	1.101249172	-0.001540475206	-0.00169644704509403	1.110694918	-0.001387747364	-0.0015413639446627	1.102313396	-0.0011957881612	-0.00131813330886897	1.11403261	-0.0004788210724	-0.000533422289008771	1.103877956	-0.0002366379144	-0.000261219377259975	1.111192558	-0.0010544906586	-0.00117174217231684	1.101402966	-0.0006456542138	-0.000711125466089718	1.11144467	-0.0009143731778	-0.00101627519485677	1.103136674	-0.0007351462408	-0.000810966778979715	1.11157338	-0.0005693114184	-0.000632831417623482	1.10403303	-0.0004085127528	-0.000451011572267425	1.112037568	-0.0009703820304	-0.00107910127311692	1.102374096	-0.000635240894	-0.000700273106265482	1.086736024	-0.009146564564	-0.00993990120754065	1.077416784	-0.00922345316	-0.00993750324102184	
1.121055084	-0.003191514952	-0.00357786406260162	1.122276106	-0.001438072696	-0.0016139146254118	1.117805964	-0.001750141876	-0.00195631902683895	1.1091736	-0.001621948586	-0.00179902255214853	1.118842578	-0.001530629848	-0.00171253384510007	1.110867752	-0.001329206466	-0.00147657259882928	1.12171878	-0.0005474206596	-0.000614052034433307	1.112414936	-0.000290016134	-0.000322618279142577	1.118997446	-0.0012314609882	-0.00137800170064444	1.110363514	-0.0007411465456	-0.000822942082761377	1.120186874	-0.001010508276	-0.00113195810684357	1.110586866	-0.0008122172272	-0.000902037784867258	1.119498696	-0.0006312062896	-0.000706634618114199	1.113384424	-0.0004814242294	-0.000536010238350163	1.11955194	-0.0011156407176	-0.00124901772973207	1.111599476	-0.0007790662852	-0.000866009674397587	1.09449005	-0.009399263098	-0.0102873999380932	1.085475532	-0.009481151598	-0.0102915580748117	
1.128796998	-0.00345390185	-0.00389875403966665	1.130633106	-0.00158649343	-0.00179374199440949	1.125619728	-0.001869953118	-0.00210485612005591	1.118112204	-0.00171710753	-0.0019199188848733	1.12630837	-0.001662952866	-0.00187299773189129	1.119275488	-0.00146610088	-0.00164097077791923	1.129931126	-0.000616917903	-0.000697074740786349	1.12055473	-0.000346515833	-0.00038828995568804	1.12718975	-0.0014597501	-0.00164541535028147	1.118616508	-0.0008304698002	-0.000928977227899182	1.12842275	-0.0011033815208	-0.00124508081000032	1.119926018	-0.0009183022716	-0.00102843060635334	1.128257068	-0.0007006869098	-0.000790554958436929	1.12129135	-0.00054808813	-0.000614566479206675	1.128240554	-0.0012886159246	-0.00145386874466393	1.119590556	-0.0009094083642	-0.00101816501610573	1.101111052	-0.009982052538	-0.0109913483712364	1.093451454	-0.009706314626	-0.0106133838407812	
1.13710149	-0.003739120018	-0.00425175894375663	1.139592766	-0.001747723274	-0.00199169280002024	1.134089866	-0.00200908798	-0.00227848631802041	1.125494538	-0.001804737982	-0.00203122274126214	1.134642732	-0.00181244956	-0.0020564827203706	1.126614506	-0.001589157352	-0.00179036772507975	1.138463352	-0.0006848128486	-0.000779634331109825	1.129605458	-0.0004163344594	-0.000470293677691719	1.13440758	-0.001705455776	-0.00193468195964918	1.12741033	-0.0009457715212	-0.00106627258282069	1.137409934	-0.001207180866	-0.00137305950912312	1.128112234	-0.0010145278738	-0.00114450130616779	1.13668085	-0.000767062674	-0.000871905452285593	1.130324384	-0.0006303114042	-0.00071245634968054	1.137182076	-0.001467183936	-0.00166845527421433	1.128466378	-0.001065226516	-0.00120207230826008	1.107025456	-0.010597220394	-0.0117313927390003	1.102045446	-0.00987549697	-0.0108832464627753	
1.145137472	-0.004005799908	-0.00458719157998495	1.147816146	-0.001898125538	-0.00217869913965134	1.141788212	-0.002162925194	-0.00246960248994701	1.133818816	-0.001914554026	-0.00217075737892735	1.143392924	-0.00196741531	-0.00224952874402327	1.135617862	-0.001744473112	-0.00198105482576593	1.146700558	-0.0007445125256	-0.000853732928543509	1.138462192	-0.0004906173554	-0.000558549309861927	1.14262462	-0.002011758784	-0.00229868511609966	1.136227554	-0.0010681445922	-0.00121365531731373	1.145456948	-0.001302780326	-0.00149227877613441	1.13693415	-0.0011280795346	-0.00128255214680285	1.145382464	-0.0008390764946	-0.000961063502869431	1.138498234	-0.0007087085576	-0.000806863441248287	1.144624212	-0.00160973303	-0.00184253940099412	1.136745756	-0.0012177541852	-0.00138427690187734	1.111076644	-0.01201329063	-0.013347686636577	1.110024732	-0.010161764342	-0.0112798097403757	
