Run Id			Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		
Device	Control		Device	Control		Device	Control		Device	Control_S1_P2		Device	Control_S1_P2		Device	Control_S1_P3		Device	Control_S1_P3		Device	Control_B_S1_P3		Device	Control_B_S1_P3		Device	Control_C_S1_P3		Device	Control_C_S1_P3		Device	Control_C_S1_P3		Device	Control_C_S1_P3		
Curve	Illuminated IV1		Curve	Illuminated IV2		Curve	Illuminated IV3		Curve	Illuminated IV1		Curve	Illuminated IV2		Curve	Illuminated IV1		Curve	Illuminated IV2		Curve	Illuminated IV1		Curve	Illuminated IV2		Curve	Illuminated IV3		Curve	Illuminated IV4		Curve	Illuminated IV3		Curve	Illuminated IV4		
Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		
Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		
Material	None		Material	None		Material	None		Material	None		Material	None		Material	None		Material	None		Material	None		Material	None		Material	None		Material	None		Material	None		Material	None		
Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		
Time	2:49:16 PM		Time	2:49:35 PM		Time	2:49:35 PM		Time	2:50:41 PM		Time	2:50:41 PM		Time	2:51:07 PM		Time	2:51:07 PM		Time	2:53:16 PM		Time	2:53:16 PM		Time	2:56:55 PM		Time	2:56:55 PM		Time	2:57:26 PM		Time	2:57:26 PM		
Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		
Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		
Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		
V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	
0.4474503424	0.001502716978	0.000672391226336393	0.447028224	0.001468124128	0.000656292921551389	0.4382370906	0.0014261214	0.000624979293178399	0.4491363212	0.001481838128	0.000665547325423815	0.4381728516	0.001462999516	0.00064104666981514	0.4478055752	0.00144821712	0.000648519700436087	0.4375425672	0.001186118426	0.000518977301115263	0.4456151866	0.00064924294	0.000289312513856833	0.4377445898	0.000251219679	0.000109970055333543	0.4471809092	0.001505896938	0.000673408361896336	0.4374546516	0.001472700962	0.000644239886242695	0.4479039934	0.001487799702	0.00066639142790513	0.438011582	0.001485428562	0.000650634914389605	
0.4564770868	0.001497593334	0.000683617042315419	0.4558361142	0.001459443044	0.00066526684607318	0.4467549078	0.001411295824	0.000630503335729645	0.4575175382	0.001473287076	0.000674054676073396	0.447242973	0.001461623508	0.000653700843124609	0.4564991224	0.001446235588	0.000660205276705648	0.4471031618	0.001169241452	0.000522771550096823	0.4540173318	0.0006380000332	0.000289663072761775	0.4461774282	0.000248147433	0.000110717783470372	0.4556170458	0.001511626104	0.000688722619858643	0.4471348508	0.00146991401	0.00065724978155018	0.4562626968	0.001483446544	0.00067684132072408	0.4468630388	0.00147998469	0.000661350455950876	
0.4650497612	0.001494581252	0.000695054654336597	0.4646684832	0.001453739108	0.000675506746282881	0.4554416688	0.001393172872	0.000634508977750569	0.465550273	0.001474472888	0.000686441255539499	0.455844947	0.001448434004	0.000660261321786378	0.4656041242	0.001436723852	0.00066894455082771	0.4550551024	0.001172573762	0.000533585673338463	0.4630663356	0.0006253209532	0.000289565082372223	0.454576782	0.0002396662482	0.000108946711860769	0.4634301668	0.001509669804	0.000699626529080643	0.4559646204	0.001469593782	0.00067008277095183	0.465069446	0.001477552412	0.000687164481684804	0.4558886404	0.001469772334	0.000670052511044795	
0.4739856924	0.001491604104	0.000706999004021122	0.473256568	0.0014503117	0.000686369537672246	0.4641519574	0.001378762622	0.000639955369791256	0.4742939836	0.00146192384	0.000693381681793409	0.464983181	0.001440593274	0.000669851643071725	0.4741206108	0.00143186027	0.000678874465792653	0.4634932688	0.001160084878	0.000537691532189669	0.4721486342	0.0006062974812	0.00028626252766748	0.4636903472	0.0002211881338	0.000102562802558242	0.472408144	0.001506882852	0.000711863731338747	0.4640179036	0.001466616634	0.000680536375893568	0.4738457544	0.00147409007	0.000698491321272699	0.4644663862	0.001466665154	0.000681216663843846	
0.4826085948	0.00148312292	0.000715767868336873	0.481319554	0.001439874216	0.00069303961546122	0.4730111522	0.001356727068	0.000641747033655608	0.4824921136	0.0014661819	0.000707421203853064	0.4734799432	0.001433713228	0.000678834457758529	0.4828941928	0.001424234968	0.000687754795229894	0.4726991688	0.001144263684	0.000540892492314826	0.4811486182	0.0005933932714	0.000285510352583288	0.4720643966	0.0002184361154	0.000103115913011949	0.4810706164	0.001513097212	0.000727906608449961	0.4730510528	0.001469143522	0.0006949798897964	0.4822119412	0.001474185168	0.000710869691549528	0.47264771	0.001467175578	0.000693457177109627	
0.4918377056	0.001475507322	0.00072571013584848	0.4903256256	0.00142610442	0.000699255541907425	0.4810910714	0.001337383368	0.00064340319738366	0.490581291	0.001456990392	0.000714772227481956	0.4820343536	0.001427118476	0.000687920132089277	0.4913669208	0.001425100554	0.000700247271049354	0.481693316	0.001134431722	0.00054644817794577	0.489982129	0.0005863831938	0.000287317285707944	0.4806860914	0.0002177956598	0.000104691344433146	0.4902597754	0.001515659036	0.000743066658572341	0.4815838366	0.001469974174	0.000707915802417836	0.4903699278	0.001469381752	0.000720540623638878	0.481240107	0.001460996152	0.000703089944515068	
0.5002245038	0.00147156949	0.000736115117942469	0.4988440776	0.001420660548	0.00070868810064977	0.4902642486	0.001310033974	0.000642262821903582	0.4986215738	0.00145397831	0.000724984953203264	0.490738937	0.001411807704	0.000692829011909371	0.5004476364	0.001414593202	0.000707929824408408	0.4904520576	0.001126200896	0.000552347546714164	0.4993404216	0.000577867075	0.000288552388859259	0.48967301	0.000209374639	0.000102525109696793	0.4983859256	0.001519216476	0.00075715610957803	0.489790211	0.001467507448	0.000718770782599992	0.499305605	0.001467840778	0.000732901127702961	0.489939237	0.001456097636	0.000713399364779344	
0.5088526054	0.001465970356	0.000745962835089765	0.5071592756	0.001409072184	0.00071462402810555	0.4990656076	0.001285471532	0.000641534631170083	0.5076193386	0.001438382246	0.000730150644368503	0.4999115428	0.001399283886	0.000699518166265439	0.508485827	0.001409314296	0.000716616345304483	0.4993080194	0.001107497652	0.00055298245911027	0.5076498494	0.0005721980726	0.00029047626538236	0.4986578364	0.0002017842698	0.000100621307398022	0.5079371984	0.001516914718	0.000770497412072646	0.4984003654	0.001463119356	0.000729219221654213	0.5081340424	0.001468386136	0.000746136983089796	0.4985083612	0.001458979686	0.000727313572291951	
0.5179848134	0.001452650822	0.000752451064969027	0.5159052712	0.001393796348	0.00071906688291251	0.5084042426	0.001255855312	0.000638482168712547	0.5161355734	0.001433673926	0.000739970113864639	0.508502799	0.00138285717	0.000703186741562219	0.517447823	0.00139922227	0.000724024517504618	0.5085682056	0.001091746326	0.000555227469984213	0.51572146	0.000574569699	0.000296317924040041	0.506841126	0.000210975778	0.000106931200880246	0.5169948918	0.001512976886	0.000782201321473471	0.5073573504	0.001464815592	0.000743184957581728	0.516791444	0.001464673434	0.000756930698945299	0.5072385666	0.0014600704	0.000740604016831089	
0.526693772	0.001448548024	0.000762941222683706	0.525469735	0.001379481194	0.000724875617448664	0.5175193298	0.001228220624	0.000635627914179018	0.525268036	0.001410012002	0.000740634235026968	0.5169497158	0.00136155717	0.000703856592076952	0.5257205956	0.001401238734	0.00073666006181627	0.5169951476	0.001084701316	0.000560785316967334	0.5240768038	0.0005750801226	0.00030138615258112	0.5156527596	0.0002069079146	0.000106692637146571	0.525571754	0.001505031356	0.000791001969597919	0.5157246164	0.00146132802	0.000753642832549071	0.5259099546	0.001461341124	0.000768533844177953	0.516386187	0.001451459184	0.000749513473611891	
0.5348003922	0.001443614574	0.000772045640360836	0.5341431812	0.001368048092	0.00073073355989547	0.5262121166	0.001204974028	0.000634071933721908	0.53361558	0.001397973378	0.000745980374926029	0.526526102	0.001331135528	0.000700877600791552	0.5342515402	0.00139451395	0.000745021225617886	0.5257628328	0.001075734936	0.000565581447293287	0.5325448406	0.0005690908924	0.00030306641858007	0.5244789798	0.0001963403972	0.000102976411216983	0.5342815368	0.001497796148	0.00080024482776656	0.5247157224	0.00145729509	0.000764665645899323	0.535225505	0.001456537706	0.000779576129245392	0.525223061	0.001450368468	0.00076176696634084	
0.5437017616	0.001431506082	0.000778312378524514	0.5426057006	0.001360587754	0.00073826267148695	0.534463646	0.001184099056	0.000632857898694918	0.5424100266	0.001384238516	0.000750824850284305	0.5346643042	0.001313237706	0.000702141324327694	0.542491398	0.001393458168	0.000755939069612839	0.5342435534	0.001062320304	0.000567537774057928	0.5406574838	0.0005640972796	0.000304983415806961	0.5327826378	0.000195154584	0.000103974974042282	0.5435495236	0.00149103643	0.000810452141196745	0.533181667	0.00145441304	0.000775466369173738	0.5437690728	0.001457083064	0.000792316706703863	0.5345161606	0.001449087558	0.00077456071787539	
0.5523611916	0.001421959412	0.000785435195219155	0.5512651952	0.0013462726	0.000742153227631411	0.5430309958	0.00115636927	0.000627944356200619	0.5506279426	0.00137297038	0.00075599585559014	0.54281373	0.001296941022	0.000703997393741832	0.5512864788	0.00139118164	0.000766939627686809	0.5433626986	0.001048965834	0.00056996890630144	0.5496769994	0.0005461295888	0.00030019487365514	0.5416299116	0.0001817651804	9.84494585920101E-05	0.5519463424	0.00148747899	0.000821008587927346	0.5424646824	0.001446597542	0.000784728076181651	0.5518695414	0.00146720032	0.000809703167740333	0.5432262626	0.001440026082	0.000782259986571381	
0.5605583736	0.001416385506	0.000793966755633973	0.5601553394	0.001335705082	0.000748202333546015	0.5516073496	0.001127643866	0.000622016644216957	0.5591660554	0.00135362668	0.000756902091139798	0.5509268178	0.001277372194	0.000703738597986624	0.5597561644	0.001388524718	0.000777235270322272	0.5514446484	0.001043487028	0.000575425337265421	0.5589235514	0.000534696486	0.00029885445887622	0.5508233192	0.0001684107108	9.27645467116873E-05	0.5602753682	0.001485462526	0.000832268063701952	0.5511122546	0.001446787738	0.000797342452216814	0.5604594656	0.0014760716	0.000827278300123337	0.5520718238	0.00143618335	0.000792876361345694	
0.5686743154	0.00140594802	0.000799526527761486	0.568201331	0.001318767942	0.000749325699924531	0.5602752786	0.0011024759	0.000617689992022286	0.5676895196	0.001341613286	0.000761619801818318	0.559640917	0.00125681745	0.000703366470219602	0.5685329188	0.001381004218	0.000785146358934652	0.559958535	0.001041920822	0.000583432457073116	0.5679608246	0.0005212469184	0.000296047829594673	0.559483765	0.0001558267286	8.71825248047612E-05	0.56911091	0.001485367428	0.00084533880863344	0.5599627622	0.001445151666	0.000809231118691292	0.5691167408	0.001480044366	0.000842318025817322	0.560315489	0.001441142028	0.000807494200137272	
0.5775138522	0.001397396968	0.00080701610604228	0.5762178332	0.001307655066	0.000753494168703523	0.5688569606	0.001072279388	0.000609973593571708	0.5770258698	0.001318331754	0.00076071152703681	0.5680873298	0.001242086972	0.000705613871302847	0.5774588968	0.001375750542	0.000794439390255322	0.5684300604	0.001027320376	0.000583959783379831	0.5765719944	0.0005165987634	0.000297856379318112	0.567966514	0.0001538451978	8.73789206901065E-05	0.5774478006	0.001488759902	0.000859681131031372	0.568898885	0.001441499128	0.000820067246647672	0.5770222626	0.001485808466	0.000857344562841555	0.5686201612	0.001435698156	0.000816366916899263	
0.585774766	0.00138772997	0.000812897198447937	0.5849904658	0.001278964596	0.000748182094755749	0.5778646818	0.001031195132	0.000595891246826889	0.5858154354	0.001296781394	0.000759674556944729	0.576258571	0.001214772512	0.0007000230718552	0.5862785216	0.001363071462	0.000799139521576511	0.5770913308	0.0010121745706	0.000584117169949473	0.585942021	0.0005086532324	0.000298041302980639	0.577129354	0.0001386993932	8.0047491197708E-05	0.586190691	0.001491546854	0.000874330881005136	0.57733813	0.001440408414	0.000831602700175026	0.585185007	0.001488785614	0.000871215019950089	0.5772844126	0.001432946138	0.000827217469562769	
0.5937414242	0.00137687716	0.000817509005926851	0.5940844362	0.00125965583	0.000748341923571593	0.5871114242	0.0009923524696	0.000582621471735243	0.5946677208	0.001274140318	0.000757690118884447	0.5856314516	0.001182334406	0.000692412214462404	0.59504088	0.001356892036	0.000807406231166432	0.5857087172	0.0009991752636	0.000585225661901128	0.5946314502	0.000507597451	0.000301833408405953	0.585330085	0.0001457793388	8.53290327710478E-05	0.5948468256	0.001490075746	0.000886366827411652	0.5855746944	0.0014449867	0.000846147645264564	0.593913374	0.00147857326	0.000878144433552779	0.5855207852	0.001441272062	0.000843894749429063	
0.6028385012	0.001362276714	0.000821232852487421	0.6030078758	0.001229304058	0.0007412800287269	0.5950229082	0.000968300451	0.000576160950365392	0.6032473736	0.001255792236	0.000757553368154271	0.5948410942	0.001159087808	0.000689473059984599	0.6034069416	0.001351898424	0.0008157448933797	0.5946544784	0.0009902088852	0.000588832148135651	0.602962252	0.0005018333508	0.000302586567327074	0.5937081334	0.0001388294252	8.24241588964869E-05	0.6035519176	0.001494879162	0.000902237184805381	0.5941389994	0.001434393952	0.000852229387386692	0.6030073448	0.001467010126	0.000884617880873973	0.5944686408	0.001442137646	0.000857305606264132	
0.6117439312	0.001339220314	0.000819259899629259	0.611522652	0.001207303438	0.000738293400174478	0.6038990384	0.0009308337996	0.000562129636488658	0.611751496	0.001237704218	0.00075716740696701	0.6033478156	0.001128155744	0.000680670303798993	0.6117116774	0.001341711298	0.000820740468686111	0.603106155	0.0009727516186	0.000586672488463873	0.6117491542	0.0004949183712	0.000302765894979642	0.6024560956	0.0001380589378	8.31744486296712E-05	0.6127796348	0.00148713353	0.000911285141412235	0.6027227116	0.00143827162	0.000866878970823725	0.6117659004	0.001454201014	0.000889630592692303	0.6031929484	0.001437499196	0.000867089378357869	
0.6204846652	0.00131578352	0.000816423496882878	0.6204765328	0.001178612968	0.000731301687897757	0.6126156732	0.000901823102	0.000552470966739042	0.6196741432	0.001221787926	0.000757110386216155	0.611781416	0.001100010632	0.000672966062060015	0.6203463752	0.001331914268	0.000826248188230961	0.6118820862	0.0009612234178	0.000588155390187758	0.6211436602	0.0004819190634	0.000299340970960432	0.6112271432	0.0001388546554	8.48717343401625E-05	0.6214184568	0.00148553239	0.000923137245320216	0.6110488196	0.001433728268	0.000876077965788552	0.6204701706	0.001439695666	0.0008932882154951	0.6124664544	0.001434522048	0.000878596632497187	
0.629500569	0.001296699884	0.000816273314800234	0.628899734	0.001159434234	0.000729167881353094	0.621490091	0.0008741884132	0.000543299436470814	0.6282727572	0.00119959711	0.000753674183828852	0.6207647864	0.001076313774	0.000668137690016488	0.6290588256	0.001323683442	0.000832674751490686	0.6201724902	0.000956099773	0.000592946777101065	0.629260936	0.0004740084664	0.000298275011238789	0.6193864002	0.0001406459904	8.71142136964198E-05	0.6295960408	0.001484796838	0.000934822210597159	0.6202563078	0.001424856988	0.000883776534519909	0.6296017466	0.001428522626	0.000899400340387219	0.6205199318	0.001435222666	0.000890584270824134	
0.6382882956	0.001278446898	0.000816017691539527	0.6371833542	0.001131444384	0.000720937527687873	0.6293672024	0.0008532785082	0.000537025507573879	0.6370823632	0.001173433528	0.000747573805076353	0.6288349424	0.0010544431866	0.000663070720509683	0.637705131	0.001310459004	0.00083568643081595	0.6282526642	0.0009484492398	0.000595865761762815	0.6377742544	0.0004697504072	0.000299594715706076	0.6287889628	0.0001324151656	8.32611946366143E-05	0.6378697038	0.001494688966	0.000953416808015548	0.6291742926	0.001414679568	0.000890080016452073	0.638269804	0.001420707126	0.000906794458853423	0.629627346	0.00142145287	0.000894985598002183	
0.6468785384	0.001257181832	0.000813243945987194	0.6459669588	0.001107427298	0.000715361443781161	0.6387612646	0.0008138303248	0.000519843287439077	0.6457393226	0.001146984652	0.000740653092215077	0.6374340656	0.0010149600692	0.000646970123331813	0.6468210446	0.001292751376	0.000836178795432407	0.6369638462	0.0009260332938	0.000589849728528103	0.6463385602	0.0004694301794	0.000303410826267824	0.6378413304	0.00012668599908	8.08055661962404E-05	0.646626293	0.001486588174	0.000961267000171259	0.6384787468	0.001411217228	0.00090103220719601	0.6462862446	0.001424169468	0.0009204211371477	0.638501259	0.001412936752	0.000902161895039371	
0.6553027542	0.001241715798	0.000813699782363051	0.654782907	0.001085236482	0.000710594298466413	0.6465736268	0.0007886274266	0.000509905695410713	0.6540549692	0.001125719586	0.000736282489149067	0.6458883424	0.0009830323866	0.00063492915870659	0.6560301208	0.001277190246	0.000837875271367962	0.6455774912	0.000906344136	0.000585115373482712	0.65491536	0.000457356621	0.000299529876090599	0.6470817966	0.00011400691898	7.3771801958409E-05	0.6547219422	0.001491166462	0.000976299402144142	0.6477691218	0.001392133592	0.00090178115431812	0.6554800338	0.001424264566	0.000933576985861822	0.646956804	0.001409059084	0.000911600361631807	
0.6641953096	0.001219134886	0.000809743673050931	0.6631814382	0.001067303726	0.000707816020004899	0.6549901696	0.0007564144508	0.000495444029417383	0.663189844	0.001095367814	0.000726436809689281	0.654120594	0.0009497286952	0.000621237098243069	0.6645497816	0.001265246718	0.000840819430117017	0.6540802186	0.0008856942948	0.000579315117955557	0.6628231674	0.0004520078462	0.000299601272307936	0.654954152	0.00010424482296	6.82755796221569E-05	0.663242425	0.00148662311	0.000985991516537442	0.6565442924	0.001385373874	0.000909559309814777	0.6640102838	0.001424454762	0.000945852610775881	0.655258117	0.001406307064	0.000921494118680439	
0.6727515614	0.001193801956	0.000803132129901374	0.672115533	0.0010351509144	0.000695741008567393	0.6630879114	0.0007280442086	0.00048275731368744	0.6717105188	0.0010624794488	0.000713678621767786	0.6631130336	0.0009077788536	0.000601959989448626	0.6731031168	0.001261724214	0.00084927050098543	0.6625720398	0.0008702631964	0.000576612061201616	0.6719169474	0.0004413801648	0.000296570812975325	0.6635180156	9.870585236E-05	6.54931112860138E-05	0.6722769734	0.001476566016	0.000992661332261776	0.665064967	0.001384543222	0.000920811192249504	0.6723540876	0.001426696358	0.000959245128065333	0.6638491214	0.001402179038	0.000930835322421797	
0.6822559078	0.001163700544	0.000793941571054074	0.6808491002	0.0010089271694	0.000686927155453323	0.6718434224	0.0006938147682	0.000466134888379151	0.6807819128	0.0010251428284	0.000697898695611354	0.6724831246	0.0008646781328	0.000581481452518638	0.6824047806	0.0012469588	0.000850930646331239	0.6720585036	0.00084208315	0.000565929141695774	0.6804784	0.0004332444378	0.000294813481843043	0.6718120358	9.649919176E-05	6.48293184693402E-05	0.6810638748	0.001462640958	0.000996151918296664	0.6736668802	0.001384698484	0.00093282550773395	0.6811468884	0.001429898636	0.000973971006638804	0.6726930994	0.001396510036	0.000939422664460046	
0.6908861696	0.001132958674	0.000782745478594955	0.688648844	0.0009839494014	0.000677595617828602	0.6807451112	0.0006660849816	0.000453434094867942	0.6895605718	0.0009926096254	0.000684464460865008	0.6810178788	0.000838774615	0.000571220509098587	0.6904980208	0.001243211166	0.00085843484955946	0.6806854672	0.0008258815642	0.000562165578379344	0.6894790218	0.0004157619406	0.000286659136106558	0.6798408436	9.700961548E-05	6.59510988252348E-05	0.6895717388	0.001461740438	0.00100797489550593	0.6819238026	0.001386334556	0.000945374532103303	0.6903669342	0.001423554244	0.000982774779097679	0.6810478724	0.001395289288	0.000950258800974911	
0.69960344	0.001104138174	0.000772458864765718	0.6969684218	0.000950870841	0.000662726949387409	0.6893448694	0.0006392207804	0.000440643565382604	0.6979871978	0.000953576767	0.000665584375485514	0.689932821	0.0008082578762	0.000557643636622135	0.698858439	0.001239178236	0.000866010167653734	0.6893427444	0.0008074034498	0.00055657770992316	0.6973984954	0.000421335845	0.000293838984361088	0.6881242728	9.435269512E-05	6.49263797161701E-05	0.6980997718	0.001456391662	0.00101670668689362	0.6904099146	0.00138236179	0.000954396285380203	0.6982786098	0.001425060286	0.00099508911538927	0.6896220734	0.001388599438	0.000957608823555635	
0.707925365	0.001074166794	0.00076042991971333	0.7064964254	0.0009042476144	0.000638847707250078	0.6978343442	0.0006099500188	0.000425644071364076	0.7069794484	0.000920177977	0.000650546918609288	0.699237783	0.0007661178386	0.000535698538979416	0.7078492312	0.001224317726	0.000866632361093632	0.6983256072	0.0007851776998	0.000548309693972734	0.7064768658	0.000413365084	0.000292032868975474	0.6969794138	9.070015744E-05	6.32161425640989E-05	0.7074183066	0.001452739124	0.00102769425103165	0.6988034376	0.001385824132	0.000968418667350636	0.707157721	0.001422533398	0.00100595547577607	0.6983075074	0.001382800404	0.000965619903348953	
0.716163832	0.0010450609976	0.000748434888714959	0.7151989828	0.0008672661556	0.000620267872301986	0.706833191	0.0005793032482	0.000409470763481871	0.7164271652	0.000881655543	0.000631641981354357	0.7075473412	0.0007361813912	0.000520883185984477	0.7161067238	0.00120408321	0.000862252082695688	0.7069995006	0.0007592043142	0.000536757070992766	0.7144789758	0.0004081463412	0.000291611979837093	0.70630467	7.587458076E-05	5.35905707250802E-05	0.7157216504	0.00145443536	0.00104097087625932	0.707157831	0.001386914846	0.000980767694279059	0.7160802758	0.001419045826	0.00101615072645492	0.7071888402	0.001375244968	0.000972557893910806	
0.7245886204	0.0010129780534	0.000733992370208583	0.7240174688	0.0008339973984	0.000603828685375353	0.715482287	0.0005516336254	0.000394684087887293	0.7246374758	0.0008534405628	0.000618435015172723	0.716015254	0.0007028777	0.000503271154896436	0.7242277416	0.001193515694	0.000864377175629777	0.7153046824	0.0007377490518	0.0005277153511887	0.722968768	0.000398894669	0.000288388387408698	0.7154382774	6.536722732E-05	4.6766216512235E-05	0.7240877786	0.00145155331	0.00105105201175738	0.7156392534	0.001383487438	0.000990077917218599	0.7253709694	0.001409343894	0.00102229714660875	0.7153848188	0.001377261432	0.000985271919971548	
0.7326496452	0.0009864340806	0.000722710579164778	0.7328188946	0.0007987374066	0.000585329863380283	0.7234898502	0.0005223026998	0.000377880702037358	0.7331695668	0.0008169695276	0.000598977194639293	0.7243964734	0.000664580396	0.000481419695153175	0.7334236892	0.001167992568	0.000856633418180742	0.723964307	0.0007125461536	0.000515857982296539	0.731258667	0.0004014564914	0.000293568538759661	0.724771841	5.592535918E-05	4.05331255314749E-05	0.7334612334	0.001442751898	0.00105820258659727	0.7249648896	0.001373525442	0.000995757720422321	0.7331810508	0.001405856322	0.00103074721543778	0.7244112508	0.001362660986	0.000987126949284621	
0.7412966492	0.0009521095412	0.000705795612562909	0.741572187	0.000759669615	0.000563349857792998	0.73219653	0.000493292002	0.000361186692141153	0.7425148006	0.0007739639046	0.000574679654295666	0.733021727	0.0006282044588	0.000460487517298676	0.7419166526	0.001149739584	0.000853010943522997	0.7330076724	0.0006778664534	0.000496881311204777	0.7404331798	0.000386310687	0.000286037250366132	0.7331461492	5.441931814E-05	3.98973135364307E-05	0.74215466	0.001439229394	0.00106813080156608	0.7333533398	0.001377973698	0.00101054161358486	0.741655623	0.001394518316	0.00103425235043789	0.7332930262	0.001357822634	0.000995681868328715	
0.750065542	0.0009192561092	0.000689502331783909	0.7496432318	0.0007296031358	0.000546942052652526	0.7408544422	0.0004580669442	0.00033936093043555	0.7510842442	0.000730317826	0.000548530212366997	0.7411697626	0.0005989686312	0.000443937438191351	0.7504874292	0.001130846144	0.000848685815431293	0.7418276816	0.0006472546166	0.000480151391637275	0.7490104254	0.000376703853	0.000282155113185349	0.7426482146	5.313840694E-05	3.94631430406793E-05	0.7501787124	0.001436217312	0.00107741965384275	0.7418631718	0.001368461962	0.00101521153161697	0.7506225086	0.00139032042	0.00104360580141821	0.7416966342	0.001351192948	0.00100217526168638	
0.758821309	0.000885952418	0.000672279573538475	0.7581217366	0.0006963945426	0.000527951839994675	0.7495901676	0.0004164373302	0.000312157328139515	0.7589759438	0.0006983901442	0.000530061318834813	0.7501684184	0.0005574341154	0.000418169468711821	0.7598934804	0.001105643246	0.000840171094283693	0.750571904	0.0006297371856	0.000472663038415393	0.7579940506	0.000370524427	0.000280855311267974	0.7508529432	6.005338662E-05	4.50912620927545E-05	0.7595520404	0.001427095672	0.00108395342951361	0.7512308566	0.001350018782	0.00101417576602795	0.7592389448	0.00138653785	0.00105271353415926	0.7507226226	0.001334731298	0.00100201298050086	
0.7672525046	0.0008483906674	0.000650929864441916	0.7668531502	0.000656106004	0.000503136956032534	0.7586091818	0.0003861457212	0.000292933689615103	0.7679427632	0.000660413068	0.00050715943629331	0.758303514	0.0005266922468	0.000399392581544995	0.7685087128	0.00108425785	0.000833261604646795	0.7594468332	0.0006013320094	0.000456679690240623	0.7667574278	0.0003573950872	0.000274035337769829	0.7594690622	4.92956733438E-05	3.74385388049333E-05	0.7685413734	0.00142257755	0.00109330970404501	0.7599245988	0.001340031556	0.00101832294257264	0.7675916286	0.001385672264	0.00106363042982961	0.760086755	0.001313146004	0.000998104885021577	
0.7766253886	0.0008031434498	0.00062374159380247	0.7756919938	0.0006149615838	0.000477020777048228	0.7670044186	0.0003607526272	0.000276698859083959	0.7765159498	0.0006216655044	0.000482733179607062	0.7674697202	0.0004889655306	0.000375266238957027	0.7773293568	0.0010587696574	0.000823012736786098	0.7686437954	0.0005704348788	0.000438461230269371	0.7754015784	0.0003388218748	0.000262723016516367	0.768106174	4.50628440638E-05	3.4613048743404E-05	0.7765437368	0.00141809436	0.0011012122934494	0.7678763546	0.001334812814	0.00102497119768769	0.777096104	0.001379137676	0.00107172251489921	0.7684492688	0.00130837752	0.00100542174855836	
0.7849230904	0.000766222155	0.000601425461835548	0.785102105	0.0005757986944	0.000452060767029692	0.7757866298	0.0003287647812	0.000255051321604082	0.7845148252	0.0005887169752	0.000461857194891301	0.776216417	0.0004540607006	0.000352449370120242	0.7862716334	0.0010272573006	0.000807703275664837	0.7770368128	0.0005527272518	0.000429489422086375	0.783874376	0.0003345288814	0.000262228618161403	0.776911533	3.91085477638E-05	3.03838817965776E-05	0.7859017802	0.001406375962	0.00110527337216629	0.776283641	0.001320117268	0.00102478543935001	0.7859514366	0.00138343067	0.001087309322523	0.7771233534	0.001293456846	0.00100517552164171	
