Run Id			Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		
Device	Control		Device	Control		Device	Control		Device	Control_S1_P2		Device	Control_S1_P2		Device	Control_S1_P3		Device	Control_S1_P3		Device	Control_B_S1_P3		Device	Control_B_S1_P3		Device	Control_C_S1_P3		Device	Control_C_S1_P3		Device	Control_C_S1_P3		Device	Control_C_S1_P3		
Curve	Illuminated IV1		Curve	Illuminated IV2		Curve	Illuminated IV3		Curve	Illuminated IV1		Curve	Illuminated IV2		Curve	Illuminated IV1		Curve	Illuminated IV2		Curve	Illuminated IV1		Curve	Illuminated IV2		Curve	Illuminated IV3		Curve	Illuminated IV4		Curve	Illuminated IV3		Curve	Illuminated IV4		
Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		Size [cm2]	0.07		
Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		Temperature [C]	25		
Material	None		Material	None		Material	None		Material	None		Material	None		Material	None		Material	None		Material	None		Material	None		Material	None		Material	None		Material	None		Material	None		
Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		Date	11/13/2019		
Time	2:49:16 PM		Time	2:49:35 PM		Time	2:49:35 PM		Time	2:50:41 PM		Time	2:50:41 PM		Time	2:51:07 PM		Time	2:51:07 PM		Time	2:53:16 PM		Time	2:53:16 PM		Time	2:56:55 PM		Time	2:56:55 PM		Time	2:57:26 PM		Time	2:57:26 PM		
Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		Temperature Corrected	no		
Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		Irradiance [W/m2]	-1		
Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		Irradiance Corrected	no		
V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	
0.10040841716	0.001545567342	0.000155187970424408	0.1003367409	0.0015466304	0.000155183853712863	0.09166306294	0.0015534071	0.000142390052778743	0.10056552182	0.00155407958	0.000156286823912506	0.0908319169	0.001558211974	0.000141535380534953	0.10018965446	0.00150294114	0.000150579153490318	0.09229403154	0.001487893346	0.00013732367540388	0.09957811218	0.0009186651432	9.14789406854254E-05	0.09063912556	0.0007014502608	6.3578838262746E-05	0.09935862866	0.001543363594	0.000153346490223609	0.09174443796	0.001513464988	0.000138851994696198	0.10142344016	0.00151530436	0.000153687381080647	0.09168862646	0.001502305536	0.000137744331119094	
0.10851490342	0.001554463852	0.000168682494769661	0.10876012344	0.001549997644	0.000168577935093149	0.1001830957	0.00154786813	0.00015507022099877	0.1095640389	0.001551517758	0.000169990551991553	0.09974900784	0.001556610834	0.000155270386284495	0.10914301922	0.001505182734	0.000164280188066574	0.1002970203	0.001480943432	0.000148534213462456	0.10844294558	0.0009193055988	9.96922070220577E-05	0.09873013688	0.0006869798458	6.78256142096353E-05	0.10847072746	0.001542818236	0.000167350616397474	0.09998511286	0.00151810344	0.000151787743781554	0.109304157	0.00151888703	0.000166020666392384	0.10037848948	0.001508675158	0.00015143853347604	
0.1171277154	0.00154613793	0.000181095603434185	0.1180170043	0.001553425052	0.000183330571041612	0.108740988	0.001547227674	0.000168247065931702	0.1184574734	0.001545078268	0.000183026067832528	0.10887277628	0.001557571518	0.000169577135419314	0.1180155256	0.001509570826	0.000178152794460816	0.1084546211	0.001475819788	0.000160059475919422	0.11731976608	0.0009135065644	0.000107172376447952	0.10724680716	0.0006652994534	7.13512421824432E-05	0.11733454526	0.001539165698	0.00018059730725462	0.10828318148	0.001518293636	0.000164405665326917	0.117502788	0.001525006292	0.000179192491027542	0.10909315052	0.001506658694	0.000164366143686809	
0.1250474348	0.001543385912	0.000192996449202059	0.1268725172	0.001547470756	0.000196331510107107	0.1172516338	0.001551260602	0.000181887840034072	0.126996088	0.001544342714	0.000196125483209303	0.117776166	0.001556005312	0.000183260339922994	0.1269482152	0.00150489744	0.000191044044067049	0.1173360062	0.001466888342	0.00017211881959162	0.1259459606	0.000907872496	0.00011434287361104	0.11682261608	0.0006412823684	7.49162839224663E-05	0.1262087	0.00153596342	0.000193851946485754	0.11631679938	0.00151387061	0.000176088584030648	0.126077739	0.00152935945	0.000192818181574284	0.1185947598	0.001503456416	0.000178302052525289	
0.1336029826	0.001541974968	0.00020601245481934	0.1354199458	0.001544528542	0.000209159971444193	0.1256782522	0.00154914904	0.000194694343744508	0.1359859796	0.00154027485	0.000209455784330493	0.1262961348	0.001550501274	0.000195822317908676	0.1358913064	0.00149715181	0.000203449915340025	0.1254731216	0.00146006846	0.000183199347425905	0.134471827	0.0009050855438	0.000121708506666075	0.1254980226	0.0006153089826	7.72200606043178E-05	0.135416878	0.00153436228	0.000207778549678562	0.1254159622	0.001504488906	0.000188686923765215	0.1343215892	0.001527247888	0.000205142363418504	0.1275861114	0.001501535048	0.000191575017905132	
0.1427188224	0.00154338591	0.000220270219583952	0.1439264072	0.001543377662	0.000222132801844396	0.1340841952	0.001555233368	0.000208532214496465	0.1447194748	0.001534000326	0.000221999721521749	0.1351483478	0.001556515734	0.000210360529774804	0.1442213392	0.001503201204	0.000216793690727932	0.133775125	0.001451387376	0.000194159527647822	0.143142223	0.000887187721	0.000126994022602244	0.1347736748	0.0005949444352	8.01828478337145E-05	0.1443666928	0.001524755446	0.000220123901067809	0.1343089528	0.001509197226	0.000202698698992725	0.1430937072	0.001529169254	0.000218814497491118	0.1355678536	0.001502660696	0.000203712485245802	
0.1520677858	0.001533493782	0.000233195003966808	0.1531916604	0.001541646492	0.000236167385859315	0.142938945	0.001557890288	0.000222683194192466	0.153032195	0.001534095424	0.000234765990074176	0.1437334458	0.001557346386	0.000223842762363957	0.1527206328	0.00150233562	0.00022943764656438	0.1424909258	0.00144565821	0.000205993176733271	0.1524215554	0.000869705224	0.000132561822981585	0.1438580598	0.0005743547582	8.26255611515501E-05	0.1533192342	0.001523474534	0.000233577948876082	0.143012199	0.001508046346	0.000215669024135375	0.152903149	0.001529939742	0.000233932604332048	0.1449213834	0.00149427461	0.000216552343660695	
0.1606814852	0.001535640278	0.000246748960601981	0.1611919842	0.001533735896	0.000247225932315005	0.1518919934	0.001556834508	0.000236470696814028	0.161274014	0.001539504362	0.000248282048030249	0.1525418378	0.001548830266	0.000236261415215903	0.1612582322	0.001493689468	0.000240869723065438	0.151939646	0.001436276506	0.000218227343879757	0.1607577386	0.0008605486498	0.000138339854897131	0.1521605058	0.0005639774368	8.58150920432755E-05	0.1612546208	0.001525205706	0.000245946467763026	0.1526773012	0.001506159914	0.000229956430845144	0.1612005844	0.001523950512	0.000245661713131079	0.1533343028	0.00150314589	0.000230483827049835	
0.1698358208	0.001532723294	0.00026031131869577	0.1700862436	0.00153171943	0.000260524404097833	0.1609295138	0.001551840896	0.000249737000888236	0.169561874	0.001538093418	0.000260802002343145	0.161258465	0.001554464334	0.000250670532398087	0.1696181366	0.001494164958	0.000253437475948977	0.1604788952	0.001433489554	0.000230044819906661	0.1697816868	0.0008434814784	0.00014320770818731	0.160280943	0.0005552361882	8.89937798324215E-05	0.1699887508	0.001524980576	0.000259229543108504	0.1615680726	0.001508946866	0.00024379763679543	0.1694027042	0.001520653136	0.00025760275338861	0.161844505	0.001498792732	0.000242571367808138	
0.1789275622	0.001530196406	0.000273794312612781	0.1792793274	0.001524129062	0.000273244833106153	0.1692137604	0.001558600614	0.000263736670856689	0.1784174504	0.001535471432	0.000273954898059477	0.1703784922	0.001551262056	0.000264301690108352	0.1782525744	0.001495280902	0.000266537670232654	0.1690766794	0.001431628352	0.000242054967891054	0.1780475422	0.0008346451318	0.000148606514326185	0.169071578	0.000546234876	9.23527924439543E-05	0.1784389602	0.00152260895	0.000271692757829214	0.170185135	0.001514070512	0.000257672294484239	0.1783563872	0.001524686064	0.000271937497989228	0.1698883978	0.001503275922	0.000255389137839898	
0.1873121356	0.001530101308	0.000286606543685833	0.1882637666	0.001522077664	0.000286552074082369	0.1786095268	0.001550785114	0.000276984995380024	0.1867810332	0.001544082648	0.000288405352339632	0.1793447964	0.001544477108	0.000276993932478721	0.1872242048	0.00149073755	0.00027910215236425	0.1776371076	0.00142919656	0.00025387834311027	0.1873571242	0.0008272798924	0.000154996781548549	0.1769191948	0.0005387396048	9.53133770880862E-05	0.187309121	0.001521838462	0.000285054224621212	0.1785685024	0.001514806066	0.000270496650632056	0.1870358524	0.001521578884	0.000284589803562781	0.1786761184	0.001503110956	0.000268570031142593	
0.1961247132	0.001536375832	0.000301321269418411	0.1963774202	0.00151999133	0.000298491976111767	0.1877062794	0.001551615766	0.000291248022494241	0.195342225	0.001545173362	0.00030183760254381	0.1882848448	0.001547809418	0.000291429056048108	0.1962642646	0.001486349458	0.000291717283312979	0.1862959618	0.001424133078	0.000265310241497204	0.1955709768	0.0008166172772	0.00015970663857376	0.1858095244	0.0005204866202	9.67113713559255E-05	0.1953967104	0.001523024276	0.000297593933389742	0.18721664	0.001510963334	0.000282877478554678	0.1953545334	0.001516455238	0.000296246405441476	0.1872635644	0.00150384651	0.0002816156577731	
0.2050340038	0.001542139932	0.00031619112467782	0.205443607	0.001525850528	0.000313476236215174	0.1964856894	0.00154901901	0.000304360068073555	0.20401611	0.001540214684	0.000314228608394559	0.1966313672	0.001548449874	0.000304473815765288	0.2055409966	0.001479304446	0.000304057710105651	0.1948140292	0.001418689204	0.000276380560013781	0.2046275236	0.0008046737506	0.000164658396891202	0.1946855828	0.0005099889706	9.9287499962833E-05	0.2050205916	0.001522574016	0.000312159025515108	0.1951520878	0.001516857466	0.000296017901384917	0.2043882494	0.001519942808	0.00031065844971524	0.1963840362	0.001495935914	0.000293777932687856	
0.213390928	0.00154419133	0.000329516420918254	0.2143305742	0.001522007796	0.000326212804853556	0.2046780446	0.001552091256	0.000317679003318838	0.2129678266	0.001540439814	0.000328064119195688	0.2050801208	0.001544927368	0.000316833891256666	0.2145008932	0.001474440864	0.00031626888229858	0.2040607666	0.00140757633	0.000287231104947815	0.212772505	0.0008010561468	0.000170442723000284	0.203824826	0.0004912857264	0.000100136227699764	0.2138300004	0.001516809916	0.000324339464945004	0.2036211332	0.001519133994	0.000309327785340922	0.2128414404	0.001521413916	0.000323819929326045	0.2045886934	0.00150015904	0.000306915577885798	
0.2225961894	0.00154374107	0.000343630879602279	0.2221833278	0.001530974174	0.000340156936755176	0.2138918654	0.00154789336	0.000331081798210674	0.2209903498	0.001544152516	0.00034124280465539	0.2130657966	0.00154553289	0.00032930019637935	0.2226379474	0.001482126332	0.000329977564343971	0.2129318792	0.00139489725	0.000297018092733412	0.2221692862	0.0007885672626	0.00017519542585253	0.2122830278	0.0004779060266	0.000101451338330515	0.2224026708	0.001516014198	0.00033716560660592	0.2122867094	0.0015167973	0.000321995907643805	0.2213349004	0.00151881716	0.000336167244834411	0.2137450598	0.001489556588	0.000318385361977544	
0.2315343986	0.001541914802	0.000357006316373508	0.2305940934	0.001528672416	0.000352502829873108	0.2216702942	0.001552921908	0.000344236656215985	0.2300304062	0.001540664944	0.00035439978288642	0.2218674034	0.00154069454	0.000341829897022357	0.2309797766	0.001478473794	0.000341497546647074	0.2216987976	0.001384554864	0.000306954148560032	0.2302729206	0.0007922198004	0.000182426767195257	0.2216309786	0.0004530932242	0.000100419494676475	0.2305427062	0.001521362972	0.000350739136677355	0.22070724	0.001510843002	0.000333453989044734	0.2305168242	0.001513148158	0.00034880610792624	0.2224388574	0.001488085482	0.000331008034329608	
0.2398388776	0.00154556734	0.000370687136080818	0.2391370826	0.00153296541	0.000366588875874113	0.2305074174	0.001543540204	0.000355797466077109	0.2392391558	0.001532018794	0.000366518882946294	0.230893954	0.001538132718	0.000355145545035787	0.2396533452	0.001476872656	0.000353937472444809	0.230403948	0.001374212478	0.000316623980322063	0.2396098988	0.0007867759278	0.000188519300438434	0.2303448156	0.000445502855	0.000102619272984249	0.2391869104	0.00152120771	0.000363852972231559	0.2301548832	0.001512989498	0.000348221921195017	0.2387649862	0.001517596414	0.00036234888684588	0.2310719652	0.00148347226	0.000342788850437885	
0.2485482132	0.001546397992	0.000384354457807668	0.2480265244	0.001530723814	0.000379660107402732	0.239553121	0.001543219976	0.000369683161640345	0.2475903082	0.0015334899	0.000379677236962587	0.2398795354	0.001538322914	0.000369012185905494	0.248194751	0.001475046388	0.000366098770983109	0.2391302164	0.001371425526	0.000327949282808864	0.2478747396	0.0007877715452	0.00019526866663074	0.2389855358	0.0004372370964	0.00010449334175479	0.2475237938	0.001522808848	0.000376931423289168	0.2393520278	0.001504308414	0.000360059269327502	0.2473644824	0.00151778661	0.000375446499176301	0.23970577	0.001483792486	0.000355673620376844	
0.2568043654	0.001547739068	0.000397466149162527	0.2560791074	0.001541161298	0.000394659209551265	0.2481036578	0.00154440579	0.000383172725626499	0.2562737694	0.001534355486	0.000393215063996789	0.247845045	0.00154344656	0.000382535582118295	0.2561263964	0.001473730544	0.000377461293499332	0.2475692642	0.001362684278	0.000337358744041368	0.2566623324	0.0007919345066	0.000203259757571999	0.2468634026	0.000428115456	0.000105686038173811	0.2562095392	0.00152757733	0.000391379883811666	0.2485234878	0.001500750976	0.000372971866874774	0.2564038444	0.00151801174	0.000389224045980333	0.2483180772	0.001486614372	0.000369153222392926	
0.264914532	0.00155478408	0.000411884896914251	0.2651865798	0.001542217078	0.00040897527222397	0.2563160532	0.001547928296	0.000396758871467321	0.2649640152	0.001535956624	0.000406973234268077	0.2572697954	0.001545818188	0.000397692328952359	0.2654445414	0.001458524576	0.000387157387196949	0.2566194054	0.00135279215	0.000347152717162788	0.26476584	0.0007938558734	0.000210185917159685	0.255619159	0.000416967647	0.000106584919256349	0.265442768	0.001527767526	0.000405534840961952	0.2566456392	0.001497038276	0.000384208345250886	0.2648310992	0.001517631348	0.000401915978071218	0.2567631518	0.00149231831	0.000383172352764449	
0.2732377182	0.001558626812	0.00042587563363622	0.2739892036	0.001544518836	0.000423181485820839	0.2653356264	0.001545366474	0.000410040781396349	0.2731237756	0.00153704734	0.000419804172776737	0.2653746342	0.001551807418	0.000411810325900596	0.2743406428	0.00145166976	0.000398252015091722	0.265298872	0.00134680292	0.000357305295482306	0.2733629272	0.0007858501784	0.000214822305108066	0.263950145	0.0004194945354	0.000110725643445538	0.2744911342	0.001529914024	0.000419947835676246	0.2660937274	0.00149799896	0.000398608126907723	0.2735311768	0.001515840012	0.000414629502322886	0.2653342998	0.001491772952	0.000395818531679499	
0.2817521718	0.001558817008	0.000439200077442778	0.2832406342	0.00153949029	0.000436046206084342	0.273747532	0.00154751297	0.00042362785627549	0.2818970998	0.001543867222	0.000435211692358083	0.2734776332	0.001549245596	0.000423684018839603	0.2825562722	0.001451159336	0.000410034172348387	0.2746058562	0.001335950108	0.000366859723247822	0.281639184	0.0007840239094	0.000220811854079906	0.2720367198	0.0004142408586	0.00011268872438068	0.2835888398	0.001530519546	0.000434038262341363	0.2740321574	0.00149822409	0.000410561579651352	0.282531854	0.001511486854	0.000427043183157247	0.2739089362	0.001488700706	0.000407768426700649	
0.291105894	0.00155180693	0.000451740143673045	0.2914201152	0.001533856222	0.000446996556915477	0.2821085776	0.001542899748	0.000435265253287678	0.2906180412	0.001544697874	0.000448917070387684	0.2816268024	0.001554274142	0.000437725256664464	0.2911781556	0.001449593132	0.000422089854546187	0.2830568914	0.001324006582	0.000374769187294059	0.2900211578	0.0007819725106	0.000226788572891985	0.2810616212	0.000395892776	0.000111270265443928	0.2925662422	0.00152501551	0.000446168057057417	0.2821043378	0.001499374968	0.000422980182461536	0.2911806256	0.00151120156	0.000440032615648496	0.2826279124	0.001488890902	0.000420802127423613	
0.3000572324	0.00155088118	0.000465353114652046	0.3002333306	0.00152863748	0.000458947921900391	0.2906175136	0.001542709552	0.00044833841420921	0.2995227044	0.001544057418	0.000462480253588241	0.2912572796	0.001548890434	0.000451125614205303	0.3002887996	0.001442132794	0.000433056325574054	0.2914169878	0.001323746518	0.000385762222886299	0.298647545	0.0007694486926	0.00022979396304845	0.2898198522	0.0003883975048	0.000112565307435985	0.3014059642	0.001521753068	0.000458665450734848	0.290919898	0.00149812899	0.000435835532961643	0.300148261	0.001507488858	0.000452470159205576	0.291284674	0.001484762876	0.000432488670302962	
0.308615126	0.00154534221	0.000476915980852269	0.3092537306	0.001521462438	0.000470517934919271	0.2997884676	0.00153749081	0.000460922013878983	0.308658843	0.001537652862	0.000474610153320559	0.30013315	0.001549270824	0.000464987532610216	0.3089331322	0.001439856264	0.00044481930555531	0.2995258866	0.001319773752	0.000395306403179209	0.3078859126	0.0007550733756	0.000232476455326569	0.298786411	0.0003766791082	0.000112546598837759	0.30974957	0.001521718134	0.000471351537667702	0.2997798512	0.001501901854	0.000450239914309124	0.3089937554	0.00150854464	0.000466130873502141	0.300127187	0.001483481964	0.000445233268820555	
0.317597984	0.001538807624	0.00048872219914623	0.3172247592	0.001519956396	0.0004821678017156	0.308362028	0.001535474344	0.00047348198265781	0.3172622082	0.001536787276	0.000487564524717423	0.3096003916	0.001546198578	0.000478703685240163	0.317544362	0.001442963444	0.000458204906214303	0.3083046016	0.001313144066	0.000404848358111534	0.3168224106	0.0007422293298	0.000235154885485258	0.3078018002	0.0003623639552	0.000111536277738152	0.3179577796	0.00152341437	0.000484381450495933	0.3080308054	0.001498604478	0.000461616344334387	0.3169817172	0.001519847712	0.000481763937632251	0.3093491932	0.001486043786	0.000459706446258973	
0.3267225786	0.001532212872	0.000500608540503952	0.3253886406	0.001525340104	0.000496328342893223	0.3170253882	0.001527788878	0.000484347862135592	0.3253655896	0.001533870292	0.000499068611926504	0.3182041386	0.001543376692	0.000491108850813177	0.326550366	0.001436143562	0.000468973205799644	0.3163654298	0.00131054731	0.000414611863001384	0.3248614242	0.0007425495576	0.000241225706821016	0.31673665	0.000351416046	0.000111306341166286	0.3259954602	0.001522678816	0.000496386381358711	0.3168396444	0.001494856842	0.000473629910248187	0.3257994976	0.001520713298	0.000495447628482039	0.3174792728	0.001496611304	0.00047514306845818	
0.3345858628	0.001528049912	0.000511263898207984	0.3339616944	0.001523383804	0.000508751836405357	0.3257897718	0.001525677316	0.000497050064620077	0.333932744	0.001529387102	0.000510712431609068	0.3272696288	0.001535596128	0.000502553974797277	0.335224126	0.00143972623	0.000482630967131025	0.3246942618	0.001306574544	0.000424237257050752	0.3337488378	0.0007284595346	0.000243122523057079	0.3254541666	0.0003438256768	0.000111899499098625	0.333855319	0.001531194936	0.000511197573809465	0.3258365798	0.001489317872	0.000485274241647494	0.3345118176	0.001517831248	0.000507732489578556	0.3253544144	0.001496135814	0.000486774391626837	
0.3436353732	0.001528240108	0.000525157359851788	0.3426485806	0.00152197286	0.000521501840190723	0.3346183334	0.001519688084	0.000508515493955919	0.3427817896	0.001522532286	0.000521896341718859	0.3349266132	0.001534255052	0.00051386284835135	0.343535389	0.001444884808	0.00049636906457647	0.3331079454	0.001291653868	0.000430260166137443	0.3424744094	0.000721449457	0.000247077976698026	0.3339828902	0.000341809212	0.000114158428520745	0.3420478664	0.00153193049	0.000523993555577607	0.3338408408	0.001485024878	0.000495761953880437	0.3428018374	0.001521223722	0.000521478286998067	0.334493153	0.001490336778	0.000498507447905081	
0.3529088744	0.001521065064	0.000536797359625404	0.350974115	0.001524664714	0.000535117848667878	0.3427775214	0.001512868202	0.000518577212486435	0.3514253636	0.001516863284	0.00053306423111119	0.3433372534	0.00152660452	0.000524140202924825	0.3522261452	0.001448952672	0.0005103590142358	0.341699516	0.001287265776	0.000439858092622564	0.3506516092	0.0007218647828	0.000253123047713628	0.3424451518	0.0003362702414	0.000115154113862046	0.350563527	0.001530649578	0.000536589914664742	0.3424762328	0.001486435822	0.000509068940617531	0.3516581762	0.001518566802	0.000534016432029187	0.3428753822	0.001493764186	0.000512174966191422	
0.3611503794	0.001523531788	0.000550224083264161	0.35937169	0.001522042728	0.00054697906741357	0.3522315086	0.001502040622	0.000529066034265542	0.3597914212	0.00151266539	0.000544244030468152	0.352116856	0.001518598826	0.000534724244136411	0.3610514112	0.001443863962	0.000521309121060923	0.350785555	0.00127612767	0.000447647152971807	0.3593462978	0.0007142744134	0.000256671866068557	0.35060599	0.0003346691024	0.000117336991969363	0.3596630112	0.001523379436	0.000547903235151918	0.3516336156	0.001483163676	0.000521530205918467	0.3601554434	0.001513348058	0.000545040540847519	0.350949337	0.001488865672	0.000522516420470459	
0.368952845	0.00152032951	0.000560929898051956	0.368385941	0.001513621708	0.000557596957219607	0.36040928	0.001504282216	0.000542157270385365	0.3685215596	0.001509818274	0.00055640058504706	0.3605868552	0.00151277456	0.000545486621216964	0.3691145872	0.001447031306	0.000534120363179667	0.3599390056	0.001265499988	0.000455502807267532	0.3679959594	0.0007032566364	0.000258795600616435	0.3591561492	0.0003282645464	0.000117898230403909	0.368851025	0.001519952028	0.000560635863478629	0.3607532664	0.001475893534	0.00053243341324914	0.3682026376	0.001515589652	0.000558044107385666	0.359445972	0.001485083102	0.000533807139099165	
0.37840328	0.001519368826	0.000574934147288149	0.3772482424	0.001514487292	0.000571337669044136	0.368780474	0.001496631682	0.000551928541091377	0.3777336724	0.001508857592	0.000569946319354781	0.3691727186	0.001507105558	0.00055638225606403	0.3775585206	0.001446615982	0.000546182190040236	0.3690743194	0.001256793674	0.000463850269857776	0.376553539	0.0006969471782	0.000262437926447274	0.367530516	0.0003227255758	0.000118611497400171	0.3775204716	0.001516204392	0.000572398197109831	0.3697118346	0.001480056496	0.000547194402447808	0.3772447892	0.001513573188	0.000570987598245832	0.368117321	0.001484217518	0.000546366176507429	
0.3865464244	0.0015151457	0.000585674152780035	0.3856452482	0.001504690264	0.000580276650324404	0.3776245112	0.001494164958	0.000564233311916919	0.3859541872	0.001509212754	0.000582486981781944	0.3786719878	0.00150034584	0.000568138941620261	0.386991138	0.001442002762	0.000558042289865523	0.3777706564	0.001252535616	0.000473171201820698	0.385314878	0.0006882660936	0.000265199165887021	0.3765844644	0.0003135690016	0.000118085214519979	0.3866057476	0.001514603254	0.000585554323330063	0.3784887754	0.001484409654	0.000561832392134398	0.3862076718	0.001509410226	0.000582945809174572	0.3764405734	0.001488890904	0.000560478945631804	
0.3952560796	0.001516971968	0.000599592392934777	0.3945212476	0.001497004796	0.000590600199781104	0.3862593344	0.00149073755	0.000575811293828087	0.3941774266	0.001514431496	0.000596954709855268	0.3870416612	0.00150345302	0.000581898954396957	0.3954912616	0.001435788402	0.000567841766497628	0.3870747888	0.00123771004	0.00047908635232864	0.394276365	0.000674816526	0.000266064206913208	0.3853506244	0.000305243079	0.000117625611086429	0.3950946458	0.001515563938	0.000598791197271363	0.3874116416	0.00147813513	0.000572646757219929	0.3948459184	0.001505982818	0.00059463116886783	0.3851415396	0.001487029702	0.000572716908859209	
0.4040531878	0.001513804624	0.00061165758403358	0.4038347678	0.001488488678	0.000601103479653059	0.3941947246	0.00148958667	0.000587187207148481	0.4034607586	0.001509663012	0.000609089784051881	0.3947226828	0.001504924126	0.000594027688425165	0.4036531146	0.001443794096	0.000582791983691491	0.3957040296	0.001223680182	0.000484215178959061	0.4024694828	0.0006794297472	0.000273449738954519	0.3939648366	0.000294130204	0.000115876957757985	0.4038520548	0.001514733288	0.00061172815083276	0.3958569082	0.001479320944	0.000585599415127345	0.4042724468	0.001497751994	0.000605499863313959	0.3946227976	0.001488310612	0.000587321297405208	
0.413008206	0.00151467021	0.000625571226113743	0.412414163	0.001483044804	0.000611628681533159	0.4033068266	0.00148222143	0.000597790021251814	0.4129384018	0.001508287002	0.000622829624061593	0.4039973886	0.001496598204	0.00060462176619945	0.4126612124	0.001444659682	0.000596155015879519	0.4036466484	0.001219387188	0.000492201551538101	0.4114693362	0.0006729650272	0.000276904473027799	0.4028098882	0.0002858993792	0.000115163096972001	0.4128952874	0.001507818308	0.000622571073628642	0.4037883016	0.001484064198	0.000599247761975786	0.4136680276	0.001491442536	0.000616962092145862	0.4034776166	0.001488215514	0.000600461648575864	
0.4215877932	0.001513164168	0.000637931542336434	0.421040488	0.001476675182	0.000621740039246769	0.4118389142	0.001478248664	0.000608800324699361	0.4219320428	0.001502012478	0.00063374719315363	0.4122362304	0.00149208008	0.000615089467634131	0.421142313	0.001448822642	0.000610160518578651	0.412587462	0.00120548736	0.00049736897033548	0.4196906774	0.000678123606	0.000284602155563071	0.4114747064	0.000281511288	0.000115834774578086	0.4223537152	0.001505801842	0.000635981002323703	0.4117186812	0.001483553774	0.000610806803320563	0.422130355	0.001488690518	0.000628421456848474	0.4125420316	0.001490742402	0.000614993899113344	
0.4303750718	0.001509831858	0.000649793994292677	0.4299381774	0.00147539427	0.000634328323390204	0.4202269168	0.001459130094	0.000613165740611714	0.4307495724	0.001500056178	0.000646148557249478	0.4204214212	0.001486636208	0.000625013707374739	0.4296371094	0.001455642524	0.00062539804633108	0.4213647834	0.00119674611	0.000504266665424943	0.428534463	0.0006713386582	0.000287691751382878	0.4201534142	0.0002716793242	0.000114146995630179	0.4303791582	0.001508363664	0.000649168283971788	0.420813917	0.001477374348	0.000621699686257201	0.430802214	0.001483601808	0.000639138943580803	0.420886021	0.00148818058	0.000626354402845672	
0.439028984	0.001507460232	0.000661818734075364	0.4385841622	0.001471871764	0.000645539644479776	0.428875311	0.00144571546	0.000620031667525008	0.4400459058	0.001484304852	0.000653162273081675	0.429382212	0.001474527716	0.000633135972351388	0.438400988	0.001460385776	0.000640234567059547	0.4294998112	0.001189000478	0.00051067548081771	0.4369822652	0.0006666303392	0.00029130563567466	0.428437031	0.000267196135	0.000114476718774075	0.4391486818	0.001505066288	0.000660947876396819	0.4289991726	0.001473531614	0.000632143843205943	0.4393538328	0.001482225798	0.000651221585426339	0.4298400884	0.001483186966	0.000637533216579168	
