Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			
0.0296892652	0.0006472717484	1.92170225947153E-05	0.03187062316	0.00139363407	4.44159862679071E-05	-0.04564514592	0.001487893828	-6.79151308925274E-05	-0.04730630332	-5.413305388E-06	2.56083466648518E-07	-0.04760540298	0.001507730484	-7.17761172760504E-05	-0.112399154	9.373941028E-06	-1.05362304119309E-06	-0.1106710524	0.0002536213874	-2.80685458547061E-05	-0.05288039958	0.0002591821916	-1.37056578558281E-05	-0.05712391022	0.000274492962	-1.56801113173099E-05	-0.08353038468	2.0791517644E-05	-1.73672346688433E-06	-0.08339687218	6.626774676E-06	-5.52652280620033E-07	-0.08352593684	2.352353266E-05	-1.96482510321284E-06	-0.1000854912	0.001020943294	-0.000102181611067336	-0.0759128765	0.001466674376	-0.000111339470771003	-0.0795973174	0.001453834206	-0.000115721302741959	-0.0521535164	0.001541546542	-8.03970728595603E-05	-0.05251840366	0.001632889582	-8.57567541996847E-05	-0.06280291392	0.0005544574524	-3.48215436553797E-05	-0.09549516406	0.0002163696756	-2.0662257669031E-05	-0.05572466008	0.0004034399632	-2.24815548120077E-05	-0.07644311956	0.0006143153062	-4.69601783993846E-05	-0.05580895234	0.0004864124416	-2.71461687708374E-05	-0.05540572588	0.0009377366494	-5.19559797442861E-05	-0.06302106564	0.001204197714	-7.58898231775319E-05	-0.06179064574	0.000813036548	-5.02380533111405E-05	-0.06061523844	0.001040333754	-6.30600785558903E-05	-0.0568309595	0.001064947626	-6.05219954028271E-05	-0.09017709136	0.000291704721	-2.63050832757603E-05	-0.08955371338	0.0001707818522	-1.52941490424243E-05	-0.08864310958	0.001590975158	-0.000141028985269652	-0.08813639722	0.001575883696	-0.000138892711403178	-0.08988871862	2.753959076E-06	-2.47549852473559E-07	-0.07123044582	6.76214369E-06	-4.816705097376E-07	
0.03425838432	0.000644405159	2.20762795948127E-05	0.03571553838	0.00139241503	4.97308524448538E-05	-0.0382774881	0.001479793034	-5.66427602493979E-05	-0.04031660162	-5.093077588E-06	2.05335580135147E-07	-0.04006714638	0.001492965072	-5.98188500800512E-05	-0.1114371374	1.0749950178E-05	-1.19794367502894E-06	-0.1100698656	0.0002523055422	-2.77712371200891E-05	-0.04611328298	0.0002491600318	-1.14895870536992E-05	-0.05061997314	0.0002639254446	-1.33598989166146E-05	-0.0799372379	2.2037494904E-05	-1.76161647286109E-06	-0.07936804848	5.025635684E-06	-3.9887489661053E-07	-0.0793328753	2.36140371E-05	-1.87336946058387E-06	-0.09903341884	0.00101996714	-0.000101010832978657	-0.07215292822	0.001468914822	-0.00010598650571306	-0.0756819981	0.001458542526	-0.000110385412681501	-0.0462830818	0.001544143298	-7.14677105722558E-05	-0.04591235402	0.001629592206	-7.48184142701048E-05	-0.05744932584	0.000558395284	-3.20794326180353E-05	-0.09300609522	0.0002175904228	-2.02372355818969E-05	-0.0500241978	0.0004057164916	-2.02956420265204E-05	-0.07309727882	0.0006164618028	-4.50616802811514E-05	-0.0502150456	0.0004878233846	-2.44960735024353E-05	-0.0493666297	0.0009315921572	-4.59895650559166E-05	-0.05713289748	0.001204682908	-6.88270250786723E-05	-0.05625189616	0.00080672709	-4.5379928496139E-05	-0.05464905226	0.001029446008	-5.62582486900404E-05	-0.05079693282	0.001062515836	-5.39725455414781E-05	-0.0873461985	0.0002951922928	-2.57839246025789E-05	-0.08637467412	0.0001556011138	-1.3439995497184E-05	-0.08602276418	0.001542880826	-0.000132722873452842	-0.08517043052	0.00152592816	-0.000129963958329791	-0.08727788572	6.3113988158E-06	-5.50845544578736E-07	-0.06628272496	5.51616643E-06	-3.65626542313275E-07	
0.03831572638	0.0006430337398	2.46383048272849E-05	0.0405516343	0.00138929355	5.63381239749488E-05	-0.03184266368	0.001480598456	-4.71461986795353E-05	-0.03308781492	6.71022796E-07	-2.22026780811489E-08	-0.03312880452	0.001493795724	-4.94876665332079E-05	-0.1104751208	4.535590104E-06	-5.01069864638685E-07	-0.1093754716	0.0002491983622	-2.72561883875726E-05	-0.04048068046	0.0002526825376	-1.02287610624075E-05	-0.0445333144	0.0002588367338	-1.15268576445845E-05	-0.07695986004	2.501464306E-05	-1.92512342884816E-06	-0.07635579142	1.1300159782E-05	-8.62832643327065E-07	-0.07620455016	2.312826842E-05	-1.76247929092583E-06	-0.0979553533	0.00101831959	-9.97498552107611E-05	-0.06904047654	0.001471702914	-0.000101607070507867	-0.07265196892	0.001469014944	-0.000106726828054504	-0.03974553768	0.00154472359	-6.13958696515299E-05	-0.03970013396	0.001629306912	-6.46837026683539E-05	-0.05182750804	0.0005575296986	-2.88953749367303E-05	-0.09069903626	0.0002163793796	-1.96254011962567E-05	-0.0445571053	0.0004041755166	-1.80088910528281E-05	-0.0683360109	0.000606534741	-4.14481646722047E-05	-0.04345679576	0.000475974956	-2.0684346449767E-05	-0.04377841892	0.0009298959204	-4.07093731552702E-05	-0.05115340148	0.001193154708	-6.10339218060762E-05	-0.05114817778	0.0008049959192	-4.11740743874161E-05	-0.0496816799	0.00102761974	-5.10538749816012E-05	-0.04504448422	0.00105841304	-4.76756694785222E-05	-0.0844633193	0.0002873166298	-2.42677162429973E-05	-0.08409615272	0.0001544502344	-1.29886704997422E-05	-0.08371188866	0.001495677306	-0.000125205972111161	-0.08299400236	0.001486705106	-0.000123387607075988	-0.0847165333	1.13399456498E-05	-9.60680883261472E-07	-0.06237059578	7.887792918E-06	-4.91966343684925E-07	
0.0430801845	0.0006397718862	2.7561490895409E-05	0.04567819436	0.001386076948	6.33134922286596E-05	-0.024881499488	0.001477681472	-3.67669307889951E-05	-0.02639867776	9.07312160000001E-08	-2.39518413395696E-09	-0.02622469614	0.001484924444	-3.89416923347584E-05	-0.1095676348	5.556437514E-06	-6.08805716322972E-07	-0.1086810776	0.00024641141	-2.67802575717354E-05	-0.03516007294	0.0002639856084	-9.28175324645427E-06	-0.0386178616	0.0002559546836	-9.88442254713659E-06	-0.07346816078	2.72911716E-05	-2.00503218298337E-06	-0.07275884734	4.575376002E-06	-3.32899084052618E-07	-0.07384166904	2.291401304E-05	-1.69200896727792E-06	-0.0957896905	0.0010124839016	-9.69855195704964E-05	-0.06611827512	0.00147551241	-9.75583354673542E-05	-0.06943805044	0.001471706798	-0.000102192450872415	-0.03293592798	0.001532684966	-5.04804016562048E-05	-0.03339785826	0.001630622756	-5.44593076804186E-05	-0.04617652624	0.0005511251426	-2.54490446087926E-05	-0.08859808174	0.0002138777212	-1.89491558252425E-05	-0.03749128422	0.0004086587058	-1.53211396881252E-05	-0.06406430488	0.0006027871052	-3.86171368852654E-05	-0.03786412266	0.0004723573522	-1.78853967230536E-05	-0.03693455646	0.0009270138702	-3.4238846128105E-05	-0.04640544336	0.001203722226	-5.58592635798161E-05	-0.0464687059	0.0008027193906	-3.73013312820186E-05	-0.04440039462	0.001029956432	-4.57304720222072E-05	-0.03992363946	0.001058993332	-4.22788679773121E-05	-0.08135531064	0.0002750179416	-2.23741700704414E-05	-0.0815918561	0.000159894107	-1.3046056969582E-05	-0.08142637984	0.001460677378	-0.000118937671004723	-0.08030327206	0.001441552986	-0.000115761421623663	-0.08176706654	1.23355629898E-05	-1.00864279979534E-06	-0.0586880198	1.169559256E-05	-6.86391167734013E-07	
0.04785985108	0.0006372719322	3.04997397725559E-05	0.049842092	0.001383198352	6.89414995146324E-05	-0.01744470966	0.001469545746	-2.56357988710581E-05	-0.019438785764	1.65693628E-06	-3.22088293715191E-08	-0.018825310638	0.001478104562	-2.78257775350949E-05	-0.108663946	6.932446674E-06	-7.53307011031416E-07	-0.1079949238	0.000247917451	-2.67738262294352E-05	-0.02960609562	0.0002707453262	-8.01571201614529E-06	-0.03276330044	0.0002532628294	-8.29772616991666E-06	-0.0698699445	2.450421936E-05	-1.71210844669903E-06	-0.06975483058	9.413726922E-06	-6.56652926570495E-07	-0.07075205896	2.27782564E-05	-1.6116085398188E-06	-0.09351496644	0.0010062076966	-9.40954789792187E-05	-0.0628853316	0.001477995742	-9.2944252339058E-05	-0.06564197004	0.001469690334	-9.64733688725056E-05	-0.02676809964	0.001522602642	-4.07571792331833E-05	-0.02643984564	0.001621751476	-4.28788586918822E-05	-0.04094599362	0.0005561536894	-2.27722654179119E-05	-0.0865833663	0.000217400227	-1.88232434880442E-05	-0.03149910486	0.000410094879	-1.291762159617E-05	-0.06015027704	0.0006019215198	-3.62057461723078E-05	-0.03168678182	0.0004699507918	-1.48912282059028E-05	-0.03147507782	0.0009307964398	-2.92968903772839E-05	-0.04154270862	0.001195846562	-4.96787052793948E-05	-0.04138908202	0.000800417632	-3.31285510211022E-05	-0.0393841875	0.001020514564	-4.01921369350568E-05	-0.03456752626	0.001059693952	-3.66309985133232E-05	-0.07867534578	0.0002721358914	-2.14103853550435E-05	-0.07908755948	0.000154995592	-1.22582231014378E-05	-0.07852003258	0.001407234268	-0.000110496080571052	-0.07767529352	0.001390316538	-0.00010799324517486	-0.07899452094	1.09595538418E-05	-8.65744705449128E-07	-0.05393054918	1.3521861404E-05	-7.29241411453566E-07	
0.05339163264	0.0006331290458	3.38037934270673E-05	0.0541879803	0.001380653146	7.4814805476581E-05	-0.010344655068	0.001466983924	-1.51754426840811E-05	-0.01172930392	-4.20226206E-06	4.92896088532253E-08	-0.0118273685724	0.001470774258	-1.73953892361641E-05	-0.1078389018	1.1510733824E-05	-1.24130489449227E-06	-0.1073372882	0.0002468616696	-2.64974621753884E-05	-0.023354553296	0.000269464415	-6.29322104149296E-06	-0.02640077882	0.000256880433	-6.78184349481883E-06	-0.06634908124	1.6628556278E-05	-1.10328943139293E-06	-0.06678062356	1.156022356E-05	-7.71998937829803E-07	-0.06703967326	2.216873678E-05	-1.48618487031814E-06	-0.09171774732	0.0010046838986	-9.21473439482673E-05	-0.05975320914	0.001480693328	-8.84761781001866E-05	-0.0627717742	0.001480257852	-9.2918411643521E-05	-0.02008469696	0.001519305266	-3.05147858573422E-05	-0.020362053666	0.001617138256	-3.29282559540136E-05	-0.03534190936	0.0005590959036	-1.97595167485785E-05	-0.08441198836	0.000220472473	-1.86105198245764E-05	-0.02598255112	0.0004144480362	-1.07684172871501E-05	-0.05548665936	0.0005924447176	-3.28727782351026E-05	-0.02551895348	0.0004691803042	-1.1972990356612E-05	-0.02466484166	0.0009227305808	-2.27590036702718E-05	-0.03677320036	0.001195301204	-4.39550506652412E-05	-0.03576154898	0.0007928621968	-2.83539802852536E-05	-0.03374142672	0.001019518948	-3.44000238735935E-05	-0.02847198146	0.001053584394	-2.99976353325133E-05	-0.07572585974	0.000261378178	-1.97930872463248E-05	-0.07637778488	0.0001480806122	-1.13100691435103E-05	-0.07581407456	0.001356993438	-0.000102879201685963	-0.07531368458	0.001354451024	-0.000102008697200594	-0.0757983553	-5.82232362000001E-08	4.41322554420343E-09	-0.0496144707	1.83252784E-05	-9.09198988246143E-07	
0.05814530606	0.000629595679	3.66080334495085E-05	0.05992459412	0.001375229346	8.2410060380963E-05	-0.003942165448	0.00146967578	-5.79370507967845E-06	-0.00512705154	-9.516102752E-06	4.87895492694398E-08	-0.0051300103444	0.001468307534	-7.53243283818045E-06	-0.1072852774	3.635070744E-06	-3.89989573138664E-07	-0.1066796526	0.0002567887314	-2.73941326573467E-05	-0.017158168118	0.000269559513	-4.62514744186021E-06	-0.01994058768	0.0002539983828	-5.0648770228016E-06	-0.06378136788	1.9190378678E-05	-1.22398860221803E-06	-0.06342401738	1.2460742942E-05	-7.9031037692112E-07	-0.06426839984	2.201635686E-05	-1.41495602569861E-06	-0.09000614082	0.0010001743768	-9.00218358028165E-05	-0.0565386642	0.001483267164	-8.38619441042823E-05	-0.0588824866	0.001483200066	-8.73345080113641E-05	-0.01411156188	0.001509828464	-2.13060377979214E-05	-0.014282989492	0.001617233354	-2.30989270012939E-05	-0.03039800504	0.0005594510654	-1.70061963056626E-05	-0.08151386216	0.0002128821038	-1.7352842465484E-05	-0.019635883668	0.0004106053028	-8.06259795924472E-06	-0.05142232994	0.0005880915604	-3.02410382538182E-05	-0.019864135808	0.0004731181358	-9.39808290275899E-06	-0.019018283588	0.0009237514282	-1.75681666263276E-05	-0.03228397872	0.001197222572	-3.86511080375517E-05	-0.03056143328	0.0007903353084	-2.41537797964948E-05	-0.02891548912	0.00102784487	-2.97206371555328E-05	-0.0227201593	0.001049646562	-2.38481370973373E-05	-0.07287339746	0.0002537276448	-1.84899955061001E-05	-0.07356718922	0.0001489461976	-1.09575531024387E-05	-0.0725563908	0.001301178702	-9.44088304029487E-05	-0.07244221656	0.001297165182	-9.39695210285358E-05	-0.0729592221	-4.541412436E-06	3.31337918565826E-07	-0.04558819134	1.31666996786E-05	-6.00246024264334E-07	
0.06271252654	0.0006266385854	3.92980889178856E-05	0.06445503674	0.001371769862	8.84174768540347E-05	0.003051979332	0.001466058176	4.47437925266162E-06	0.00147455512	-9.931428504E-06	-1.46444387494871E-08	0.0022528752556	0.001458060244	3.2848278448817E-06	-0.1067043876	2.48419144E-06	-2.65074126286362E-07	-0.1061697934	0.0002586150002	-2.7457101141375E-05	-0.010511543292	0.0002627046974	-2.76143179973186E-06	-0.013724551028	0.0002528475036	-3.47021846546061E-06	-0.05987493462	2.2037494918E-05	-1.31949356740383E-06	-0.06029189494	9.578692742E-06	-5.77517536463204E-07	-0.06066384188	2.197110466E-05	-1.33285161902317E-06	-0.08818989668	0.000996838642	-8.79110968446115E-05	-0.05272355878	0.001484226694	-7.82537133439541E-05	-0.0545752749	0.001472822746	-8.03797062419229E-05	-0.008010947562	0.001504124526	-1.20494627045041E-05	-0.007253946232	0.001613070394	-1.17011259065071E-05	-0.0250070126	0.0005481829284	-1.37084173976037E-05	-0.07906853928	0.0002190615298	-1.73208751737282E-05	-0.012576423512	0.0004066674714	-5.11442234888055E-06	-0.04821285448	0.0005890522438	-2.83998901114469E-05	-0.014265786022	0.0004816691884	-6.87138957510481E-06	-0.012825088524	0.000924071656	-1.18513007907193E-05	-0.02745549674	0.00119639192	-3.28475344593223E-05	-0.02523385762	0.0007909156	-1.99578516398369E-05	-0.02321438106	0.001029030684	-2.38883104208084E-05	-0.016768574352	0.00104881591	-1.75871475683955E-05	-0.0707394431	0.0002556490116	-1.80844687096494E-05	-0.07078955484	0.0001445231726	-1.02307310524185E-05	-0.06959801868	0.001244213088	-8.65947657405245E-05	-0.06914203974	0.001236867258	-8.55195251057408E-05	-0.0696793425	-4.351216536E-06	3.03189907303608E-07	-0.041449034	1.30716017186E-05	-5.4180526406871E-07	
0.06691699934	0.0006247195222	4.18043558547425E-05	0.06883645	0.001369134152	9.42463345974404E-05	0.00916147972	0.001467183826	1.3441574867411E-05	0.00846235822	-3.752002364E-06	-3.17507880464548E-08	0.0097860431556	0.00145444264	1.42332384423848E-05	-0.1060201132	3.800036578E-06	-4.02880308163701E-07	-0.1050891836	0.0002614019524	-2.74705177691621E-05	-0.003941664282	0.0002580914764	-1.01730995401453E-06	-0.006738020122	0.000247403631	-1.66701064393386E-06	-0.05610169582	1.8254925334E-05	-1.02413226830488E-06	-0.05742359774	1.5152597222E-05	-8.7011664759237E-07	-0.05620315778	2.181872474E-05	-1.22628122912061E-06	-0.08726148702	0.0009962743746	-8.69363834075165E-05	-0.04891479502	0.001484395698	-7.26089112962398E-05	-0.05071769566	0.001474553918	-7.47859768473846E-05	-0.002049850082	0.001507006576	-3.08913755338814E-06	-0.000195112512	0.001608457174	-3.13830119663561E-07	-0.018952042936	0.0005435095432	-1.03006161988521E-05	-0.07662701368	0.0002212429604	-1.69531873531745E-05	-0.006630553782	0.0003986617764	-2.64334834924786E-06	-0.0437553412	0.0005860750958	-2.56439157855517E-05	-0.007807512786	0.000474399047	-3.70387662511872E-06	-0.007409375114	0.0009204889862	-6.82024818706137E-06	-0.0218748998	0.001189667136	-2.6023849395353E-05	-0.019216311544	0.0007854115634	-1.50927132925545E-05	-0.016974249898	0.0010189735908	-1.72963123697016E-05	-0.010861381127	0.001047595162	-1.13783303212833E-05	-0.06854904012	0.0002593966472	-1.77813911759063E-05	-0.06761811016	0.0001350114366	-9.12921819287865E-06	-0.06707657642	0.001206236012	-8.0910182039474E-05	-0.06669227382	0.001201131778	-8.01062094322794E-05	-0.06754981188	-2.2047198962E-06	1.48928414236403E-07	-0.03694714828	1.40672190586E-05	-5.19743628445336E-07	
0.07174422852	0.0006214742918	4.45871936102044E-05	0.07438216784	0.001365324654	0.000101555807569918	0.016522795952	0.0014667685	2.42351166343211E-05	0.015596665604	-5.258043408E-06	-8.20079447658925E-08	0.0168080990336	0.001450564972	2.43812397040472E-05	-0.1055083362	3.574906718E-06	-3.77182459886383E-07	-0.1040085738	0.0002601210412	-2.7054818510583E-05	0.002385978158	0.0002562302736	6.11359836227964E-07	-0.000541008482	0.0002467631754	-1.33500970936654E-07	-0.05333739052	2.1041877574E-05	-1.12231884143847E-06	-0.05385010242	1.2045417182E-05	-6.48646948942328E-07	-0.05299558096	2.192585242E-05	-1.16197328704112E-06	-0.08609399236	0.0009934530376	-8.55303382291532E-05	-0.04567613628	0.001485812368	-6.78661682072775E-05	-0.04753041606	0.001477851294	-7.02428868786294E-05	0.004276539458	0.001511714894	6.46490839343729E-06	0.006209882948	0.001608136946	9.98634219901419E-06	-0.0127004813392	0.0005315660168	-6.75114427692127E-06	-0.07478732076	0.00022815794	-1.70633210427208E-05	-0.000459535302	0.000394308619	-1.81198730313368E-07	-0.03952297668	0.000577619141	-2.28292278396646E-05	-0.001205279666	0.0004657878304	-5.61404600651377E-07	-0.000810939294	0.0009124832912	-7.39968555952525E-07	-0.016734403526	0.001187390608	-1.98702735772545E-05	-0.013574842218	0.0007820190896	-1.0615785752784E-05	-0.011503360063	0.0010185582652	-1.17168424697402E-05	-0.004456366409	0.001048876072	-4.67417609446466E-06	-0.06550063164	0.0002480935764	-1.62502859600266E-05	-0.06430335134	0.0001302080196	-8.37281203162441E-06	-0.06473968846	0.001160988796	-7.51620529585905E-05	-0.06327099798	0.00113894742	-7.20623399101462E-05	-0.0646269647	1.921366618E-07	-1.24172092597244E-08	-0.03279593406	1.37469912586E-05	-4.50845418840442E-07	
0.07575150222	0.0006197362374	4.69459509632206E-05	0.07949414594	0.001362536564	0.000108313680467202	0.0241086152	0.00145962839	3.51896191895055E-05	0.02200168036	-4.937815608E-06	-1.08640240683835E-07	0.023748985348	0.001446687304	3.43573555858336E-05	-0.1050314384	-1.22851028E-06	1.29032201797587E-07	-0.1034448104	0.0002528508998	-2.61561133892804E-05	0.007938683334	0.000257130793	2.0412799410473E-06	0.005677572578	0.0002456122962	1.39448163772473E-06	-0.04961044208	2.0366488034E-05	-1.01039047498377E-06	-0.04989041066	5.640861202E-06	-2.81424881843841E-07	-0.04937009932	2.207823232E-05	-1.09000452244843E-06	-0.08468743198	0.0009915792258	-8.39742982377186E-05	-0.04181791132	0.001485614736	-6.21253052857332E-05	-0.04389223178	0.0014756097	-6.47678029692163E-05	0.010078449338	0.001515202466	1.52708912903937E-05	0.012791192414	0.001608682302	2.05769648578785E-05	-0.0066043100552	0.0005195273924	-3.43111998157916E-06	-0.07207629324	0.0002288934936	-1.64977945654417E-05	0.005682319178	0.0003922921544	2.22912923232606E-06	-0.03592855766	0.0005748321888	-2.06528914401248E-05	0.004637243914	0.0004626204864	2.14528403505012E-06	0.005131133166	0.000912898617	4.68420437088423E-06	-0.010997789796	0.001183903036	-1.30203167287742E-05	-0.00773615451	0.0007809283742	-6.0413825640543E-06	-0.005549230727	0.0010135646512	-5.62450410624008E-06	0.001321468231	0.001044167752	1.37983451210269E-06	-0.0631802436	0.0002505603008	-1.58304608410333E-05	-0.06209838564	0.0001325447122	-8.23081265273841E-06	-0.06168938134	0.001109752348	-6.84599357887324E-05	-0.06031137296	0.0010868803206	-6.5551244378591E-05	-0.06234652536	7.6874079398E-06	-4.79283174071406E-07	-0.02871700336	1.24660800586E-05	-3.57988462928845E-07	
0.08077213322	0.0006158196122	4.97410637561071E-05	0.08367579644	0.001361469904	0.00011392207854629	0.03158725244	0.00144868048	4.57598360266604E-05	0.02873010128	4.71123036E-07	1.35354125396211E-08	0.03104880276	0.001444255512	4.48424045271308E-05	-0.1047625436	7.70293414E-06	-8.06978973689679E-07	-0.1027409038	0.000246221214	-2.52969900610932E-05	0.014452133016	0.0002551143282	3.68694620543388E-06	0.011112311038	0.0002534879594	2.81683704924072E-06	-0.04610290788	2.2157822934E-05	-1.02154006954755E-06	-0.04688956474	1.072957204E-05	-5.03104962802074E-07	-0.04522141022	2.174484356E-05	-9.83332490796485E-07	-0.08337789536	0.0009901625544	-8.25576698501535E-05	-0.03818606872	0.001484243316	-5.66774172619767E-05	-0.04095924562	0.00147423369	-6.03834998099889E-05	0.016631866998	0.001512415514	2.51542936745598E-05	0.01902369048	0.001607816716	3.05866075537541E-05	-0.0006083333632	0.000515459529	-3.13571228870058E-07	-0.07001147084	0.000234752692	-1.64353812505695E-05	0.011138646306	0.0003937981954	4.38637881450168E-06	-0.03171582534	0.00057278079	-1.81662154937472E-05	0.010999765582	0.0004595133064	5.05453865220974E-06	0.011183558494	0.0009148549178	1.02313334867399E-05	-0.004995471438	0.001166255572	-5.82599639933435E-06	-0.002348978622	0.000782909905	-1.83903862979705E-06	8.40175669999999E-05	0.0010096268212	8.48263890951679E-08	0.007453164491	0.00104669464	7.80118732376803E-06	-0.06026565602	0.0002482837724	-1.49629844228064E-05	-0.05976848508	0.0001283817508	-7.67318275723408E-06	-0.05939942948	0.0010725108256	-6.37065311517638E-05	-0.05803854748	0.0010528061426	-6.11033392945258E-05	-0.05999251102	1.05694581438E-05	-6.3408833416735E-07	-0.02352959026	1.52530323E-05	-3.58897600241545E-07	
0.08555497068	0.0006124838774	5.24010401729297E-05	0.08846687422	0.001360279492	0.000120339674722809	0.0390208715	0.001438718484	5.61400490888388E-05	0.03548388892	2.4599319E-07	8.72879502903646E-09	0.03826427978	0.001447137562	5.53736765525151E-05	-0.1042184318	7.832966034E-06	-8.16339436406146E-07	-0.1021073628	0.0002458058882	-2.50985910048136E-05	0.02111590355	0.0002486496082	5.25046114449649E-06	0.017613077366	0.0002537732532	4.46972794203311E-06	-0.04327328718	2.2512984674E-05	-9.74210851076941E-07	-0.04287469652	9.959084548E-06	-4.26992727612521E-07	-0.04187875958	2.154721144E-05	-9.02370487515186E-07	-0.08153882888	0.0009861840534	-8.04122927743674E-05	-0.0345929219	0.001483024278	-5.13021430246579E-05	-0.03769269506	0.00148438588	-5.59505043262098E-05	0.0234788811	0.001507647032	3.53978654050959E-05	0.02472413358	0.001605540186	3.9695590026722E-05	0.0044782779568	0.0005188869368	2.32371993114291E-06	-0.06794285114	0.000230234569	-1.56427930488491E-05	0.01737625241	0.0003965851476	6.8911636267547E-06	-0.02734644978	0.0005730059198	-1.56696776094534E-05	0.017010970016	0.0004505119942	7.66364602518457E-06	0.01751439107	0.0009089006214	1.59188409269656E-05	-0.000109895064	0.00116369375	-1.2788419913265E-07	0.002201741898	0.0007757697954	1.70804486173507E-06	0.006097120627	0.0010003052802	6.09898195720443E-06	0.013137146203	0.00104554376	1.37354612367543E-05	-0.05739608664	0.0002452716902	-1.40776351810584E-05	-0.05685072666	0.000123032976	-6.99451408874234E-06	-0.0568545577	0.001036039791	-5.89035840769054E-05	-0.05588811246	0.0010221244386	-5.71246055725912E-05	-0.05718698482	-1.0189066362E-06	5.82681983373666E-08	-0.018391619106	1.182562447E-05	-2.17492380942833E-07	
