EC-Lab ASCII FILE
Nb header lines : 54                          

Cyclic Voltammetry

Run on channel : 2 (SN 2827)
User : 
Electrode connection : standard
Ewe ctrl range : min = -2.50 V, max = 2.50 V
Ewe,I filtering : 50 kHz
Channel : Floating
Acquisition started on : 09/05/2019 17:27:53
Saved on :
	File : 180_11.4_FTO_02_CV_C02.mpr
	Directory : C:\Data\Justin\09_04_2019_pvd_SnOxCV\
	Host : 192.109.209.127
Device : VSP-300 (SN 0229)
Address : 192.109.209.128
EC-Lab for windows v10.40 (software)
Internet server v10.40 (firmware)
Command interpretor v10.40 (firmware)
Electrode material : 
Initial state : 
Electrolyte : 
Comments : 
Cable : standard
Reference electrode : SCE Saturated Calomel Electrode (0.241 V)
Electrode surface area : 0.001 cm²
Characteristic mass : 0.001 g
Equivalent Weight : 0.000 g/eq.
Density : 0.000 g/cm3
Ei (V)              0.000               
vs.                 Eoc                 
dE/dt               20.000              
dE/dt unit          mV/s                
E1 (V)              1.500               
vs.                 Ref                 
Step percent        50                  
N                   10                  
E range min (V)     -2.500              
E range max (V)     2.500               
I Range             Auto                
I Range min         Unset               
I Range max         Unset               
I Range init        Unset               
Bandwidth           8                   
E2 (V)              -0.600              
vs.                 Ref                 
nc cycles           3                   
Reverse Scan        1                   
Ef (V)              0.000               
vs.                 Eoc                 

mode	ox/red	error	control changes	counter inc.	time/s	control/V	Ewe/V	<I>/mA	cycle number	(Q-Qo)/C	Rcmp/Ohm	P/W
2	1	0	1	1	195.8307	-0.164100558	-0.163776189	-0.00012830385513653772	1	-7.63339413E-005	22.8278179	2.10131166E-008
2	1	0	1	1	195.8807	-0.163100556	-0.162571937	-0.00012618247903985853	1	-7.63399803E-005	22.8278179	2.05137294E-008
2	1	0	1	1	195.9307	-0.162100554	-0.16171582	-0.00012084875007295297	1	-7.63458665E-005	22.8278179	1.95431547E-008
2	1	0	1	1	195.9807	-0.161100551	-0.160690859	-0.00011984389134846015	1	-7.63516437E-005	22.8278179	1.92578185E-008
2	1	0	1	1	196.0307	-0.160100549	-0.159590542	-0.00011672173908057926	1	-7.6357268E-005	22.8278179	1.86276861E-008
2	1	0	1	1	196.0807	-0.159100562	-0.158494055	-0.00011610419766872873	1	-7.63627759E-005	22.8278179	1.84018258E-008
2	1	0	1	1	196.1307	-0.15810056	-0.157742858	-0.00011342056073873283	1	-7.63682256E-005	22.8278179	1.78912831E-008
2	1	0	1	1	196.1807	-0.157100558	-0.156618714	-0.00010963408237364128	1	-7.63735152E-005	22.8278179	1.71707484E-008
2	1	0	1	1	196.2307	-0.156100556	-0.155649066	-0.00010760084521482132	1	-7.63786447E-005	22.8278179	1.67479719E-008
2	1	0	1	1	196.2807	-0.155100569	-0.154608861	-0.00010677805653358519	1	-7.63837525E-005	22.8278179	1.65088334E-008
2	1	0	1	1	196.3307	-0.154100552	-0.153639227	-0.00010316362590856432	1	-7.63887001E-005	22.8278179	1.58499791E-008
2	1	0	1	1	196.3807	-0.15310055	-0.152610466	-9.9235719837317826E-005	1	-7.63934877E-005	22.8278179	1.51444102E-008
2	1	0	1	1	196.4307	-0.152100548	-0.151631296	-9.768329330115625E-005	1	-7.63981589E-005	22.8278179	1.48118442E-008
2	1	0	1	1	196.4807	-0.151100546	-0.150665462	-9.528097827434846E-005	1	-7.64027282E-005	22.8278179	1.43555523E-008
2	1	0	1	1	196.5307	-0.150100544	-0.149590924	-9.2179358068312806E-005	1	-7.6407101E-005	22.8278179	1.37891956E-008
2	1	0	1	1	196.5807	-0.149100572	-0.148594573	-9.0432728096924431E-005	1	-7.64114448E-005	22.8278179	1.34378126E-008
2	1	0	1	1	196.6307	-0.148100555	-0.147529557	-8.9177981559865685E-005	1	-7.64156794E-005	22.8278179	1.3156388E-008
2	1	0	1	1	196.6807	-0.147100553	-0.146506518	-8.6942298004807472E-005	1	-7.6419783E-005	22.8278179	1.27376136E-008
2	1	0	1	1	196.7307	-0.146100566	-0.145728618	-8.3549419590175033E-005	1	-7.64237193E-005	22.8278179	1.21755415E-008
2	1	0	1	1	196.7807	-0.145100549	-0.144717023	-8.2941713007703231E-005	1	-7.64275901E-005	22.8278179	1.20030776E-008
2	1	0	1	1	196.8307	-0.144100562	-0.143678725	-7.9880076437230353E-005	1	-7.6431359E-005	22.8278179	1.14770673E-008
2	1	0	1	1	196.8807	-0.14310056	-0.142764419	-7.7919192731483412E-005	1	-7.64349825E-005	22.8278179	1.11240883E-008
2	1	0	1	1	196.9307	-0.142100558	-0.141735643	-7.6017816202996087E-005	1	-7.64385622E-005	22.8278179	1.07744338E-008
2	1	0	1	1	196.9807	-0.141100541	-0.140628651	-7.3703957106637918E-005	1	-7.64420038E-005	22.8278179	1.03648876E-008
2	1	0	1	1	197.0307	-0.140100554	-0.139629439	-7.0456632333506944E-005	1	-7.64452634E-005	22.8278179	9.83782034E-009
2	1	0	1	1	197.0807	-0.139100552	-0.138723746	-6.9493449077358315E-005	1	-7.64484721E-005	22.8278179	9.6403916E-009
2	1	0	1	1	197.1307	-0.13810055	-0.137720719	-6.608382165251424E-005	1	-7.64515426E-005	22.8278179	9.10111186E-009
2	1	0	1	1	197.1807	-0.137100562	-0.136727244	-6.3896586349680153E-005	1	-7.64544966E-005	22.8278179	8.73640449E-009
2	1	0	1	1	197.2307	-0.13610056	-0.135468587	-6.2598287223004847E-005	1	-7.64573488E-005	22.8278179	8.48010195E-009
2	1	0	1	1	197.2807	-0.135100558	-0.134619147	-5.8754458535232516E-005	1	-7.64601136E-005	22.8278179	7.90947485E-009
2	1	0	1	1	197.3307	-0.134100556	-0.13365142	-5.7557135901502174E-005	1	-7.64627403E-005	22.8278179	7.69259323E-009
2	1	0	1	1	197.3807	-0.133100554	-0.132691339	-5.5534988513693956E-005	1	-7.64652577E-005	22.8278179	7.36901207E-009
2	1	0	1	1	197.4307	-0.132100567	-0.131641582	-5.2836921796555218E-005	1	-7.6467717E-005	22.8278179	6.95553615E-009
2	1	0	1	1	197.4807	-0.13110055	-0.130593732	-4.9728870833358002E-005	1	-7.64699726E-005	22.8278179	6.49427889E-009
2	1	0	1	1	197.5307	-0.130100563	-0.129663199	-4.9276361971174504E-005	1	-7.64721335E-005	22.8278179	6.38933084E-009
2	1	0	1	1	197.5807	-0.129100546	-0.128779426	-4.6501375134116161E-005	1	-7.64742217E-005	22.8278179	5.98842043E-009
2	1	0	1	1	197.6307	-0.128100559	-0.127654329	-4.4217479912563073E-005	1	-7.64762081E-005	22.8278179	5.64455283E-009
2	1	0	1	1	197.6807	-0.127100557	-0.126643673	-4.1968814314606768E-005	1	-7.6478078E-005	22.8278179	5.31508482E-009
2	1	0	1	1	197.7307	-0.126100555	-0.125574857	-4.0231672609589148E-005	1	-7.64798606E-005	22.8278179	5.05208675E-009
2	1	0	1	1	197.7807	-0.125100553	-0.124714918	-3.8457443820945044E-005	1	-7.64815122E-005	22.8278179	4.79621676E-009
2	1	0	1	1	197.8307	-0.124100551	-0.123779632	-3.6070279245270054E-005	1	-7.64830329E-005	22.8278179	4.46476589E-009
2	1	0	1	1	197.8807	-0.123100549	-0.122499995	-3.3641378414978333E-005	1	-7.64845026E-005	22.8278179	4.12106882E-009
2	1	0	1	1	197.9307	-0.122100562	-0.121631481	-3.231024373996481E-005	1	-7.64858487E-005	22.8278179	3.92994259E-009
2	1	0	1	1	197.9807	-0.121100545	-0.120823041	-3.0268809694881119E-005	1	-7.64870565E-005	22.8278179	3.65716968E-009
2	1	0	1	1	198.0307	-0.12010055	-0.119582511	-2.848327212227013E-005	1	-7.64882352E-005	22.8278179	3.40610118E-009
2	1	0	1	1	198.0807	-0.119100563	-0.118637696	-2.5103915309188259E-005	1	-7.64893193E-005	22.8278179	2.97827074E-009
2	1	0	1	1	198.1307	-0.118100569	-0.11758893	-1.5219339445593613E-005	1	-7.64900542E-005	22.8278179	1.78962589E-009
2	1	0	1	1	198.1807	-0.117100574	-0.11660286	-2.1677474796598931E-005	1	-7.64906217E-005	22.8278179	2.52765564E-009
2	1	0	1	1	198.2307	-0.116100557	-0.115631305	-1.9180617808897996E-005	1	-7.64913493E-005	22.8278179	2.21787988E-009
2	1	0	1	1	198.2807	-0.115100555	-0.11459586	-1.8120257557278032E-005	1	-7.64919678E-005	22.8278179	2.07650652E-009
2	1	0	1	1	198.3307	-0.114100561	-0.113796018	-1.4303097523408584E-005	1	-7.64923971E-005	22.8278179	1.62763558E-009
2	1	0	1	1	198.3807	-0.113100559	-0.112725288	-1.3336572302151764E-005	1	-7.64928191E-005	22.8278179	1.50336898E-009
2	1	0	1	1	198.4307	-0.112100556	-0.111672655	-1.0185361871078321E-005	1	-7.64931174E-005	22.8278179	1.13742638E-009
2	1	0	1	1	198.4807	-0.111100554	-0.110607646	-9.7137826326127188E-006	1	-7.64933066E-005	22.8278179	1.07441867E-009
2	1	0	1	1	198.5307	-0.11010056	-0.109743893	-8.6833281919233428E-006	1	-7.64934593E-005	22.8278179	9.52942281E-010
2	1	0	1	1	198.5807	-0.10910055	-0.108604476	-5.015590289314531E-006	1	-7.64934739E-005	22.8278179	5.4471555E-010
2	1	0	1	1	198.6307	-0.108100556	-0.107645333	-4.4245295276797446E-006	1	-7.64933648E-005	22.8278179	4.7627996E-010
2	1	0	1	1	198.6807	-0.107100561	-0.106649004	-2.1344674594717087E-006	1	-7.64932192E-005	22.8278179	2.27638824E-010
2	1	0	1	1	198.7307	-0.106100552	-0.105764262	-5.9254080029436886E-007	1	-7.64929864E-005	22.8278179	6.26696403E-011
2	1	0	1	1	198.7807	-0.10510055	-0.104704976	3.0644138826803352E-006	1	-7.64926008E-005	22.8278179	3.20859395E-010
2	1	0	1	1	198.8307	-0.104100555	-0.103695288	4.7185040338498759E-006	1	-7.64921133E-005	22.8278179	4.89286611E-010
2	1	0	1	1	198.8807	-0.103100553	-0.102609277	7.6693002769866631E-006	1	-7.6491553E-005	22.8278179	7.86941345E-010
2	1	0	1	1	198.9307	-0.102100551	-0.101619624	7.9620470377453378E-006	1	-7.64908473E-005	22.8278179	8.09100231E-010
2	1	0	1	1	198.9807	-0.101100557	-0.100732021	1.0722238970978866E-005	1	-7.64900396E-005	22.8278179	1.08007281E-009
2	1	0	1	1	199.0307	-0.100100555	-0.0996784493	1.1304002909684929E-005	1	-7.64892029E-005	22.8278179	1.12676546E-009
2	1	0	1	1	199.0807	-0.0991005525	-0.0986201018	1.3467179146273416E-005	1	-7.64882498E-005	22.8278179	1.3281346E-009
2	1	0	1	1	199.1307	-0.0981005579	-0.0976561978	1.5890700800119445E-005	1	-7.64871729E-005	22.8278179	1.55182545E-009
2	1	0	1	1	199.1807	-0.0971005484	-0.0965930894	1.7008523589282442E-005	1	-7.64861034E-005	22.8278179	1.64290581E-009
2	1	0	1	1	199.2307	-0.0961005539	-0.095509015	1.9819529025834717E-005	1	-7.64848519E-005	22.8278179	1.8929438E-009
2	1	0	1	1	199.2807	-0.0951005518	-0.0946853161	2.2044550436869784E-005	1	-7.64834913E-005	22.8278179	2.08729523E-009
2	1	0	1	1	199.3307	-0.0941005424	-0.0935458988	2.3503015935496543E-005	1	-7.64821234E-005	22.8278179	2.19861085E-009
2	1	0	1	1	199.3807	-0.0931005478	-0.0927403346	2.4820349231639101E-005	1	-7.64805955E-005	22.8278179	2.3018476E-009
2	1	0	1	1	199.4307	-0.0921005532	-0.0917258784	2.6424276997419078E-005	1	-7.64790093E-005	22.8278179	2.42379006E-009
2	1	0	1	1	199.4807	-0.0911005437	-0.0906093568	2.7480413817426372E-005	1	-7.64773795E-005	22.8278179	2.48998266E-009
2	1	0	1	1	199.5307	-0.0901005492	-0.0894508585	3.0800576549825992E-005	1	-7.64756114E-005	22.8278179	2.75513812E-009
2	1	0	1	1	199.5807	-0.0891005471	-0.0887244642	3.2618438797747749E-005	1	-7.64737269E-005	22.8278179	2.89405344E-009
2	1	0	1	1	199.6307	-0.0881005451	-0.087689966	3.3877269292311623E-005	1	-7.64717479E-005	22.8278179	2.97069658E-009
2	1	0	1	1	199.6807	-0.0871005431	-0.0865667686	3.5367250517921365E-005	1	-7.6469747E-005	22.8278179	3.06162851E-009
2	1	0	1	1	199.7307	-0.0861005485	-0.0855046138	3.7485283711691697E-005	1	-7.6467586E-005	22.8278179	3.2051648E-009
2	1	0	1	1	199.7807	-0.0851005465	-0.0846656561	3.7745612286454609E-005	1	-7.64654178E-005	22.8278179	3.19575699E-009
2	1	0	1	1	199.8307	-0.0841005445	-0.0836731419	4.1198865165231117E-005	1	-7.64631404E-005	22.8278179	3.44723849E-009
2	1	0	1	1	199.8807	-0.0831005499	-0.082519412	4.2437177935152276E-005	1	-7.64607321E-005	22.8278179	3.501891E-009
2	1	0	1	1	199.9307	-0.0821005404	-0.0815297514	4.3054114312231716E-005	1	-7.64582874E-005	22.8278179	3.51019125E-009
2	1	0	1	1	199.9807	-0.0811005458	-0.0805658549	4.5298572041895663E-005	1	-7.64557699E-005	22.8278179	3.64951824E-009
2	1	0	1	1	200.0307	-0.0801005512	-0.0794521868	4.8151437439443142E-005	1	-7.64530851E-005	22.8278179	3.82573706E-009
2	1	0	1	1	200.0807	-0.0791005418	-0.0787124336	4.9640727389209675E-005	1	-7.64503129E-005	22.8278179	3.90734245E-009
2	1	0	1	1	200.1307	-0.0781005472	-0.0775625259	5.0688008126666562E-005	1	-7.64475189E-005	22.8278179	3.9314898E-009
2	1	0	1	1	200.1807	-0.0771005526	-0.0766720697	5.3975365293328515E-005	1	-7.6444594E-005	22.8278179	4.13840295E-009
2	1	0	1	1	200.2307	-0.0761005506	-0.0754382238	5.4737801808305096E-005	1	-7.64415599E-005	22.8278179	4.12932266E-009
2	1	0	1	1	200.2807	-0.0751005486	-0.0745401308	5.6363683226150164E-005	1	-7.6438504E-005	22.8278179	4.20135615E-009
2	1	0	1	1	200.3307	-0.0741005465	-0.0735180452	5.8568144415479235E-005	1	-7.6435339E-005	22.8278179	4.3058157E-009
2	1	0	1	1	200.3807	-0.0731005445	-0.0726008713	5.970054637711227E-005	1	-7.64320503E-005	22.8278179	4.33431158E-009
2	1	0	1	1	200.4307	-0.0721005499	-0.0714938864	6.1403892439565629E-005	1	-7.64287324E-005	22.8278179	4.39000303E-009
2	1	0	1	1	200.4807	-0.0711005479	-0.0706005692	6.1311243016420013E-005	1	-7.64253491E-005	22.8278179	4.32860858E-009
2	1	0	1	1	200.5307	-0.0701005459	-0.0695431828	6.5001286252987104E-005	1	-7.64218348E-005	22.8278179	4.5203965E-009
2	1	0	1	1	200.5807	-0.0691005439	-0.0685983524	6.6173846655012691E-005	1	-7.64182696E-005	22.8278179	4.53941684E-009
2	1	0	1	1	200.6307	-0.0681005493	-0.0675705299	6.8246971228223385E-005	1	-7.64146316E-005	22.8278179	4.61148408E-009
2	1	0	1	1	200.6807	-0.0671005398	-0.0666943863	6.9573972411860445E-005	1	-7.64108554E-005	22.8278179	4.64019356E-009
2	1	0	1	1	200.7307	-0.0661005452	-0.065665625	7.0849536629996081E-005	1	-7.64070137E-005	22.8278179	4.65237893E-009
2	1	0	1	1	200.7807	-0.0651005507	-0.0646368489	7.239201495731686E-005	1	-7.64031574E-005	22.8278179	4.6791917E-009
2	1	0	1	1	200.8307	-0.0641005412	-0.063621439	7.447766899901947E-005	1	-7.63991775E-005	22.8278179	4.73837636E-009
2	1	0	1	1	200.8807	-0.0631005466	-0.0627071261	7.6505506184629301E-005	1	-7.6395052E-005	22.8278179	4.79744022E-009
2	1	0	1	1	200.9307	-0.0621005483	-0.0616564192	7.7337489916249518E-005	1	-7.63909266E-005	22.8278179	4.76835282E-009
2	1	0	1	1	200.9807	-0.06110055	-0.0604712181	7.9156327274176874E-005	1	-7.63866919E-005	22.8278179	4.7866795E-009
2	1	0	1	1	201.0307	-0.0601005517	-0.059589345	8.0537552835098695E-005	1	-7.63823846E-005	22.8278179	4.79918016E-009
2	1	0	1	1	201.0807	-0.0591005459	-0.0585996807	8.2218243261633498E-005	1	-7.63780117E-005	22.8278179	4.81796292E-009
2	1	0	1	1	201.1307	-0.0581005439	-0.0577197149	8.3744211914799365E-005	1	-7.63735588E-005	22.8278179	4.83369211E-009
2	1	0	1	1	201.1807	-0.0571005568	-0.056693811	8.6548711166229949E-005	1	-7.63689895E-005	22.8278179	4.90677632E-009
2	1	0	1	1	201.2307	-0.0561005473	-0.0555286445	8.7042371374250211E-005	1	-7.6364362E-005	22.8278179	4.83334484E-009
2	1	0	1	1	201.2807	-0.0551005416	-0.0546753816	8.8788423193330386E-005	1	-7.63597054E-005	22.8278179	4.85454077E-009
2	1	0	1	1	201.3307	-0.0541005544	-0.0538106672	8.9828211550276992E-005	1	-7.63549178E-005	22.8278179	4.83371609E-009
2	1	0	1	1	201.3807	-0.053100545	-0.0525529794	9.1426164679567646E-005	1	-7.63500575E-005	22.8278179	4.80471751E-009
2	1	0	1	1	201.4307	-0.0521005429	-0.0514870137	9.3764330535527421E-005	1	-7.63451535E-005	22.8278179	4.82764539E-009
2	1	0	1	1	201.4807	-0.0511005521	-0.0505898707	9.5773310409573431E-005	1	-7.6340104E-005	22.8278179	4.84515938E-009
2	1	0	1	1	201.5307	-0.0501005426	-0.0496145226	9.6760593207902926E-005	1	-7.63349672E-005	22.8278179	4.80073048E-009
2	1	0	1	1	201.5807	-0.0491005406	-0.0486878157	9.822570285467503E-005	1	-7.63298231E-005	22.8278179	4.78239492E-009
2	1	0	1	1	201.6307	-0.0481005497	-0.0478173867	0.00010108422014598996	1	-7.63245553E-005	22.8278179	4.83358331E-009
2	1	0	1	1	201.6807	-0.0471005477	-0.046762865	0.00010069021205136221	1	-7.63191856E-005	22.8278179	4.70856287E-009
2	1	0	1	1	201.7307	-0.0461005457	-0.0458952971	0.00010170202210280869	1	-7.63138232E-005	22.8278179	4.66764449E-009
2	1	0	1	1	201.7807	-0.0451005511	-0.0447110534	0.00010577832907714493	1	-7.63083226E-005	22.8278179	4.72946038E-009
2	1	0	1	1	201.8307	-0.0441005453	-0.0437271148	0.00010625628381906969	1	-7.63027201E-005	22.8278179	4.64628069E-009
2	1	0	1	1	201.8807	-0.0431005433	-0.0427574813	0.0001075884455514352	1	-7.62970958E-005	22.8278179	4.60021088E-009
2	1	0	1	1	201.9307	-0.0421005487	-0.0416600332	0.0001096870059377076	1	-7.62913623E-005	22.8278179	4.56956428E-009
2	1	0	1	1	201.9807	-0.041100543	-0.0407877006	0.00011061750587436532	1	-7.62855198E-005	22.8278179	4.51183357E-009
2	1	0	1	1	202.0307	-0.040100541	-0.0397923179	0.00011119126141541846	1	-7.62796553E-005	22.8278179	4.42455805E-009
2	1	0	1	1	202.0807	-0.0391005501	-0.0388083793	0.0001133096012819336	1	-7.62737254E-005	22.8278179	4.39736203E-009
2	1	0	1	1	202.1307	-0.0381005444	-0.0377280973	0.00011536880758824359	1	-7.62676718E-005	22.8278179	4.3526458E-009
2	1	0	1	1	202.1807	-0.0371005423	-0.0367298573	0.00011774598814790144	1	-7.62615091E-005	22.8278179	4.32479341E-009
2	1	0	1	1	202.2307	-0.0361005478	-0.0357277952	0.00011926699084209786	1	-7.625531E-005	22.8278179	4.26114655E-009
2	1	0	1	1	202.2807	-0.0351005457	-0.0346818604	0.00012076360297686307	1	-7.62490163E-005	22.8278179	4.18830659E-009
2	1	0	1	1	202.3307	-0.0341005437	-0.0339125358	0.0001206388332388156	1	-7.62426425E-005	22.8278179	4.09116874E-009
2	1	0	1	1	202.3807	-0.0331005491	-0.0326958597	0.00012343661765717778	1	-7.62362542E-005	22.8278179	4.03586631E-009
2	1	0	1	1	202.4307	-0.0321005471	-0.0318177976	0.00012471230397918722	1	-7.62297495E-005	22.8278179	3.96807076E-009
2	1	0	1	1	202.4807	-0.0311005469	-0.0307594575	0.00012590379706294003	1	-7.62231357E-005	22.8278179	3.87273236E-009
2	1	0	1	1	202.5307	-0.0301005468	-0.0297926906	0.0001275399297439978	1	-7.62165146E-005	22.8278179	3.79975784E-009
2	1	0	1	1	202.5807	-0.0291005466	-0.0287992172	0.00012976225476719568	1	-7.62097625E-005	22.8278179	3.73705156E-009
2	1	0	1	1	202.6307	-0.0281005464	-0.0276569407	0.0001312106713629432	1	-7.62029304E-005	22.8278179	3.62888586E-009
2	1	0	1	1	202.6807	-0.0271005444	-0.0267798342	0.00013236128117771084	1	-7.61960619E-005	22.8278179	3.54461327E-009
2	1	0	1	1	202.7307	-0.026100548	-0.0256862026	0.0001330364488812514	1	-7.61891133E-005	22.8278179	3.41720119E-009
2	1	0	1	1	202.7807	-0.025100546	-0.0246507581	0.00013631460441737835	1	-7.61820629E-005	22.8278179	3.36025829E-009
2	1	0	1	1	202.8307	-0.0241005458	-0.0237631612	0.00013591279484562375	1	-7.61749325E-005	22.8278179	3.2297176E-009
2	1	0	1	1	202.8807	-0.0231005475	-0.0228431299	0.00013790206596106004	1	-7.61677875E-005	22.8278179	3.15011484E-009
2	1	0	1	1	202.9307	-0.0221005436	-0.0217437763	0.00013936453168989166	1	-7.61605261E-005	22.8278179	3.03031111E-009
2	1	0	1	1	202.9807	-0.0211005434	-0.0207512528	0.0001410675487629005	1	-7.61532065E-005	22.8278179	2.92732838E-009
2	1	0	1	1	203.0307	-0.0201005451	-0.0197329782	0.0001422272457266108	1	-7.61458214E-005	22.8278179	2.8065672E-009
2	1	0	1	1	203.0807	-0.019100545	-0.0187747944	0.00014488701290920909	1	-7.61383053E-005	22.8278179	2.72022382E-009
2	1	0	1	1	203.1307	-0.0181005429	-0.0177097786	0.00014560758745574276	1	-7.61307165E-005	22.8278179	2.57867816E-009
2	1	0	1	1	203.1807	-0.0171005465	-0.016821228	0.0001470132572110208	1	-7.61230913E-005	22.8278179	2.47294341E-009
2	1	0	1	1	203.2307	-0.0161005445	-0.0157056563	0.00014817617365123583	1	-7.61153642E-005	22.8278179	2.32720399E-009
2	1	0	1	1	203.2807	-0.0151005443	-0.014889597	0.00014938229605831999	1	-7.61075644E-005	22.8278179	2.22424212E-009
2	1	0	1	1	203.3307	-0.0141005442	-0.0137406439	0.00015168780038476559	1	-7.60997427E-005	22.8278179	2.08428808E-009
2	1	0	1	1	203.3807	-0.0131005449	-0.0127128297	0.00015303753444742205	1	-7.60917974E-005	22.8278179	1.94554017E-009
2	1	0	1	1	203.4307	-0.0121005448	-0.0118815089	0.00015555551019335537	1	-7.60837502E-005	22.8278179	1.84823412E-009
2	1	0	1	1	203.4807	-0.0111005437	-0.0108021861	0.0001556429485255524	1	-7.60756811E-005	22.8278179	1.68128411E-009
2	1	0	1	1	203.5307	-0.0101005435	-0.00972000137	0.00015853214925435309	1	-7.60675321E-005	22.8278179	1.54093271E-009
2	1	0	1	1	203.5807	-0.00910054334	-0.00880283304	0.00015929613053028988	1	-7.60592447E-005	22.8278179	1.4022572E-009
2	1	0	1	1	203.6307	-0.0081005441	-0.00771206338	0.00016006704800020088	1	-7.60509647E-005	22.8278179	1.23444721E-009
2	1	0	1	1	203.6807	-0.0071005444	-0.00664418703	0.00016163577553622154	1	-7.6042561E-005	22.8278179	1.07393827E-009
2	1	0	1	1	203.7307	-0.00610054377	-0.00596166775	0.00016428160248930612	1	-7.60340627E-005	22.8278179	9.79392345E-010
2	1	0	1	1	203.7807	-0.00510054361	-0.00469157426	0.00016485100773193454	1	-7.60255352E-005	22.8278179	7.73410724E-010
2	1	0	1	1	203.8307	-0.00410054391	-0.00376105239	0.00016691693043766347	1	-7.60169642E-005	22.8278179	6.27783325E-010
2	1	0	1	1	203.8807	-0.00310054352	-0.00266360631	0.00016826648404983388	1	-7.60082548E-005	22.8278179	4.48195675E-010
2	1	0	1	1	203.9307	-0.00210054335	-0.00172163849	0.00016885320309046117	1	-7.59995237E-005	22.8278179	2.90704183E-010
2	1	0	1	1	203.9807	-0.00110054307	-0.000549791555	0.00017204153164129804	1	-7.59907489E-005	22.8278179	9.45869841E-011
2	1	0	1	1	204.0307	-9.78717508E-005	0.000287252537	0.00017266415766749223	1	-7.59818213E-005	22.8278179	4.95982179E-011
2	1	0	1	1	204.0807	0.000899456907	0.00125402038	0.00017314298960021323	1	-7.59728428E-005	22.8278179	2.17124832E-010
2	1	0	1	1	204.1307	0.00189945649	0.00234955852	0.00017515260720689114	1	-7.59638206E-005	22.8278179	4.11531309E-010
2	1	0	1	1	204.1807	0.0028994563	0.00341743487	0.00017748654860312184	1	-7.59546965E-005	22.8278179	6.065487E-010
2	1	0	1	1	204.2307	0.003899456	0.0042201397	0.00017705386515579611	1	-7.59454924E-005	22.8278179	7.4719203E-010
2	1	0	1	1	204.2807	0.0048994557	0.00515447697	0.00017995538968938935	1	-7.59362592E-005	22.8278179	9.27575905E-010
2	1	0	1	1	204.3307	0.00589945586	0.00638450822	0.00018084857918910027	1	-7.59269387E-005	22.8278179	1.15462928E-009
2	1	0	1	1	204.3807	0.00689945556	0.00722822873	0.00018379279622927729	1	-7.59174945E-005	22.8278179	1.32849642E-009
2	1	0	1	1	204.4307	0.00789945479	0.00822170451	0.0001827508005455324	1	-7.59080358E-005	22.8278179	1.50252311E-009
2	1	0	1	1	204.4807	0.00889945496	0.00914459489	0.00018590306190499509	1	-7.58984679E-005	22.8278179	1.70000825E-009
2	1	0	1	1	204.5307	0.00989945512	0.0103793964	0.00018653321709886494	1	-7.58888491E-005	22.8278179	1.93610217E-009
2	1	0	1	1	204.5807	0.0108994544	0.0112173948	0.00018936207059730946	1	-7.58791575E-005	22.8278179	2.12414908E-009
2	1	0	1	1	204.6307	0.0118994545	0.012419764	0.00018857348466014973	1	-7.58694296E-005	22.8278179	2.34203812E-009
2	1	0	1	1	204.6807	0.0128994528	0.0132234227	0.00019108122576114921	1	-7.58595925E-005	22.8278179	2.52674792E-009
2	1	0	1	1	204.7307	0.0138994539	0.0143151451	0.00019405093139034275	1	-7.58496462E-005	22.8278179	2.77786727E-009
2	1	0	1	1	204.7807	0.0148994541	0.0153381908	0.00019516400587033704	1	-7.58396709E-005	22.8278179	2.99346281E-009
2	1	0	1	1	204.8307	0.0158994514	0.0161819104	0.0001960139691753412	1	-7.58295864E-005	22.8278179	3.17188054E-009
2	1	0	1	1	204.8807	0.0168994535	0.0172326192	0.00019600840667206073	1	-7.58194365E-005	22.8278179	3.37773831E-009
2	1	0	1	1	204.9307	0.0178994536	0.0182327721	0.00019961465731857639	1	-7.58092574E-005	22.8278179	3.63952846E-009
2	1	0	1	1	204.9807	0.0188994519	0.0192434173	0.00020095421107018557	1	-7.57989765E-005	22.8278179	3.86704579E-009
2	1	0	1	1	205.0307	0.019899454	0.0203132015	0.0002018806337084106	1	-7.5788601E-005	22.8278179	4.10084189E-009
2	1	0	1	1	205.0807	0.0208994523	0.0212131999	0.00020330668343780884	1	-7.57782109E-005	22.8278179	4.31278524E-009
2	1	0	1	1	205.1307	0.0218994506	0.0224584918	0.00020454426750667911	1	-7.57677262E-005	22.8278179	4.5937556E-009
2	1	0	1	1	205.1807	0.0228994526	0.0233184285	0.0002062770792555838	1	-7.57571179E-005	22.8278179	4.81005724E-009
2	1	0	1	1	205.2307	0.0238994528	0.0243185833	0.00020661192791993424	1	-7.57464804E-005	22.8278179	5.02450925E-009
2	1	0	1	1	205.2807	0.0248994492	0.0253425781	0.00020782895579166637	1	-7.57357993E-005	22.8278179	5.26692157E-009
2	1	0	1	1	205.3307	0.0258994494	0.0262025185	0.00020994795138701934	1	-7.57249654E-005	22.8278179	5.50116486E-009
2	1	0	1	1	205.3807	0.0268994495	0.0272866078	0.00021188971034765292	1	-7.57140951E-005	22.8278179	5.78175152E-009
2	1	0	1	1	205.4307	0.0278994497	0.028379282	0.00021267968228736887	1	-7.57031958E-005	22.8278179	6.03569683E-009
2	1	0	1	1	205.4807	0.0288994517	0.0294175874	0.00021516584914664776	1	-7.569218E-005	22.8278179	6.32966035E-009
